Município;Pluviometria observada (mm);Data
Água Branca;0,0;08/2020
Aguiar;0,0;08/2020
Alagoa Grande;6,2;08/2020
Alagoa Nova;9,4;08/2020
Alagoinha;9,1;08/2020
Alcantil;3,0;08/2020
Algodão de Jandaíra;2,6;08/2020
Alhandra;70,8;08/2020
Amparo;0,0;08/2020
Aparecida;0,0;08/2020
Araçagi;7,4;08/2020
Arara;8,8;08/2020
Araruna;4,5;08/2020
Areia;24,8;08/2020
Areia de Baraúnas;0,0;08/2020
Areial;12,1;08/2020
Aroeiras;3,5;08/2020
Assunção;0,0;08/2020
Baía da Traição;36,3;08/2020
Bananeiras;18,1;08/2020
Baraúna;0,0;08/2020
Barra de Santana;0,0;08/2020
Barra de Santa Rosa;0,3;08/2020
Barra de São Miguel;1,4;08/2020
Bayeux;64,1;08/2020
Belém;3,6;08/2020
Belém do Brejo do Cruz;0,0;08/2020
Bernardino Batista;0,0;08/2020
Boa Ventura;0,0;08/2020
Boa Vista;2,0;08/2020
Bom Jesus;0,0;08/2020
Bom Sucesso;0,0;08/2020
Bonito de Santa Fé;0,0;08/2020
Boqueirão;2,3;08/2020
Borborema;11,1;08/2020
Brejo do Cruz;0,0;08/2020
Brejo dos Santos;0,0;08/2020
Caaporã;82,2;08/2020
Cabaceiras;1,9;08/2020
Cabedelo;44,3;08/2020
Cachoeira dos Índios;0,0;08/2020
Cacimba de Areia;0,0;08/2020
Cacimba de Dentro;5,7;08/2020
Cacimbas;0,0;08/2020
Caiçara;4,0;08/2020
Cajazeiras;0,0;08/2020
Cajazeirinhas;0,0;08/2020
Caldas Brandão;12,9;08/2020
Camalaú;2,5;08/2020
Campina Grande;8,0;08/2020
Capim;5,1;08/2020
Caraúbas;0,0;08/2020
Carrapateira;0,0;08/2020
Casserengue;0,7;08/2020
Catingueira;0,0;08/2020
Catolé do Rocha;8,6;08/2020
Caturité;5,1;08/2020
Conceição;0,0;08/2020
Condado;14,0;08/2020
Conde;89,3;08/2020
Congo;0,0;08/2020
Coremas;0,0;08/2020
Coxixola;0,0;08/2020
Cruz do Espírito Santo;23,2;08/2020
Cubati;1,2;08/2020
Cuité;0,0;08/2020
Cuité de Mamanguape;12,0;08/2020
Cuitegi;5,9;08/2020
Curral Velho;0,0;08/2020
Damião;3,4;08/2020
Desterro;0,0;08/2020
Diamante;0,0;08/2020
