Município;Pluviometria observada (mm);Data
Água Branca;115,0;05/2017
Aguiar;112,1;05/2017
Alagoa Grande;122,1;05/2017
Alagoa Nova;106,4;05/2017
Alagoinha;162,3;05/2017
Alcantil;31,0;05/2017
Algodão de Jandaíra;33,2;05/2017
Alhandra;440,5;05/2017
Amparo;38,8;05/2017
Aparecida;95,5;05/2017
Araçagi;166,4;05/2017
Arara;77,7;05/2017
Araruna;74,5;05/2017
Areia;134,6;05/2017
Areia de Baraúnas;0,0;05/2017
Areial;75,3;05/2017
Aroeiras;99,5;05/2017
Assunção;34,0;05/2017
Baía da Traição;198,6;05/2017
Bananeiras;108,6;05/2017
Baraúna;75,0;05/2017
Barra de Santana;24,0;05/2017
Barra de Santa Rosa;30,3;05/2017
Barra de São Miguel;21,2;05/2017
Bayeux;515,6;05/2017
Belém;116,5;05/2017
Belém do Brejo do Cruz;60,7;05/2017
Bernardino Batista;93,0;05/2017
Boa Ventura;45,1;05/2017
Boa Vista;27,5;05/2017
Bom Jesus;43,6;05/2017
Bom Sucesso;29,5;05/2017
Bonito de Santa Fé;69,7;05/2017
Boqueirão;15,2;05/2017
Borborema;119,3;05/2017
Brejo do Cruz;133,0;05/2017
Brejo dos Santos;36,9;05/2017
Caaporã;349,0;05/2017
Cabaceiras;13,5;05/2017
Cabedelo;461,2;05/2017
Cachoeira dos Índios;51,9;05/2017
Cacimba de Areia;22,0;05/2017
Cacimba de Dentro;77,1;05/2017
Cacimbas;121,8;05/2017
Caiçara;108,3;05/2017
Cajazeiras;27,2;05/2017
Cajazeirinhas;24,6;05/2017
Caldas Brandão;178,7;05/2017
Camalaú;29,3;05/2017
Campina Grande;38,2;05/2017
Capim;212,4;05/2017
Caraúbas;17,2;05/2017
Carrapateira;69,1;05/2017
Casserengue;36,1;05/2017
Catingueira;87,2;05/2017
Catolé do Rocha;48,0;05/2017
Caturité;13,8;05/2017
Conceição;17,0;05/2017
Condado;7,0;05/2017
Conde;586,6;05/2017
Congo;21,7;05/2017
Coremas;14,9;05/2017
Coxixola;5,9;05/2017
Cruz do Espírito Santo;364,5;05/2017
Cubati;11,0;05/2017
Cuité;47,4;05/2017
Cuité de Mamanguape;198,0;05/2017
Cuitegi;193,2;05/2017
Curral Velho;21,3;05/2017
Damião;51,0;05/2017
Desterro;35,4;05/2017
Diamante;48,6;05/2017
Dona Inês;77,6;05/2017
Duas Estradas;134,4;05/2017
Emas;53,1;05/2017
Esperança;72,6;05/2017
Fagundes;81,9;05/2017
Frei Martinho;36,4;05/2017
Gado Bravo;89,4;05/2017
Guarabira;141,5;05/2017
Gurinhém;178,0;05/2017
Gurjão;30,8;05/2017
Ibiara;30,1;05/2017
Igaracy;68,4;05/2017
Imaculada;88,8;05/2017
Ingá;70,5;05/2017
Itabaiana;125,3;05/2017
Itaporanga;56,3;05/2017
Itapororoca;165,4;05/2017
Itatuba;81,2;05/2017
Jacaraú;109,2;05/2017
Jericó;3,2;05/2017
João Pessoa;503,7;05/2017
Joca Claudino;56,1;05/2017
Juarez Távora;120,2;05/2017
Juazeirinho;30,3;05/2017
Junco do Seridó;22,0;05/2017
Juripiranga;116,5;05/2017
Juru;35,3;05/2017
Lagoa;11,7;05/2017
Lagoa de Dentro;105,3;05/2017
Lagoa Seca;96,7;05/2017
Lastro;0,0;05/2017
Livramento;53,9;05/2017
Logradouro;89,0;05/2017
Mãe d'Água;24,2;05/2017
Malta;11,0;05/2017
Mamanguape;172,9;05/2017
Manaíra;23,4;05/2017
Mari;236,3;05/2017
Marizópolis;42,6;05/2017
Massaranduba;101,8;05/2017
Mataraca;172,9;05/2017
Matinhas;122,1;05/2017
Mato Grosso;20,1;05/2017
Maturéia;36,7;05/2017
