Município;Pluviometria observada (mm);Data
Água Branca;102,8;05/2016
Aguiar;30,4;05/2016
Alagoa Grande;210,4;05/2016
Alagoa Nova;127,6;05/2016
Alagoinha;167,6;05/2016
Alcantil;20,4;05/2016
Algodão de Jandaíra;59,9;05/2016
Alhandra;373,9;05/2016
Amparo;22,9;05/2016
Aparecida;35,2;05/2016
Araçagi;187,0;05/2016
Arara;88,3;05/2016
Araruna;142,6;05/2016
Areia;236,9;05/2016
Areia de Baraúnas;22,2;05/2016
Areial;100,1;05/2016
Aroeiras;145,3;05/2016
Assunção;6,8;05/2016
Baía da Traição;298,6;05/2016
Bananeiras;194,4;05/2016
Baraúna;58,5;05/2016
Barra de Santana;28,0;05/2016
Barra de Santa Rosa;65,7;05/2016
Barra de São Miguel;0,0;05/2016
Bayeux;324,1;05/2016
Belém;190,7;05/2016
Belém do Brejo do Cruz;26,3;05/2016
Bernardino Batista;70,0;05/2016
Boa Ventura;80,1;05/2016
Boa Vista;7,8;05/2016
Bom Jesus;39,0;05/2016
Bom Sucesso;23,1;05/2016
Bonito de Santa Fé;24,7;05/2016
Boqueirão;11,0;05/2016
Borborema;203,4;05/2016
Brejo do Cruz;48,8;05/2016
Brejo dos Santos;11,5;05/2016
Caaporã;447,6;05/2016
Cabaceiras;9,2;05/2016
Cabedelo;331,7;05/2016
Cachoeira dos Índios;21,3;05/2016
Cacimba de Areia;6,7;05/2016
Cacimba de Dentro;221,8;05/2016
Cacimbas;0,0;05/2016
Caiçara;177,3;05/2016
Cajazeiras;40,8;05/2016
Cajazeirinhas;17,7;05/2016
Caldas Brandão;224,2;05/2016
Camalaú;40,4;05/2016
Campina Grande;62,1;05/2016
Capim;228,8;05/2016
Caraúbas;3,6;05/2016
Carrapateira;92,0;05/2016
Casserengue;67,9;05/2016
Catingueira;6,0;05/2016
Catolé do Rocha;22,8;05/2016
Caturité;42,2;05/2016
Conceição;13,2;05/2016
Condado;0,0;05/2016
Congo;2,8;05/2016
Coremas;32,9;05/2016
Coxixola;0,0;05/2016
Cruz do Espírito Santo;278,6;05/2016
Cubati;36,9;05/2016
Cuité;108,9;05/2016
Cuité de Mamanguape;241,4;05/2016
Cuitegi;203,6;05/2016
Curral Velho;71,3;05/2016
Damião;118,4;05/2016
Desterro;60,2;05/2016
Diamante;101,0;05/2016
Dona Inês;192,7;05/2016
Duas Estradas;213,7;05/2016
Emas;9,5;05/2016
Esperança;128,3;05/2016
Fagundes;107,1;05/2016
Frei Martinho;62,6;05/2016
Gado Bravo;80,8;05/2016
Guarabira;233,5;05/2016
Gurinhém;204,4;05/2016
Gurjão;1,3;05/2016
Ibiara;35,6;05/2016
Igaracy;133,0;05/2016
Imaculada;5,5;05/2016
Ingá;99,3;05/2016
Itabaiana;154,2;05/2016
Itaporanga;66,7;05/2016
Itapororoca;117,4;05/2016
Itatuba;86,6;05/2016
Jacaraú;258,4;05/2016
Jericó;14,0;05/2016
João Pessoa;334,6;05/2016
Joca Claudino;40,1;05/2016
Juarez Távora;133,6;05/2016
Juazeirinho;11,9;05/2016
Junco do Seridó;9,7;05/2016
Juripiranga;153,2;05/2016
Juru;69,3;05/2016
Lagoa;26,2;05/2016
Lagoa de Dentro;173,3;05/2016
Lagoa Seca;127,9;05/2016
Lastro;20,1;05/2016
Livramento;10,0;05/2016
Logradouro;212,6;05/2016
Mãe d'Água;28,5;05/2016
Malta;1,4;05/2016
Mamanguape;259,5;05/2016
Manaíra;4,4;05/2016
Mari;274,9;05/2016
Marizópolis;34,4;05/2016
Mataraca;170,4;05/2016
Matinhas;136,4;05/2016
Mato Grosso;6,4;05/2016
Maturéia;18,4;05/2016
Mogeiro;140,5;05/2016
Montadas;63,5;05/2016
Monte Horebe;31,6;05/2016
Monteiro;56,8;05/2016
Mulungu;228,8;05/2016
Natuba;211,3;05/2016
Nazarezinho;31,1;05/2016
Nova Floresta;79,1;05/2016
Nova Olinda;51,5;05/2016
Nova Palmeira;18,5;05/2016
Olho d'Água;16,8;05/2016
Olivedos;46,6;05/2016
Ouro Velho;15,8;05/2016
Parari;0,0;05/2016
Passagem;3,5;05/2016
Patos;7,2;05/2016
Paulista;6,2;05/2016
Pedra Branca;23,6;05/2016
Pedra Lavrada;18,6;05/2016
Pedras de Fogo;237,8;05/2016
Pedro Régis;222,6;05/2016
Piancó;18,9;05/2016
Picuí;45,7;05/2016
Pilar;203,4;05/2016
Pilões;221,4;05/2016
Pilõezinhos;306,4;05/2016
Pirpirituba;237,2;05/2016
Pitimbu;443,5;05/2016
Pocinhos;41,5;05/2016
Poço Dantas;51,7;05/2016
Poço de José de Moura;50,1;05/2016
Pombal;6,4;05/2016
Prata;46,0;05/2016
Princesa Isabel;37,6;05/2016
Puxinanã;60,3;05/2016
Queimadas;66,2;05/2016
Quixaba;12,2;05/2016
Remígio;161,4;05/2016
Riachão;125,0;05/2016
Riachão do Bacamarte;99,7;05/2016
Riachão do Poço;228,3;05/2016
Riacho de Santo Antônio;5,4;05/2016
Riacho dos Cavalos;9,0;05/2016
Rio Tinto;278,2;05/2016
Salgadinho;7,1;05/2016
Salgado de São Félix;96,7;05/2016
Santa Cecília;40,3;05/2016
Santa Cruz;21,3;05/2016
Santa Helena;57,4;05/2016
Santa Inês;6,8;05/2016
Santa Luzia;11,3;05/2016
Santana de Mangueira;12,3;05/2016
Santana dos Garrotes;26,1;05/2016
Santa Rita;308,0;05/2016
Santa Teresinha;6,4;05/2016
Santo André;15,0;05/2016
São Bentinho;0,0;05/2016
São Bento;5,7;05/2016
São Domingos;3,4;05/2016
São Domingos do Cariri;19,2;05/2016
São Francisco;18,5;05/2016
São João do Cariri;0,0;05/2016
São João do Rio do Peixe;29,6;05/2016
São João do Tigre;25,7;05/2016
São José da Lagoa Tapada;18,9;05/2016
São José de Caiana;49,0;05/2016
São José de Espinharas;12,1;05/2016
São José de Piranhas;64,7;05/2016
São José de Princesa;6,3;05/2016
São José do Bonfim;10,7;05/2016
São José do Brejo do Cruz;14,1;05/2016
São José do Sabugi;25,0;05/2016
São José dos Cordeiros;13,5;05/2016
São José dos Ramos;127,5;05/2016
São Mamede;44,8;05/2016
São Miguel de Taipu;222,7;05/2016
São Sebastião de Lagoa de Roça;92,2;05/2016
São Sebastião do Umbuzeiro;66,1;05/2016
São Vicente do Seridó;30,4;05/2016
Sapé;369,0;05/2016
Serra Branca;12,2;05/2016
Serra da Raiz;207,5;05/2016
Serra Grande;65,2;05/2016
Serra Redonda;153,6;05/2016
Serraria;187,3;05/2016
Sertãozinho;191,3;05/2016
Sobrado;253,3;05/2016
Solânea;164,8;05/2016
Soledade;18,3;05/2016
Sossêgo;67,2;05/2016
Sousa;37,7;05/2016
Sumé;33,4;05/2016
Tacima;159,7;05/2016
