Município;Pluviometria observada (mm);Data
Água Branca;114,4;04/1996
Aguiar;362,8;04/1996
Alagoa Grande;200,8;04/1996
Alagoa Nova;266,2;04/1996
Alagoinha;224,4;04/1996
Algodão de Jandaíra;105,7;04/1996
Alhandra;392,7;04/1996
Aparecida;246,2;04/1996
Araçagi;122,4;04/1996
Arara;137,9;04/1996
Araruna;171,2;04/1996
Areia;236,9;04/1996
Areial;174,5;04/1996
Aroeiras;136,8;04/1996
Baía da Traição;414,3;04/1996
Bananeiras;187,9;04/1996
Barra de Santana;107,0;04/1996
Barra de Santa Rosa;171,4;04/1996
Barra de São Miguel;66,9;04/1996
Bayeux;396,2;04/1996
Belém;227,1;04/1996
Belém do Brejo do Cruz;285,5;04/1996
Boa Ventura;133,3;04/1996
Boa Vista;120,0;04/1996
Bom Jesus;369,4;04/1996
Bom Sucesso;492,0;04/1996
Bonito de Santa Fé;101,0;04/1996
Boqueirão;113,1;04/1996
Borborema;209,7;04/1996
Brejo do Cruz;399,9;04/1996
Brejo dos Santos;411,0;04/1996
Cabaceiras;129,4;04/1996
Cachoeira dos Índios;329,7;04/1996
Cacimba de Areia;144,0;04/1996
Cacimba de Dentro;185,1;04/1996
Caiçara;207,9;04/1996
Cajazeiras;393,3;04/1996
Caldas Brandão;203,3;04/1996
Camalaú;186,0;04/1996
Campina Grande;147,7;04/1996
Campo de Santana;130,2;04/1996
Caraúbas;112,4;04/1996
Carrapateira;412,4;04/1996
Casserengue;81,9;04/1996
Catingueira;234,0;04/1996
Catolé do Rocha;566,0;04/1996
Conceição;141,2;04/1996
Condado;353,6;04/1996
Congo;56,2;04/1996
Coremas;319,8;04/1996
Coxixola;172,2;04/1996
Cruz do Espírito Santo;365,4;04/1996
Cubati;77,6;04/1996
Cuité;263,0;04/1996
Cuitegi;256,8;04/1996
Curral Velho;91,4;04/1996
Desterro;199,3;04/1996
Diamante;96,5;04/1996
Dona Inês;189,0;04/1996
Duas Estradas;270,6;04/1996
Emas;246,9;04/1996
Esperança;204,2;04/1996
Fagundes;119,9;04/1996
Frei Martinho;126,0;04/1996
Gado Bravo;157,6;04/1996
Guarabira;220,7;04/1996
Gurinhém;172,7;04/1996
Gurjão;126,8;04/1996
Ibiara;58,6;04/1996
Igaracy;321,6;04/1996
Imaculada;250,6;04/1996
Ingá;183,6;04/1996
Itabaiana;312,2;04/1996
Itaporanga;244,4;04/1996
Itapororoca;258,6;04/1996
Itatuba;169,2;04/1996
Jacaraú;275,3;04/1996
Jericó;299,8;04/1996
João Pessoa;439,9;04/1996
Juarez Távora;162,8;04/1996
Juazeirinho;100,7;04/1996
Junco do Seridó;98,6;04/1996
Juripiranga;277,1;04/1996
Juru;86,5;04/1996
Lagoa;316,2;04/1996
Lagoa de Dentro;207,0;04/1996
Lagoa Seca;230,2;04/1996
Lastro;245,7;04/1996
Livramento;142,1;04/1996
Mãe D`Água;281,4;04/1996
Malta;332,8;04/1996
Mamanguape;356,8;04/1996
Manaíra;109,7;04/1996
Mari;198,3;04/1996
Massaranduba;228,2;04/1996
Mataraca;467,6;04/1996
Mogeiro;275,2;04/1996
Montadas;88,9;04/1996
Monte Horebe;218,8;04/1996
Monteiro;150,7;04/1996
Mulungu;254,6;04/1996
Natuba;277,5;04/1996
Nazarezinho;421,2;04/1996
Nova Floresta;208,0;04/1996
Nova Olinda;105,7;04/1996
Nova Palmeira;120,1;04/1996
Olho D`Água;349,7;04/1996
Olivedos;123,1;04/1996
Ouro Velho;249,7;04/1996
Passagem;194,6;04/1996
Patos;245,4;04/1996
Paulista;289,6;04/1996
Pedra Branca;168,6;04/1996
Pedra Lavrada;124,3;04/1996
Pedras de Fogo;444,8;04/1996
Piancó;262,5;04/1996
Picuí;150,7;04/1996
Pilar;210,6;04/1996
Pilões;225,8;04/1996
Pilõezinhos;158,4;04/1996
Pirpirituba;249,2;04/1996
Pitimbu;419,7;04/1996
Pocinhos;125,6;04/1996
Pombal;360,8;04/1996
Prata;129,2;04/1996
Princesa Isabel;238,1;04/1996
Puxinanã;135,2;04/1996
Queimadas;170,1;04/1996
Quixaba;225,7;04/1996
Remígio;192,0;04/1996
Riacho de Santo Antônio;98,7;04/1996
Riacho dos Cavalos;435,1;04/1996
Rio Tinto;394,1;04/1996
Salgadinho;170,3;04/1996
Salgado de São Félix;227,6;04/1996
Santa Cruz;381,5;04/1996
Santa Helena;283,6;04/1996
Santa Luzia;235,7;04/1996
Santana de Mangueira;163,0;04/1996
Santana dos Garrotes;193,4;04/1996
Santa Rita;381,1;04/1996
Santa Teresinha;298,5;04/1996
São Bento;487,2;04/1996
São Francisco;338,2;04/1996
São João do Cariri;122,9;04/1996
São João do Rio do Peixe;292,4;04/1996
São João do Tigre;148,0;04/1996
São José da Lagoa Tapada;346,9;04/1996
São José de Caiana;284,8;04/1996
São José de Espinharas;293,6;04/1996
São José de Piranhas;266,2;04/1996
São José do Bonfim;290,2;04/1996
São José do Sabugi;262,2;04/1996
São José dos Cordeiros;191,1;04/1996
São Mamede;429,1;04/1996
São Miguel de Taipu;188,3;04/1996
São Sebastião de Lagoa de Roça;166,8;04/1996
São Sebastião do Umbuzeiro;176,2;04/1996
São Vicente do Seridó;108,2;04/1996
Sapé;228,7;04/1996
Serra Branca;144,7;04/1996
Serra da Raiz;294,3;04/1996
Serra Grande;250,3;04/1996
Serra Redonda;247,7;04/1996
Serraria;238,0;04/1996
Solânea;176,1;04/1996
Soledade;133,5;04/1996
Sossêgo;152,0;04/1996
Sousa;267,8;04/1996
Sumé;211,1;04/1996
Taperoá;115,9;04/1996
Tavares;174,9;04/1996
Teixeira;299,5;04/1996
Triunfo;290,5;04/1996
Uiraúna;356,2;04/1996
Umbuzeiro;164,3;04/1996
Várzea;212,6;04/1996
Vista Serrana;289,3;04/1996
