Município;Pluviometria observada (mm);Data
Água Branca;186,8;02/2021
Aguiar;261,8;02/2021
Alagoa Grande;141,5;02/2021
Alagoa Nova;65,5;02/2021
Alagoinha;75,6;02/2021
Alcantil;82,0;02/2021
Algodão de Jandaíra;10,0;02/2021
Alhandra;159,3;02/2021
Amparo;159,2;02/2021
Aparecida;239,9;02/2021
Araçagi;38,9;02/2021
Arara;33,3;02/2021
Araruna;78,9;02/2021
Areia;64,0;02/2021
Areia de Baraúnas;113,3;02/2021
Areial;20,8;02/2021
Aroeiras;0,0;02/2021
Assunção;101,5;02/2021
Baía da Traição;145,3;02/2021
Bananeiras;91,1;02/2021
Baraúna;36,5;02/2021
Barra de Santana;6,7;02/2021
Barra de Santa Rosa;27,6;02/2021
Barra de São Miguel;17,5;02/2021
Bayeux;196,6;02/2021
Belém;58,9;02/2021
Belém do Brejo do Cruz;135,9;02/2021
Bernardino Batista;178,6;02/2021
Boa Ventura;292,3;02/2021
Boa Vista;8,6;02/2021
Bom Jesus;183,8;02/2021
Bom Sucesso;52,4;02/2021
Bonito de Santa Fé;135,2;02/2021
Boqueirão;22,7;02/2021
Borborema;35,4;02/2021
Brejo do Cruz;122,1;02/2021
Brejo dos Santos;92,0;02/2021
Caaporã;238,7;02/2021
Cabaceiras;15,5;02/2021
Cabedelo;319,4;02/2021
Cachoeira dos Índios;270,7;02/2021
Cacimba de Areia;125,0;02/2021
Cacimba de Dentro;33,0;02/2021
Cacimbas;193,7;02/2021
Caiçara;46,3;02/2021
Cajazeiras;195,7;02/2021
Cajazeirinhas;262,0;02/2021
Caldas Brandão;55,1;02/2021
Camalaú;64,8;02/2021
Campina Grande;14,5;02/2021
Capim;84,0;02/2021
Caraúbas;184,0;02/2021
Carrapateira;281,4;02/2021
Casserengue;21,1;02/2021
Catingueira;221,8;02/2021
Catolé do Rocha;129,0;02/2021
Caturité;17,7;02/2021
Conceição;187,8;02/2021
Condado;160,5;02/2021
Conde;110,5;02/2021
Congo;51,7;02/2021
Coremas;301,5;02/2021
Coxixola;63,8;02/2021
Cruz do Espírito Santo;57,5;02/2021
Cubati;92,4;02/2021
Cuité;23,8;02/2021
Cuité de Mamanguape;40,3;02/2021
Cuitegi;53,9;02/2021
Curral de Cima;100,5;02/2021
Curral Velho;181,6;02/2021
Damião;24,1;02/2021
Desterro;276,4;02/2021
Diamante;334,2;02/2021
Dona Inês;40,1;02/2021
Duas Estradas;80,7;02/2021
Emas;207,2;02/2021
Esperança;29,3;02/2021
Fagundes;52,4;02/2021
Frei Martinho;56,3;02/2021
Gado Bravo;22,1;02/2021
Guarabira;46,6;02/2021
Gurinhém;29,5;02/2021
Gurjão;74,6;02/2021
Ibiara;285,6;02/2021
Igaracy;268,5;02/2021
Imaculada;231,2;02/2021
Ingá;40,9;02/2021
Itabaiana;50,9;02/2021
Itaporanga;267,4;02/2021
Itapororoca;60,8;02/2021
Itatuba;8,7;02/2021
Jacaraú;102,5;02/2021
Jericó;221,3;02/2021
João Pessoa;227,1;02/2021
Joca Claudino;115,6;02/2021
Juarez Távora;65,6;02/2021
Juazeirinho;109,7;02/2021
Junco do Seridó;110,1;02/2021
Juripiranga;160,6;02/2021
Juru;167,1;02/2021
Lagoa;106,4;02/2021
Lagoa de Dentro;70,4;02/2021
Lagoa Seca;23,7;02/2021
Lastro;165,6;02/2021
Livramento;160,0;02/2021
Logradouro;52,4;02/2021
Lucena;205,0;02/2021
Mãe d'Água;107,2;02/2021
Malta;153,7;02/2021
Mamanguape;128,0;02/2021
Manaíra;107,4;02/2021
Marcação;140,4;02/2021
Mari;47,4;02/2021
Marizópolis;153,9;02/2021
Massaranduba;10,8;02/2021
Mataraca;159,3;02/2021
Matinhas;59,0;02/2021
Mato Grosso;165,5;02/2021
Maturéia;135,4;02/2021
Mogeiro;47,3;02/2021
Montadas;0,0;02/2021
Monte Horebe;207,3;02/2021
Monteiro;133,8;02/2021
Mulungu;44,2;02/2021
Natuba;9,8;02/2021
Nazarezinho;235,4;02/2021
Nova Floresta;21,0;02/2021
Nova Olinda;251,0;02/2021
Nova Palmeira;149,9;02/2021
Olho d'Água;238,9;02/2021
Olivedos;106,0;02/2021
Ouro Velho;98,0;02/2021
Parari;47,7;02/2021
Passagem;153,5;02/2021
Patos;143,2;02/2021
Paulista;164,3;02/2021
Pedra Branca;459,4;02/2021
Pedra Lavrada;164,7;02/2021
Pedras de Fogo;132,2;02/2021
Pedro Régis;102,4;02/2021
Piancó;144,3;02/2021
Picuí;23,9;02/2021
Pilar;33,7;02/2021
Pilões;57,1;02/2021
Pilõezinhos;64,6;02/2021
Pirpirituba;51,0;02/2021
Pitimbu;222,1;02/2021
