Município;Pluviometria observada (mm);Data
Água Branca;131,4;04/2000
Aguiar;258,3;04/2000
Alagoa Grande;241,2;04/2000
Alagoa Nova;307,1;04/2000
Alagoinha;201,2;04/2000
Alcantil;164,8;04/2000
Algodão de Jandaíra;71,0;04/2000
Alhandra;284,1;04/2000
Amparo;60,0;04/2000
Aparecida;135,6;04/2000
Araçagi;223,7;04/2000
Arara;94,6;04/2000
Araruna;135,3;04/2000
Areia;269,4;04/2000
Areial;161,3;04/2000
Aroeiras;133,2;04/2000
Baía da Traição;353,6;04/2000
Bananeiras;211,9;04/2000
Barra de Santana;208,8;04/2000
Barra de Santa Rosa;83,0;04/2000
Barra de São Miguel;125,8;04/2000
Bayeux;195,5;04/2000
Belém;148,6;04/2000
Belém do Brejo do Cruz;131,8;04/2000
Boa Ventura;291,9;04/2000
Boa Vista;47,3;04/2000
Bom Jesus;247,1;04/2000
Bom Sucesso;123,7;04/2000
Bonito de Santa Fé;220,4;04/2000
Boqueirão;76,6;04/2000
Borborema;222,6;04/2000
Brejo do Cruz;180,4;04/2000
Brejo dos Santos;108,2;04/2000
Caaporã;290,3;04/2000
Cabaceiras;54,6;04/2000
Cabedelo;284,2;04/2000
Cachoeira dos Índios;253,0;04/2000
Cacimba de Areia;103,3;04/2000
Cacimba de Dentro;66,4;04/2000
Caiçara;115,5;04/2000
Cajazeiras;222,6;04/2000
Cajazeirinhas;187,0;04/2000
Caldas Brandão;111,5;04/2000
Camalaú;54,0;04/2000
Campina Grande;142,0;04/2000
Campo de Santana;216,2;04/2000
Capim;129,7;04/2000
Caraúbas;85,1;04/2000
Carrapateira;162,6;04/2000
Casserengue;43,4;04/2000
Catingueira;214,4;04/2000
Catolé do Rocha;162,9;04/2000
Caturité;67,8;04/2000
Conceição;212,0;04/2000
Condado;194,1;04/2000
Conde;378,8;04/2000
Congo;128,1;04/2000
Coremas;194,8;04/2000
Coxixola;83,2;04/2000
Cruz do Espírito Santo;117,2;04/2000
Cubati;104,8;04/2000
Cuité;139,1;04/2000
Cuité de Mamanguape;158,0;04/2000
Cuitegi;210,8;04/2000
Curral de Cima;77,0;04/2000
Curral Velho;185,8;04/2000
Damião;68,9;04/2000
Desterro;153,2;04/2000
Diamante;192,1;04/2000
Dona Inês;148,7;04/2000
Duas Estradas;145,8;04/2000
Emas;122,8;04/2000
Esperança;129,4;04/2000
Fagundes;89,6;04/2000
Frei Martinho;139,3;04/2000
Gado Bravo;142,1;04/2000
Guarabira;184,1;04/2000
Gurinhém;185,2;04/2000
Gurjão;84,6;04/2000
Ibiara;298,4;04/2000
Igaracy;321,5;04/2000
Imaculada;165,5;04/2000
Ingá;139,5;04/2000
Itabaiana;111,4;04/2000
Itaporanga;390,4;04/2000
Itapororoca;222,6;04/2000
Itatuba;122,3;04/2000
Jacaraú;175,1;04/2000
Jericó;134,4;04/2000
João Pessoa;276,1;04/2000
Juarez Távora;135,2;04/2000
Juazeirinho;198,5;04/2000
Junco do Seridó;209,6;04/2000
Juripiranga;204,7;04/2000
Juru;139,7;04/2000
Lagoa;165,0;04/2000
Lagoa de Dentro;174,7;04/2000
Lagoa Seca;157,1;04/2000
Lastro;152,9;04/2000
Livramento;96,7;04/2000
Lucena;356,7;04/2000
Mãe D`Água;53,7;04/2000
Malta;185,4;04/2000
Mamanguape;197,3;04/2000
Manaíra;265,2;04/2000
Mari;216,0;04/2000
Massaranduba;212,4;04/2000
Mataraca;147,0;04/2000
Matinhas;232,2;04/2000
Mogeiro;128,6;04/2000
Montadas;144,2;04/2000
Monte Horebe;218,4;04/2000
Monteiro;112,2;04/2000
Mulungu;139,9;04/2000
Natuba;270,5;04/2000
Nazarezinho;153,9;04/2000
Nova Floresta;166,3;04/2000
Nova Olinda;213,1;04/2000
Nova Palmeira;183,1;04/2000
Olho D`Água;158,0;04/2000
Olivedos;86,4;04/2000
Ouro Velho;239,9;04/2000
Parari;92,0;04/2000
Passagem;88,8;04/2000
Patos;170,1;04/2000
Paulista;198,0;04/2000
Pedra Branca;244,4;04/2000
Pedra Lavrada;115,2;04/2000
Pedras de Fogo;222,9;04/2000
Piancó;258,4;04/2000
Picuí;155,6;04/2000
Pilar;122,9;04/2000
Pilões;202,0;04/2000
Pilõezinhos;272,1;04/2000
Pirpirituba;184,2;04/2000
Pitimbu;321,3;04/2000
Pocinhos;60,8;04/2000
Pombal;244,1;04/2000
Prata;156,2;04/2000
Princesa Isabel;189,6;04/2000
Puxinanã;126,2;04/2000
Queimadas;151,8;04/2000
Quixaba;183,0;04/2000
Remígio;87,8;04/2000
Riachão do Bacamarte;200,0;04/2000
Riacho de Santo Antônio;164,9;04/2000
Riacho dos Cavalos;104,6;04/2000
Rio Tinto;224,0;04/2000
Salgadinho;89,1;04/2000
Salgado de São Félix;115,7;04/2000
Santa Cecília;147,5;04/2000
Santa Cruz;157,6;04/2000
Santa Helena;267,0;04/2000
Santa Luzia;111,5;04/2000
Santana de Mangueira;203,9;04/2000
Santana dos Garrotes;263,4;04/2000
Santa Rita;146,2;04/2000
Santa Teresinha;199,1;04/2000
São Bento;276,6;04/2000
São Domingos do Cariri;97,8;04/2000
São Francisco;134,8;04/2000
São João do Cariri;162,5;04/2000
São João do Rio do Peixe;283,0;04/2000
São João do Tigre;100,9;04/2000
São José da Lagoa Tapada;138,0;04/2000
São José de Caiana;243,3;04/2000
São José de Espinharas;120,0;04/2000
São José de Piranhas;253,7;04/2000
São José do Bonfim;120,3;04/2000
São José do Brejo do Cruz;118,5;04/2000
São José do Sabugi;196,3;04/2000
São José dos Cordeiros;165,6;04/2000
São José dos Ramos;73,8;04/2000
São Mamede;135,6;04/2000
São Miguel de Taipu;139,3;04/2000
São Sebastião de Lagoa de Roça;180,5;04/2000
São Sebastião do Umbuzeiro;124,0;04/2000
São Vicente do Seridó;67,1;04/2000
Sapé;158,7;04/2000
Serra Branca;99,4;04/2000
Serra da Raiz;137,7;04/2000
Serra Grande;274,7;04/2000
Serra Redonda;184,2;04/2000
Serraria;146,4;04/2000
Solânea;154,7;04/2000
Soledade;66,2;04/2000
Sossêgo;121,4;04/2000
Sousa;162,0;04/2000
Sumé;170,6;04/2000
Taperoá;104,8;04/2000
Tavares;199,2;04/2000
Teixeira;110,5;04/2000
Tenório;161,0;04/2000
Triunfo;254,3;04/2000
Uiraúna;174,8;04/2000
Umbuzeiro;197,9;04/2000
Várzea;162,1;04/2000
Vista Serrana;201,8;04/2000
