Município;Pluviometria observada (mm);Data
Água Branca;27,9;06/1996
Aguiar;37,8;06/1996
Alagoa Grande;123,2;06/1996
Alagoa Nova;128,2;06/1996
Alagoinha;146,5;06/1996
Algodão de Jandaíra;39,3;06/1996
Alhandra;240,7;06/1996
Aparecida;8,8;06/1996
Araçagi;145,3;06/1996
Arara;75,6;06/1996
Araruna;45,6;06/1996
Areia;167,6;06/1996
Areial;101,2;06/1996
Aroeiras;80,5;06/1996
Baía da Traição;670,4;06/1996
Bananeiras;142,0;06/1996
Barra de Santana;37,4;06/1996
Barra de Santa Rosa;43,2;06/1996
Barra de São Miguel;0,4;06/1996
Bayeux;164,5;06/1996
Belém;105,1;06/1996
Belém do Brejo do Cruz;0,0;06/1996
Boa Ventura;0,0;06/1996
Boa Vista;37,2;06/1996
Bom Jesus;18,0;06/1996
Bom Sucesso;22,5;06/1996
Bonito de Santa Fé;12,6;06/1996
Boqueirão;53,0;06/1996
Borborema;134,0;06/1996
Brejo do Cruz;28,4;06/1996
Brejo dos Santos;11,4;06/1996
Cabaceiras;26,2;06/1996
Cachoeira dos Índios;46,3;06/1996
Cacimba de Areia;10,7;06/1996
Cacimba de Dentro;86,2;06/1996
Caiçara;69,0;06/1996
Cajazeiras;13,8;06/1996
Caldas Brandão;160,8;06/1996
Camalaú;21,8;06/1996
Campina Grande;67,6;06/1996
Campo de Santana;28,2;06/1996
Caraúbas;11,1;06/1996
Carrapateira;9,4;06/1996
Casserengue;32,9;06/1996
Catingueira;15,8;06/1996
Catolé do Rocha;17,6;06/1996
Conceição;22,6;06/1996
Condado;28,8;06/1996
Conde;185,6;06/1996
Congo;7,8;06/1996
Coremas;2,4;06/1996
Coxixola;6,0;06/1996
Cruz do Espírito Santo;179,8;06/1996
Cubati;14,8;06/1996
Cuité;39,2;06/1996
Cuitegi;104,0;06/1996
Curral Velho;7,0;06/1996
Desterro;0,0;06/1996
Diamante;58,0;06/1996
Dona Inês;36,0;06/1996
Duas Estradas;87,8;06/1996
Emas;15,6;06/1996
Esperança;106,8;06/1996
Fagundes;96,9;06/1996
Frei Martinho;6,2;06/1996
Gado Bravo;32,4;06/1996
Guarabira;135,9;06/1996
Gurinhém;129,8;06/1996
Gurjão;25,5;06/1996
Ibiara;14,4;06/1996
Igaracy;64,4;06/1996
Imaculada;89,2;06/1996
Ingá;98,2;06/1996
Itabaiana;83,3;06/1996
Itaporanga;29,4;06/1996
Itapororoca;168,6;06/1996
Itatuba;94,7;06/1996
Jacaraú;113,4;06/1996
Jericó;26,4;06/1996
João Pessoa;263,4;06/1996
Juarez Távora;78,2;06/1996
Juazeirinho;23,0;06/1996
Junco do Seridó;35,6;06/1996
Juripiranga;160,6;06/1996
Juru;23,9;06/1996
Lagoa;19,0;06/1996
Lagoa de Dentro;105,0;06/1996
Lagoa Seca;124,6;06/1996
Livramento;15,6;06/1996
Lucena;129,0;06/1996
Mãe D`Água;4,0;06/1996
Malta;26,1;06/1996
Mamanguape;155,0;06/1996
Manaíra;0,0;06/1996
Mari;221,5;06/1996
Massaranduba;122,7;06/1996
Mataraca;200,3;06/1996
Mogeiro;97,7;06/1996
Montadas;48,6;06/1996
Monte Horebe;13,6;06/1996
Monteiro;19,9;06/1996
Mulungu;111,2;06/1996
Natuba;153,3;06/1996
Nazarezinho;19,8;06/1996
Nova Floresta;37,1;06/1996
Nova Olinda;23,1;06/1996
Nova Palmeira;3,2;06/1996
Olho D`Água;98,6;06/1996
Olivedos;28,6;06/1996
Ouro Velho;5,3;06/1996
Passagem;0,0;06/1996
Patos;9,8;06/1996
Paulista;35,1;06/1996
Pedra Branca;61,6;06/1996
Pedra Lavrada;12,6;06/1996
Pedras de Fogo;208,4;06/1996
Piancó;62,0;06/1996
Picuí;11,2;06/1996
Pilar;136,9;06/1996
Pilões;145,1;06/1996
Pilõezinhos;73,4;06/1996
Pirpirituba;90,7;06/1996
Pitimbu;315,1;06/1996
Pocinhos;38,4;06/1996
Pombal;14,4;06/1996
Prata;0,0;06/1996
Princesa Isabel;37,8;06/1996
Puxinanã;80,4;06/1996
Queimadas;94,5;06/1996
Quixaba;0,0;06/1996
Remígio;113,2;06/1996
Riacho de Santo Antônio;11,0;06/1996
Riacho dos Cavalos;6,6;06/1996
Rio Tinto;166,5;06/1996
Salgadinho;14,2;06/1996
Salgado de São Félix;71,6;06/1996
Santa Cruz;3,4;06/1996
Santa Helena;5,0;06/1996
Santa Luzia;8,5;06/1996
Santana de Mangueira;22,8;06/1996
Santana dos Garrotes;31,6;06/1996
Santa Teresinha;13,2;06/1996
São Bento;26,0;06/1996
São Francisco;6,4;06/1996
São João do Cariri;20,7;06/1996
São João do Rio do Peixe;49,0;06/1996
São João do Tigre;52,9;06/1996
São José da Lagoa Tapada;56,0;06/1996
São José de Caiana;72,8;06/1996
São José de Espinharas;15,6;06/1996
São José de Piranhas;19,7;06/1996
São José do Bonfim;10,4;06/1996
São José do Sabugi;4,9;06/1996
São José dos Cordeiros;3,1;06/1996
São Mamede;0,0;06/1996
São Miguel de Taipu;141,3;06/1996
São Sebastião de Lagoa de Roça;111,6;06/1996
São Sebastião do Umbuzeiro;13,1;06/1996
São Vicente do Seridó;22,6;06/1996
Sapé;163,9;06/1996
Serra Branca;9,2;06/1996
Serra da Raiz;106,8;06/1996
Serra Grande;0,0;06/1996
Serra Redonda;76,8;06/1996
Serraria;147,7;06/1996
Solânea;141,8;06/1996
Soledade;14,5;06/1996
Sossêgo;6,4;06/1996
Sousa;14,4;06/1996
Sumé;22,6;06/1996
Taperoá;20,6;06/1996
Tavares;48,5;06/1996
Teixeira;15,6;06/1996
Triunfo;39,4;06/1996
Uiraúna;21,7;06/1996
Umbuzeiro;93,8;06/1996
Várzea;31,2;06/1996
Vista Serrana;10,2;06/1996
