Município;Pluviometria observada (mm);Data
Água Branca;26,2;04/1998
Aguiar;159,5;04/1998
Alagoa Grande;24,6;04/1998
Alagoa Nova;28,0;04/1998
Alagoinha;13,0;04/1998
Algodão de Jandaíra;0,0;04/1998
Alhandra;92,5;04/1998
Amparo;146,3;04/1998
Aparecida;52,6;04/1998
Araçagi;23,9;04/1998
Arara;13,9;04/1998
Araruna;27,6;04/1998
Areia;28,7;04/1998
Areial;6,8;04/1998
Aroeiras;11,2;04/1998
Baía da Traição;116,6;04/1998
Bananeiras;49,1;04/1998
Barra de Santana;8,7;04/1998
Barra de Santa Rosa;2,6;04/1998
Barra de São Miguel;15,4;04/1998
Bayeux;46,5;04/1998
Belém;23,4;04/1998
Belém do Brejo do Cruz;54,6;04/1998
Boa Ventura;132,1;04/1998
Boa Vista;5,4;04/1998
Bom Jesus;86,8;04/1998
Bom Sucesso;61,3;04/1998
Bonito de Santa Fé;168,7;04/1998
Boqueirão;5,0;04/1998
Borborema;28,3;04/1998
Brejo do Cruz;17,6;04/1998
Brejo dos Santos;13,9;04/1998
Caaporã;109,6;04/1998
Cabaceiras;16,9;04/1998
Cachoeira dos Índios;100,4;04/1998
Cacimba de Areia;71,3;04/1998
Cacimba de Dentro;9,1;04/1998
Caiçara;22,5;04/1998
Cajazeiras;112,7;04/1998
Caldas Brandão;18,4;04/1998
Camalaú;25,4;04/1998
Campina Grande;11,7;04/1998
Campo de Santana;18,6;04/1998
Caraúbas;24,4;04/1998
Carrapateira;90,2;04/1998
Casserengue;1,6;04/1998
Catingueira;109,5;04/1998
Catolé do Rocha;3,7;04/1998
Caturité;18,0;04/1998
Conceição;51,4;04/1998
Condado;35,3;04/1998
Conde;152,6;04/1998
Congo;25,6;04/1998
Coremas;98,9;04/1998
Coxixola;10,2;04/1998
Cruz do Espírito Santo;46,7;04/1998
Cubati;3,3;04/1998
Cuité;18,3;04/1998
Cuitegi;22,4;04/1998
Curral Velho;52,3;04/1998
Desterro;41,0;04/1998
Diamante;130,9;04/1998
Dona Inês;16,5;04/1998
Duas Estradas;17,5;04/1998
Emas;124,8;04/1998
Esperança;32,8;04/1998
Fagundes;12,2;04/1998
Frei Martinho;8,0;04/1998
Gado Bravo;30,5;04/1998
Guarabira;32,0;04/1998
Gurinhém;33,5;04/1998
Gurjão;3,2;04/1998
Ibiara;38,4;04/1998
Igaracy;133,7;04/1998
Imaculada;31,3;04/1998
Ingá;7,4;04/1998
Itabaiana;32,6;04/1998
Itaporanga;173,7;04/1998
Itapororoca;22,5;04/1998
Itatuba;13,0;04/1998
Jacaraú;63,1;04/1998
Jericó;43,8;04/1998
João Pessoa;44,1;04/1998
Juarez Távora;19,8;04/1998
Juazeirinho;2,4;04/1998
Junco do Seridó;8,4;04/1998
Juripiranga;30,2;04/1998
Juru;75,7;04/1998
Lagoa;31,8;04/1998
Lagoa de Dentro;20,4;04/1998
Lagoa Seca;20,6;04/1998
Lastro;81,9;04/1998
Livramento;101,0;04/1998
Lucena;81,6;04/1998
Mãe D`Água;82,0;04/1998
Malta;19,7;04/1998
Mamanguape;90,0;04/1998
Manaíra;58,1;04/1998
Mari;23,9;04/1998
Massaranduba;32,9;04/1998
Mataraca;156,9;04/1998
Mogeiro;10,1;04/1998
Montadas;1,0;04/1998
Monte Horebe;144,8;04/1998
Monteiro;58,7;04/1998
Mulungu;14,1;04/1998
Natuba;59,0;04/1998
Nazarezinho;77,9;04/1998
Nova Floresta;37,0;04/1998
Nova Olinda;70,4;04/1998
Nova Palmeira;13,6;04/1998
Olho D`Água;142,0;04/1998
Olivedos;3,2;04/1998
Ouro Velho;95,3;04/1998
Passagem;48,5;04/1998
Patos;67,2;04/1998
Paulista;13,2;04/1998
Pedra Branca;107,8;04/1998
Pedra Lavrada;0,0;04/1998
Pedras de Fogo;75,4;04/1998
Piancó;51,5;04/1998
Picuí;7,2;04/1998
Pilar;31,9;04/1998
Pilões;19,0;04/1998
Pilõezinhos;0,0;04/1998
Pirpirituba;25,5;04/1998
Pocinhos;2,5;04/1998
Pombal;33,0;04/1998
Prata;102,8;04/1998
Princesa Isabel;90,2;04/1998
Puxinanã;30,8;04/1998
Queimadas;6,0;04/1998
Quixaba;64,4;04/1998
Remígio;17,6;04/1998
Riacho de Santo Antônio;34,1;04/1998
Riacho dos Cavalos;6,3;04/1998
Rio Tinto;100,9;04/1998
Salgadinho;10,0;04/1998
Salgado de São Félix;22,5;04/1998
Santa Cruz;24,6;04/1998
Santa Helena;97,8;04/1998
Santa Luzia;1,0;04/1998
Santana de Mangueira;44,9;04/1998
Santana dos Garrotes;136,1;04/1998
Santa Teresinha;35,5;04/1998
São Bento;0,0;04/1998
São Francisco;54,6;04/1998
São João do Cariri;9,5;04/1998
São João do Rio do Peixe;58,2;04/1998
São João do Tigre;33,9;04/1998
São José da Lagoa Tapada;153,0;04/1998
São José de Caiana;158,9;04/1998
São José de Espinharas;0,0;04/1998
São José de Piranhas;86,0;04/1998
São José do Bonfim;76,0;04/1998
São José do Sabugi;13,7;04/1998
São José dos Cordeiros;6,0;04/1998
São Mamede;50,2;04/1998
São Miguel de Taipu;37,7;04/1998
São Sebastião de Lagoa de Roça;34,0;04/1998
São Sebastião do Umbuzeiro;36,2;04/1998
São Vicente do Seridó;0,7;04/1998
Sapé;50,1;04/1998
Serra Branca;14,8;04/1998
Serra da Raiz;15,8;04/1998
Serra Grande;85,8;04/1998
Serra Redonda;14,8;04/1998
Serraria;28,2;04/1998
Solânea;39,1;04/1998
Soledade;1,3;04/1998
Sossêgo;0,0;04/1998
Sousa;89,9;04/1998
Sumé;85,0;04/1998
Taperoá;9,5;04/1998
Tavares;75,0;04/1998
Teixeira;52,4;04/1998
Triunfo;71,9;04/1998
Uiraúna;65,0;04/1998
Umbuzeiro;46,5;04/1998
Várzea;25,6;04/1998
Vista Serrana;24,2;04/1998
