Município;Pluviometria observada (mm);Data
Água Branca;28,8;08/2001
Aguiar;0,0;08/2001
Alagoa Grande;58,6;08/2001
Alagoa Nova;74,3;08/2001
Alagoinha;49,8;08/2001
Alcantil;40,9;08/2001
Algodão de Jandaíra;0,0;08/2001
Alhandra;78,2;08/2001
Amparo;20,4;08/2001
Aparecida;0,0;08/2001
Araçagi;29,2;08/2001
Arara;43,5;08/2001
Araruna;31,8;08/2001
Areia;139,6;08/2001
Areial;73,1;08/2001
Aroeiras;37,0;08/2001
Baía da Traição;96,7;08/2001
Bananeiras;77,0;08/2001
Barra de Santana;22,4;08/2001
Barra de Santa Rosa;21,0;08/2001
Barra de São Miguel;24,2;08/2001
Bayeux;72,3;08/2001
Belém;47,5;08/2001
Belém do Brejo do Cruz;2,2;08/2001
Boa Ventura;0,0;08/2001
Boa Vista;24,5;08/2001
Bom Jesus;0,0;08/2001
Bom Sucesso;2,1;08/2001
Bonito de Santa Fé;0,0;08/2001
Boqueirão;18,1;08/2001
Borborema;53,9;08/2001
Brejo do Cruz;0,0;08/2001
Brejo dos Santos;1,5;08/2001
Caaporã;103,8;08/2001
Cabaceiras;31,7;08/2001
Cabedelo;60,3;08/2001
Cachoeira dos Índios;2,2;08/2001
Cacimba de Areia;0,0;08/2001
Cacimba de Dentro;18,4;08/2001
Caiçara;23,0;08/2001
Cajazeiras;6,9;08/2001
Cajazeirinhas;0,0;08/2001
Caldas Brandão;53,9;08/2001
Camalaú;0,0;08/2001
Campina Grande;58,5;08/2001
Campo de Santana;15,6;08/2001
Caraúbas;7,6;08/2001
Carrapateira;20,0;08/2001
Casserengue;14,9;08/2001
Catingueira;9,3;08/2001
Catolé do Rocha;0,0;08/2001
Caturité;37,6;08/2001
Conceição;0,0;08/2001
Condado;0,0;08/2001
Conde;70,6;08/2001
Congo;0,0;08/2001
Coremas;14,6;08/2001
Coxixola;19,2;08/2001
Cruz do Espírito Santo;43,3;08/2001
Cubati;3,2;08/2001
Cuité;35,0;08/2001
Cuitegi;54,6;08/2001
Curral de Cima;43,6;08/2001
Curral Velho;0,0;08/2001
Damião;37,3;08/2001
Desterro;0,0;08/2001
Diamante;0,0;08/2001
Dona Inês;32,5;08/2001
Duas Estradas;17,8;08/2001
Emas;2,4;08/2001
Esperança;74,6;08/2001
Fagundes;92,5;08/2001
Frei Martinho;3,0;08/2001
Gado Bravo;6,5;08/2001
Guarabira;47,0;08/2001
Gurinhém;38,3;08/2001
Gurjão;6,7;08/2001
Ibiara;0,0;08/2001
Igaracy;0,0;08/2001
Imaculada;4,0;08/2001
Ingá;46,0;08/2001
Itabaiana;20,2;08/2001
Itaporanga;0,0;08/2001
Itapororoca;19,6;08/2001
Itatuba;34,6;08/2001
Jacaraú;51,3;08/2001
Jericó;0,0;08/2001
João Pessoa;73,0;08/2001
Juarez Távora;27,0;08/2001
Juazeirinho;9,6;08/2001
Junco do Seridó;4,3;08/2001
Juripiranga;37,7;08/2001
Juru;4,0;08/2001
Lagoa;6,0;08/2001
Lagoa de Dentro;45,1;08/2001
Lagoa Seca;106,2;08/2001
Lastro;0,0;08/2001
Livramento;0,0;08/2001
Lucena;94,5;08/2001
Mãe D`Água;0,0;08/2001
Malta;0,0;08/2001
Mamanguape;40,4;08/2001
Manaíra;5,4;08/2001
Mari;51,9;08/2001
Marizópolis;0,0;08/2001
Massaranduba;107,4;08/2001
Mataraca;88,6;08/2001
Matinhas;70,4;08/2001
Mogeiro;39,0;08/2001
Montadas;19,6;08/2001
Monte Horebe;3,0;08/2001
Monteiro;1,7;08/2001
Mulungu;47,0;08/2001
Natuba;120,2;08/2001
Nazarezinho;3,0;08/2001
Nova Floresta;22,9;08/2001
Nova Olinda;0,0;08/2001
Nova Palmeira;0,8;08/2001
Olho D`Água;0,0;08/2001
Olivedos;13,6;08/2001
Ouro Velho;0,0;08/2001
Parari;16,3;08/2001
Passagem;0,0;08/2001
Patos;0,0;08/2001
Paulista;0,0;08/2001
Pedra Branca;0,0;08/2001
Pedra Lavrada;0,0;08/2001
Pedras de Fogo;76,0;08/2001
Piancó;0,0;08/2001
Picuí;2,1;08/2001
Pilar;25,5;08/2001
Pilões;79,1;08/2001
Pilõezinhos;62,0;08/2001
Pirpirituba;30,0;08/2001
Pitimbu;89,8;08/2001
Pocinhos;23,6;08/2001
Poço Dantas;0,0;08/2001
Pombal;0,0;08/2001
Prata;4,2;08/2001
Princesa Isabel;22,5;08/2001
Puxinanã;71,0;08/2001
Queimadas;59,3;08/2001
Quixaba;0,0;08/2001
Remígio;97,2;08/2001
Riachão do Bacamarte;60,4;08/2001
Riacho de Santo Antônio;0,0;08/2001
Riacho dos Cavalos;0,0;08/2001
Rio Tinto;90,5;08/2001
Salgadinho;17,5;08/2001
Salgado de São Félix;26,4;08/2001
Santa Cecília;37,5;08/2001
Santa Cruz;3,4;08/2001
Santa Helena;0,0;08/2001
Santa Luzia;0,0;08/2001
Santana de Mangueira;0,0;08/2001
Santana dos Garrotes;0,0;08/2001
Santa Rita;68,1;08/2001
Santa Teresinha;0,0;08/2001
São Bentinho;2,7;08/2001
São Bento;0,0;08/2001
São Domingos;16,0;08/2001
São Domingos do Cariri;12,0;08/2001
São Francisco;4,2;08/2001
São João do Cariri;31,2;08/2001
São João do Rio do Peixe;0,0;08/2001
São João do Tigre;16,2;08/2001
São José da Lagoa Tapada;0,0;08/2001
São José de Caiana;5,2;08/2001
São José de Espinharas;0,0;08/2001
São José de Piranhas;1,2;08/2001
São José do Bonfim;0,0;08/2001
São José do Brejo do Cruz;0,0;08/2001
São José do Sabugi;0,0;08/2001
São José dos Cordeiros;13,0;08/2001
São José dos Ramos;31,8;08/2001
São Mamede;0,0;08/2001
São Miguel de Taipu;45,4;08/2001
São Sebastião de Lagoa de Roça;78,3;08/2001
São Sebastião do Umbuzeiro;0,4;08/2001
São Vicente do Seridó;1,5;08/2001
Sapé;54,3;08/2001
Serra Branca;17,8;08/2001
Serra da Raiz;23,9;08/2001
Serra Grande;0,0;08/2001
Serra Redonda;61,9;08/2001
Serraria;78,4;08/2001
Solânea;70,2;08/2001
Soledade;5,9;08/2001
Sossêgo;10,3;08/2001
Sousa;1,0;08/2001
Sumé;15,4;08/2001
Taperoá;23,9;08/2001
Tavares;0,0;08/2001
Teixeira;1,4;08/2001
Tenório;3,0;08/2001
Triunfo;0,0;08/2001
Uiraúna;0,0;08/2001
Umbuzeiro;46,8;08/2001
Várzea;0,0;08/2001
Vista Serrana;0,0;08/2001
