Município;Pluviometria observada (mm);Data
Água Branca;60,0;06/2023
Aguiar;22,6;06/2023
Alagoa Grande;182,0;06/2023
Alagoa Nova;123,8;06/2023
Alagoinha;209,6;06/2023
Alcantil;120,6;06/2023
Algodão de Jandaíra;50,4;06/2023
Alhandra;425,4;06/2023
Amparo;53,6;06/2023
Aparecida;57,7;06/2023
Araçagi;172,8;06/2023
Arara;132,7;06/2023
Araruna;129,7;06/2023
Areia;303,8;06/2023
Areia de Baraúnas;12,5;06/2023
Areial;99,4;06/2023
Aroeiras;103,9;06/2023
Assunção;7,0;06/2023
Baía da Traição;377,9;06/2023
Bananeiras;247,8;06/2023
Baraúna;61,5;06/2023
Barra de Santana;110,7;06/2023
Barra de Santa Rosa;58,6;06/2023
Barra de São Miguel;44,1;06/2023
Bayeux;501,6;06/2023
Belém;144,2;06/2023
Belém do Brejo do Cruz;56,9;06/2023
Bernardino Batista;57,3;06/2023
Boa Ventura;24,5;06/2023
Boa Vista;91,8;06/2023
Bom Jesus;31,0;06/2023
Bom Sucesso;40,9;06/2023
Bonito de Santa Fé;20,3;06/2023
Boqueirão;150,9;06/2023
Borborema;262,8;06/2023
Brejo do Cruz;34,2;06/2023
Brejo dos Santos;11,0;06/2023
Caaporã;461,9;06/2023
Cabaceiras;85,7;06/2023
Cabedelo;572,8;06/2023
Cachoeira dos Índios;42,2;06/2023
Cacimba de Areia;11,3;06/2023
Cacimba de Dentro;127,4;06/2023
Cacimbas;52,0;06/2023
Caiçara;113,7;06/2023
Cajazeiras;23,2;06/2023
Cajazeirinhas;30,5;06/2023
Caldas Brandão;215,7;06/2023
Camalaú;50,8;06/2023
Campina Grande;178,4;06/2023
Capim;280,8;06/2023
Caraúbas;62,0;06/2023
Carrapateira;0,0;06/2023
Casserengue;42,6;06/2023
Catingueira;28,9;06/2023
Catolé do Rocha;21,8;06/2023
Caturité;120,8;06/2023
Conceição;11,0;06/2023
Condado;30,5;06/2023
Conde;392,2;06/2023
Congo;32,5;06/2023
Coremas;26,7;06/2023
Coxixola;72,9;06/2023
Cruz do Espírito Santo;275,9;06/2023
Cubati;34,9;06/2023
Cuité;60,9;06/2023
Cuité de Mamanguape;292,5;06/2023
Cuitegi;206,6;06/2023
Curral de Cima;207,6;06/2023
Curral Velho;9,5;06/2023
Damião;95,1;06/2023
Desterro;126,1;06/2023
Diamante;20,5;06/2023
Dona Inês;121,8;06/2023
Duas Estradas;177,1;06/2023
Emas;35,0;06/2023
Esperança;123,1;06/2023
Fagundes;286,9;06/2023
Frei Martinho;27,1;06/2023
Gado Bravo;127,8;06/2023
Guarabira;215,5;06/2023
Gurinhém;210,6;06/2023
Gurjão;37,1;06/2023
Ibiara;13,8;06/2023
Igaracy;30,3;06/2023
Imaculada;51,7;06/2023
Ingá;212,2;06/2023
Itabaiana;195,4;06/2023
Itaporanga;30,4;06/2023
Itapororoca;194,9;06/2023
Itatuba;162,5;06/2023
Jacaraú;225,0;06/2023
Jericó;52,0;06/2023
João Pessoa;529,2;06/2023
Joca Claudino;49,3;06/2023
Juarez Távora;136,2;06/2023
Juazeirinho;62,1;06/2023
Junco do Seridó;51,2;06/2023
Juripiranga;256,3;06/2023
Juru;28,8;06/2023
Lagoa;38,1;06/2023
Lagoa de Dentro;158,5;06/2023
Lagoa Seca;246,0;06/2023
Lastro;24,2;06/2023
Livramento;60,5;06/2023
Logradouro;69,5;06/2023
Lucena;333,9;06/2023
Mãe d'Água;18,5;06/2023
Malta;15,3;06/2023
Mamanguape;265,1;06/2023
Manaíra;30,8;06/2023
Marcação;461,6;06/2023
Mari;239,3;06/2023
Marizópolis;11,9;06/2023
Massaranduba;195,4;06/2023
Mataraca;331,6;06/2023
Matinhas;162,5;06/2023
Mato Grosso;55,8;06/2023
Maturéia;29,5;06/2023
Mogeiro;246,9;06/2023
Montadas;114,9;06/2023
Monte Horebe;14,9;06/2023
Monteiro;38,2;06/2023
Mulungu;180,2;06/2023
Natuba;275,7;06/2023
Nazarezinho;14,2;06/2023
Nova Floresta;66,0;06/2023
Nova Olinda;1,0;06/2023
Nova Palmeira;19,1;06/2023
Olho d'Água;15,7;06/2023
Olivedos;50,9;06/2023
Ouro Velho;46,6;06/2023
Parari;56,7;06/2023
Passagem;15,5;06/2023
Patos;21,2;06/2023
Paulista;36,2;06/2023
Pedra Branca;26,7;06/2023
Pedra Lavrada;20,4;06/2023
Pedras de Fogo;312,1;06/2023
Pedro Régis;235,9;06/2023
Piancó;8,2;06/2023
Picuí;26,5;06/2023
Pilar;249,7;06/2023
Pilões;257,5;06/2023
Pilõezinhos;257,8;06/2023
Pirpirituba;189,4;06/2023
Pitimbu;578,6;06/2023
Pocinhos;72,2;06/2023
Poço Dantas;46,0;06/2023
Poço de José de Moura;23,4;06/2023
Pombal;19,8;06/2023
Prata;51,8;06/2023
Princesa Isabel;20,5;06/2023
Puxinanã;168,9;06/2023
Queimadas;138,4;06/2023
Quixaba;12,5;06/2023
Remígio;128,4;06/2023
Riachão;73,5;06/2023
Riachão do Bacamarte;170,0;06/2023
Riachão do Poço;252,5;06/2023
Riacho de Santo Antônio;98,0;06/2023
Riacho dos Cavalos;15,5;06/2023
Rio Tinto;360,2;06/2023
Salgadinho;31,2;06/2023
Salgado de São Félix;263,9;06/2023
Santa Cecília;82,3;06/2023
Santa Cruz;50,8;06/2023
Santa Helena;0,0;06/2023
Santa Inês;0,0;06/2023
Santa Luzia;4,4;06/2023
Santana de Mangueira;10,7;06/2023
Santana dos Garrotes;55,8;06/2023
Santa Rita;425,2;06/2023
Santa Teresinha;46,1;06/2023
Santo André;33,0;06/2023
São Bentinho;20,8;06/2023
São Bento;24,8;06/2023
São Domingos;39,6;06/2023
São Domingos do Cariri;86,3;06/2023
São Francisco;55,5;06/2023
São João do Cariri;81,6;06/2023
São João do Rio do Peixe;15,3;06/2023
São João do Tigre;24,1;06/2023
São José da Lagoa Tapada;13,7;06/2023
São José de Caiana;55,5;06/2023
São José de Espinharas;22,2;06/2023
São José de Piranhas;23,1;06/2023
São José de Princesa;30,2;06/2023
São José do Bonfim;23,4;06/2023
São José do Brejo do Cruz;23,6;06/2023
São José do Sabugi;6,2;06/2023
São José dos Cordeiros;72,1;06/2023
São José dos Ramos;227,5;06/2023
São Mamede;13,6;06/2023
São Miguel de Taipu;244,8;06/2023
São Sebastião de Lagoa de Roça;180,3;06/2023
São Sebastião do Umbuzeiro;20,8;06/2023
São Vicente do Seridó;33,8;06/2023
Sapé;300,3;06/2023
Serra Branca;35,5;06/2023
Serra da Raiz;183,3;06/2023
Serra Grande;16,1;06/2023
Serra Redonda;215,0;06/2023
Serraria;355,1;06/2023
Sertãozinho;193,7;06/2023
Sobrado;321,8;06/2023
Solânea;221,5;06/2023
Soledade;55,1;06/2023
Sossêgo;15,0;06/2023
Sousa;17,3;06/2023
Sumé;96,8;06/2023
Tacima;82,3;06/2023
Taperoá;64,2;06/2023
Tavares;78,5;06/2023
Teixeira;18,1;06/2023
Tenório;23,5;06/2023
Triunfo;27,4;06/2023
Uiraúna;32,6;06/2023
Umbuzeiro;286,5;06/2023
Várzea;12,6;06/2023
Vieirópolis;45,1;06/2023
Vista Serrana;19,0;06/2023
Zabelê;36,8;06/2023
