Município;Pluviometria observada (mm);Data
Água Branca;30,2;06/2019
Aguiar;29,0;06/2019
Alagoa Grande;165,1;06/2019
Alagoa Nova;124,4;06/2019
Alagoinha;152,7;06/2019
Alcantil;37,0;06/2019
Algodão de Jandaíra;25,7;06/2019
Alhandra;499,7;06/2019
Amparo;7,6;06/2019
Aparecida;0,0;06/2019
Araçagi;149,4;06/2019
Arara;61,9;06/2019
Araruna;82,1;06/2019
Areia;180,9;06/2019
Areia de Baraúnas;4,0;06/2019
Areial;87,6;06/2019
Aroeiras;35,6;06/2019
Assunção;35,5;06/2019
Baía da Traição;267,7;06/2019
Bananeiras;110,8;06/2019
Baraúna;13,5;06/2019
Barra de Santana;55,4;06/2019
Barra de Santa Rosa;24,2;06/2019
Barra de São Miguel;0,0;06/2019
Bayeux;529,9;06/2019
Belém;84,0;06/2019
Belém do Brejo do Cruz;15,8;06/2019
Bernardino Batista;21,8;06/2019
Boa Ventura;46,8;06/2019
Boa Vista;37,8;06/2019
Bom Jesus;10,2;06/2019
Bom Sucesso;0,0;06/2019
Bonito de Santa Fé;59,7;06/2019
Boqueirão;48,6;06/2019
Borborema;135,1;06/2019
Brejo do Cruz;7,8;06/2019
Brejo dos Santos;22,0;06/2019
Caaporã;447,2;06/2019
Cabaceiras;44,0;06/2019
Cabedelo;651,4;06/2019
Cachoeira dos Índios;11,2;06/2019
Cacimba de Areia;5,7;06/2019
Cacimba de Dentro;59,7;06/2019
Cacimbas;14,1;06/2019
Caiçara;85,8;06/2019
Cajazeiras;11,6;06/2019
Cajazeirinhas;6,5;06/2019
Caldas Brandão;208,8;06/2019
Camalaú;17,1;06/2019
Campina Grande;90,6;06/2019
Capim;302,2;06/2019
Caraúbas;26,2;06/2019
Carrapateira;9,5;06/2019
Casserengue;21,0;06/2019
Catingueira;7,0;06/2019
Catolé do Rocha;13,2;06/2019
Caturité;73,9;06/2019
Conceição;29,6;06/2019
Condado;5,0;06/2019
Conde;570,6;06/2019
Congo;13,8;06/2019
Coremas;0,0;06/2019
Coxixola;22,1;06/2019
Cruz do Espírito Santo;363,7;06/2019
Cubati;7,5;06/2019
Cuité;26,4;06/2019
Cuité de Mamanguape;276,6;06/2019
Cuitegi;139,3;06/2019
Curral Velho;29,0;06/2019
Damião;55,0;06/2019
Desterro;29,2;06/2019
Diamante;38,2;06/2019
Dona Inês;75,2;06/2019
Duas Estradas;98,9;06/2019
Emas;11,2;06/2019
Esperança;102,8;06/2019
Fagundes;123,8;06/2019
Frei Martinho;4,0;06/2019
Gado Bravo;82,2;06/2019
Guarabira;124,1;06/2019
Gurinhém;195,3;06/2019
Gurjão;36,0;06/2019
Ibiara;52,7;06/2019
Igaracy;2,4;06/2019
Imaculada;19,4;06/2019
Ingá;120,0;06/2019
Itabaiana;204,6;06/2019
Itaporanga;33,1;06/2019
Itapororoca;182,3;06/2019
Itatuba;109,7;06/2019
Jacaraú;205,5;06/2019
Jericó;18,6;06/2019
João Pessoa;599,6;06/2019
Joca Claudino;13,0;06/2019
Juarez Távora;159,2;06/2019
Juazeirinho;24,3;06/2019
Junco do Seridó;31,0;06/2019
Juripiranga;209,2;06/2019
Juru;19,5;06/2019
Lagoa;8,0;06/2019
Lagoa de Dentro;156,2;06/2019
Lagoa Seca;174,0;06/2019
Lastro;7,2;06/2019
Livramento;0,0;06/2019
Logradouro;102,1;06/2019
Mãe d'Água;6,7;06/2019
Malta;5,4;06/2019
Mamanguape;255,6;06/2019
Manaíra;15,2;06/2019
Mari;239,0;06/2019
Marizópolis;12,4;06/2019
Mataraca;237,9;06/2019
Matinhas;154,9;06/2019
Mato Grosso;29,5;06/2019
Maturéia;14,3;06/2019
Mogeiro;143,0;06/2019
Montadas;72,5;06/2019
Monte Horebe;30,3;06/2019
Monteiro;22,6;06/2019
Mulungu;177,3;06/2019
Natuba;208,8;06/2019
Nazarezinho;12,7;06/2019
Nova Floresta;35,5;06/2019
Nova Olinda;28,5;06/2019
Nova Palmeira;2,8;06/2019
Olho d'Água;0,0;06/2019
Olivedos;28,1;06/2019
Ouro Velho;7,5;06/2019
Parari;11,1;06/2019
Passagem;5,4;06/2019
Patos;4,0;06/2019
Paulista;8,0;06/2019
Pedra Branca;60,2;06/2019
Pedra Lavrada;4,6;06/2019
Pedras de Fogo;358,6;06/2019
Piancó;8,0;06/2019
Picuí;9,0;06/2019
Pilar;251,9;06/2019
Pilões;138,8;06/2019
Pilõezinhos;153,9;06/2019
Pirpirituba;112,2;06/2019
Pitimbu;599,8;06/2019
Pocinhos;48,6;06/2019
Poço Dantas;0,0;06/2019
Poço de José de Moura;8,6;06/2019
Pombal;2,7;06/2019
Prata;7,9;06/2019
Princesa Isabel;26,3;06/2019
Puxinanã;96,9;06/2019
Queimadas;93,2;06/2019
Quixaba;4,9;06/2019
Remígio;95,7;06/2019
Riachão;44,9;06/2019
Riachão do Bacamarte;98,2;06/2019
Riachão do Poço;305,9;06/2019
Riacho de Santo Antônio;37,9;06/2019
Riacho dos Cavalos;0,0;06/2019
Rio Tinto;350,4;06/2019
Salgadinho;22,0;06/2019
Salgado de São Félix;148,7;06/2019
Santa Cecília;62,3;06/2019
Santa Cruz;0,0;06/2019
Santa Helena;0,0;06/2019
Santa Inês;12,6;06/2019
Santa Luzia;8,4;06/2019
Santana de Mangueira;55,4;06/2019
Santana dos Garrotes;38,0;06/2019
Santa Rita;505,4;06/2019
Santa Teresinha;3,7;06/2019
Santo André;15,8;06/2019
São Bentinho;5,8;06/2019
São Bento;0,0;06/2019
São Domingos;4,5;06/2019
São Domingos do Cariri;20,0;06/2019
São Francisco;5,3;06/2019
São João do Cariri;22,5;06/2019
São João do Rio do Peixe;7,7;06/2019
São João do Tigre;20,0;06/2019
São José da Lagoa Tapada;0,0;06/2019
São José de Caiana;34,6;06/2019
São José de Espinharas;6,5;06/2019
São José de Piranhas;15,9;06/2019
São José de Princesa;16,5;06/2019
São José do Bonfim;3,2;06/2019
São José do Brejo do Cruz;2,2;06/2019
São José do Sabugi;6,8;06/2019
São José dos Cordeiros;22,0;06/2019
São José dos Ramos;217,3;06/2019
São Mamede;5,9;06/2019
São Miguel de Taipu;305,3;06/2019
São Sebastião de Lagoa de Roça;124,0;06/2019
São Sebastião do Umbuzeiro;14,6;06/2019
São Vicente do Seridó;12,0;06/2019
Sapé;317,9;06/2019
Serra Branca;13,2;06/2019
Serra da Raiz;92,3;06/2019
Serra Grande;28,5;06/2019
Serra Redonda;147,2;06/2019
Serraria;139,6;06/2019
Sertãozinho;121,0;06/2019
Sobrado;242,2;06/2019
Solânea;115,7;06/2019
Soledade;28,6;06/2019
Sossêgo;13,3;06/2019
Sousa;11,1;06/2019
Sumé;4,9;06/2019
Tacima;60,3;06/2019
Taperoá;24,1;06/2019
Tavares;25,9;06/2019
Teixeira;5,0;06/2019
Tenório;7,0;06/2019
Triunfo;15,0;06/2019
Uiraúna;3,0;06/2019
Umbuzeiro;176,4;06/2019
Várzea;5,8;06/2019
Vieirópolis;0,0;06/2019
Vista Serrana;4,0;06/2019
Zabelê;33,0;06/2019
