Município;Pluviometria observada (mm);Data
Água Branca;132,6;05/2020
Aguiar;143,1;05/2020
Alagoa Grande;124,8;05/2020
Alagoa Nova;130,1;05/2020
Alagoinha;196,7;05/2020
Alcantil;44,5;05/2020
Algodão de Jandaíra;55,0;05/2020
Alhandra;437,0;05/2020
Amparo;141,5;05/2020
Aparecida;106,1;05/2020
Araçagi;211,6;05/2020
Arara;50,6;05/2020
Araruna;103,4;05/2020
Areia;153,2;05/2020
Areia de Baraúnas;73,1;05/2020
Areial;46,8;05/2020
Aroeiras;54,3;05/2020
Assunção;66,0;05/2020
Baía da Traição;409,6;05/2020
Bananeiras;186,8;05/2020
Baraúna;78,0;05/2020
Barra de Santana;88,1;05/2020
Barra de Santa Rosa;52,3;05/2020
Barra de São Miguel;28,7;05/2020
Bayeux;458,5;05/2020
Belém;179,3;05/2020
Belém do Brejo do Cruz;138,2;05/2020
Bernardino Batista;67,2;05/2020
Boa Ventura;113,2;05/2020
Boa Vista;61,4;05/2020
Bom Jesus;117,7;05/2020
Bom Sucesso;197,4;05/2020
Bonito de Santa Fé;93,0;05/2020
Boqueirão;51,9;05/2020
Borborema;177,7;05/2020
Brejo do Cruz;106,1;05/2020
Brejo dos Santos;264,0;05/2020
Caaporã;413,7;05/2020
Cabaceiras;51,9;05/2020
Cabedelo;554,4;05/2020
Cachoeira dos Índios;109,0;05/2020
Cacimba de Areia;173,9;05/2020
Cacimba de Dentro;75,7;05/2020
Cacimbas;76,5;05/2020
Caiçara;162,0;05/2020
Cajazeiras;105,2;05/2020
Cajazeirinhas;133,5;05/2020
Caldas Brandão;221,6;05/2020
Camalaú;37,5;05/2020
Campina Grande;59,2;05/2020
Capim;264,8;05/2020
Caraúbas;27,8;05/2020
Carrapateira;227,2;05/2020
Casserengue;33,4;05/2020
Catingueira;187,0;05/2020
Catolé do Rocha;149,2;05/2020
Caturité;88,9;05/2020
Conceição;55,5;05/2020
Condado;150,0;05/2020
Conde;472,2;05/2020
Congo;56,5;05/2020
Coremas;123,9;05/2020
Coxixola;5,1;05/2020
Cruz do Espírito Santo;453,1;05/2020
Cubati;94,4;05/2020
Cuité;229,1;05/2020
Cuité de Mamanguape;239,6;05/2020
Cuitegi;207,6;05/2020
Curral de Cima;260,6;05/2020
Curral Velho;64,9;05/2020
Damião;82,8;05/2020
Desterro;199,0;05/2020
Diamante;114,9;05/2020
Dona Inês;108,0;05/2020
Duas Estradas;89,4;05/2020
Emas;153,2;05/2020
Esperança;112,7;05/2020
Fagundes;120,6;05/2020
Frei Martinho;94,9;05/2020
Gado Bravo;78,2;05/2020
Guarabira;210,2;05/2020
Gurinhém;137,7;05/2020
Gurjão;37,0;05/2020
Ibiara;60,6;05/2020
Igaracy;159,7;05/2020
Imaculada;106,2;05/2020
Ingá;75,4;05/2020
Itabaiana;159,0;05/2020
Itaporanga;164,5;05/2020
Itapororoca;223,2;05/2020
Itatuba;80,5;05/2020
Jacaraú;330,3;05/2020
Jericó;212,5;05/2020
João Pessoa;478,4;05/2020
Joca Claudino;63,4;05/2020
Juarez Távora;89,0;05/2020
Juazeirinho;18,7;05/2020
Junco do Seridó;72,0;05/2020
Juripiranga;141,6;05/2020
Juru;129,2;05/2020
Lagoa;247,6;05/2020
Lagoa de Dentro;92,7;05/2020
Lagoa Seca;110,8;05/2020
Lastro;128,4;05/2020
Livramento;75,3;05/2020
Logradouro;143,1;05/2020
Lucena;561,0;05/2020
Mãe d'Água;100,3;05/2020
Malta;219,7;05/2020
Mamanguape;333,1;05/2020
Manaíra;28,6;05/2020
Marcação;424,1;05/2020
Mari;284,8;05/2020
Marizópolis;110,7;05/2020
Mataraca;351,2;05/2020
Matinhas;120,0;05/2020
Mato Grosso;281,7;05/2020
Maturéia;151,3;05/2020
Mogeiro;173,7;05/2020
Montadas;71,9;05/2020
Monte Horebe;103,5;05/2020
Monteiro;55,1;05/2020
Mulungu;166,9;05/2020
Natuba;222,5;05/2020
Nazarezinho;101,7;05/2020
Nova Floresta;182,1;05/2020
Nova Olinda;114,7;05/2020
Nova Palmeira;73,8;05/2020
Olho d'Água;220,4;05/2020
Olivedos;47,2;05/2020
Ouro Velho;161,9;05/2020
Parari;81,5;05/2020
Passagem;102,7;05/2020
Patos;200,0;05/2020
Paulista;154,4;05/2020
Pedra Branca;142,7;05/2020
Pedra Lavrada;58,3;05/2020
Pedras de Fogo;300,5;05/2020
Piancó;216,1;05/2020
Picuí;78,4;05/2020
Pilar;187,8;05/2020
Pilões;183,4;05/2020
Pilõezinhos;210,1;05/2020
Pirpirituba;127,5;05/2020
Pitimbu;454,5;05/2020
Pocinhos;19,1;05/2020
Poço Dantas;38,3;05/2020
Poço de José de Moura;57,6;05/2020
Pombal;246,9;05/2020
Prata;164,5;05/2020
Princesa Isabel;112,3;05/2020
Puxinanã;65,1;05/2020
Queimadas;64,2;05/2020
Quixaba;176,3;05/2020
Remígio;79,7;05/2020
Riachão;83,9;05/2020
Riachão do Bacamarte;84,4;05/2020
Riachão do Poço;372,5;05/2020
Riacho de Santo Antônio;65,1;05/2020
Riacho dos Cavalos;211,8;05/2020
Rio Tinto;286,1;05/2020
Salgadinho;89,0;05/2020
Salgado de São Félix;98,3;05/2020
Santa Cecília;63,0;05/2020
Santa Cruz;131,5;05/2020
Santa Helena;83,0;05/2020
Santa Inês;66,0;05/2020
Santa Luzia;134,6;05/2020
Santana de Mangueira;51,7;05/2020
Santana dos Garrotes;180,4;05/2020
Santa Rita;355,5;05/2020
Santa Teresinha;168,1;05/2020
