Município;Pluviometria observada (mm);Data
Água Branca;138,9;10/1995
Aguiar;24,1;10/1995
Alagoa Grande;63,4;10/1995
Alagoa Nova;57,9;10/1995
Alagoinha;81,6;10/1995
Algodão de Jandaíra;14,0;10/1995
Alhandra;78,2;10/1995
Aparecida;48,4;10/1995
Araçagi;30,0;10/1995
Araruna;28,4;10/1995
Areia;72,0;10/1995
Areial;7,0;10/1995
Aroeiras;0,0;10/1995
Baía da Traição;52,8;10/1995
Bananeiras;38,8;10/1995
Barra de Santana;0,0;10/1995
Barra de Santa Rosa;7,6;10/1995
Barra de São Miguel;16,6;10/1995
Belém;27,0;10/1995
Belém do Brejo do Cruz;33,6;10/1995
Boa Ventura;65,0;10/1995
Boa Vista;15,4;10/1995
Bom Jesus;17,2;11/1995
Bom Sucesso;0,0;10/1995
Bonito de Santa Fé;48,5;10/1995
Boqueirão;12,8;10/1995
Brejo do Cruz;38,6;10/1995
Brejo dos Santos;128,4;10/1995
Cabaceiras;12,0;10/1995
Cachoeira dos Índios;13,7;10/1995
Cacimba de Areia;22,5;10/1995
Cacimba de Dentro;0,0;10/1995
Caiçara;1,0;10/1995
Cajazeiras;13,3;10/1995
Caldas Brandão;22,3;10/1995
Camalaú;11,0;10/1995
Campina Grande;4,6;10/1995
Campo de Santana;0,0;10/1995
Caraúbas;10,2;10/1995
Carrapateira;15,6;10/1995
Casserengue;0,0;10/1995
Catingueira;98,4;10/1995
Catolé do Rocha;107,2;10/1995
Conceição;36,6;10/1995
Condado;99,1;10/1995
Congo;9,0;10/1995
Coremas;83,3;10/1995
Coxixola;79,0;10/1995
Cuité;4,5;10/1995
Curral Velho;122,6;10/1995
Desterro;19,5;10/1995
Diamante;41,5;10/1995
Dona Inês;7,3;10/1995
Emas;166,0;10/1995
Esperança;22,6;10/1995
Fagundes;21,0;10/1995
Gado Bravo;18,2;10/1995
Guarabira;37,0;10/1995
Gurinhém;9,8;10/1995
Gurjão;5,5;10/1995
Ibiara;32,2;10/1995
Igaracy;44,9;10/1995
Imaculada;145,4;10/1995
Ingá;19,2;10/1995
Itabaiana;2,5;10/1995
Itaporanga;45,4;10/1995
Itapororoca;23,2;10/1995
Itatuba;17,4;10/1995
Jacaraú;29,8;10/1995
Jericó;81,0;10/1995
João Pessoa;73,7;10/1995
Juarez Távora;17,6;10/1995
Juazeirinho;40,6;10/1995
Junco do Seridó;20,4;10/1995
Juru;5,8;10/1995
Lagoa;34,0;10/1995
Lagoa de Dentro;16,1;10/1995
Lagoa Seca;29,2;10/1995
Lastro;43,1;10/1995
Livramento;19,4;10/1995
Mãe D`Água;169,8;10/1995
Malta;78,9;10/1995
Mamanguape;35,7;10/1995
Manaíra;147,4;10/1995
Massaranduba;36,4;10/1995
Mogeiro;32,1;10/1995
Montadas;3,8;10/1995
Monte Horebe;77,6;11/1995
Monteiro;93,8;10/1995
Mulungu;45,9;10/1995
Nazarezinho;28,0;10/1995
Nova Olinda;63,4;10/1995
Nova Palmeira;37,5;10/1995
Olho D`Água;272,0;10/1995
Olivedos;0,4;10/1995
Ouro Velho;18,0;10/1995
Passagem;0,0;10/1995
Patos;37,6;10/1995
Paulista;29,0;10/1995
Pedra Branca;36,4;10/1995
Pedra Lavrada;0,0;10/1995
Pedras de Fogo;43,0;10/1995
Piancó;87,5;10/1995
Picuí;2,2;10/1995
Pilar;7,3;10/1995
Pilões;60,6;10/1995
Pocinhos;3,9;10/1995
Pombal;34,4;10/1995
Prata;49,2;10/1995
Princesa Isabel;71,5;10/1995
Puxinanã;10,9;10/1995
Queimadas;2,8;10/1995
Quixaba;1,4;11/1995
Remígio;29,6;10/1995
Riacho de Santo Antônio;4,4;10/1995
Riacho dos Cavalos;7,5;10/1995
Rio Tinto;52,4;10/1995
Salgadinho;38,2;10/1995
Santa Cruz;56,8;10/1995
Santa Helena;26,7;11/1995
Santa Luzia;4,0;10/1995
Santana de Mangueira;86,3;10/1995
Santana dos Garrotes;42,5;10/1995
Santa Teresinha;66,2;10/1995
São Bento;24,4;10/1995
São Francisco;64,0;10/1995
São João do Cariri;73,0;10/1995
São João do Rio do Peixe;8,9;10/1995
São João do Tigre;48,2;10/1995
São José da Lagoa Tapada;78,3;10/1995
São José de Caiana;33,4;10/1995
São José de Espinharas;0,0;10/1995
São José de Piranhas;32,4;10/1995
São José do Sabugi;17,4;10/1995
São José dos Cordeiros;34,5;10/1995
São Mamede;0,0;10/1995
São Miguel de Taipu;39,0;10/1995
São Sebastião do Umbuzeiro;190,8;10/1995
São Vicente do Seridó;17,7;10/1995
Sapé;29,0;10/1995
Serra Branca;104,3;10/1995
Serra da Raiz;55,8;10/1995
Serra Grande;42,3;10/1995
Serraria;74,2;10/1995
Solânea;62,1;10/1995
Soledade;27,4;10/1995
Sossêgo;0,0;10/1995
Sousa;46,0;10/1995
Sumé;62,9;10/1995
Taperoá;28,8;10/1995
Tavares;4,0;11/1995
Teixeira;43,3;10/1995
Triunfo;7,7;10/1995
Uiraúna;70,0;10/1995
Umbuzeiro;21,5;10/1995
Várzea;0,0;10/1995
Vista Serrana;54,0;10/1995
