Município;Pluviometria observada (mm);Data
Água Branca;176,6;01/2016
Aguiar;214,3;01/2016
Alagoa Grande;191,0;01/2016
Alagoa Nova;194,0;01/2016
Alagoinha;249,5;01/2016
Alcantil;88,7;01/2016
Algodão de Jandaíra;113,5;01/2016
Alhandra;194,0;01/2016
Amparo;283,8;01/2016
Aparecida;258,6;01/2016
Araçagi;184,6;01/2016
Arara;140,9;01/2016
Araruna;200,2;01/2016
Areia;235,6;01/2016
Areia de Baraúnas;286,7;01/2016
Areial;103,2;01/2016
Aroeiras;111,9;01/2016
Assunção;88,5;01/2016
Baía da Traição;189,7;01/2016
Bananeiras;210,5;01/2016
Baraúna;101,7;01/2016
Barra de Santana;75,9;01/2016
Barra de Santa Rosa;66,3;01/2016
Barra de São Miguel;56,7;01/2016
Bayeux;297,8;01/2016
Belém;178,9;01/2016
Belém do Brejo do Cruz;221,4;01/2016
Bernardino Batista;245,2;01/2016
Boa Ventura;255,1;01/2016
Boa Vista;100,2;01/2016
Bom Jesus;379,1;01/2016
Bom Sucesso;208,4;01/2016
Bonito de Santa Fé;232,2;01/2016
Boqueirão;103,0;01/2016
Borborema;227,4;01/2016
Brejo do Cruz;246,8;01/2016
Brejo dos Santos;134,5;01/2016
Caaporã;226,5;01/2016
Cabaceiras;78,0;01/2016
Cabedelo;201,0;01/2016
Cachoeira dos Índios;237,0;01/2016
Cacimba de Areia;321,4;01/2016
Cacimba de Dentro;99,1;01/2016
Cacimbas;161,8;01/2016
Caiçara;201,1;01/2016
Cajazeiras;275,2;01/2016
Cajazeirinhas;325,5;01/2016
Caldas Brandão;156,6;01/2016
Camalaú;92,4;01/2016
Campina Grande;136,0;01/2016
Capim;200,2;01/2016
Caraúbas;118,2;01/2016
Carrapateira;135,8;01/2016
Casserengue;101,6;01/2016
Catingueira;361,5;01/2016
Catolé do Rocha;173,7;01/2016
Caturité;90,3;01/2016
Conceição;200,2;01/2016
Condado;307,5;01/2016
Conde;220,7;01/2016
Congo;138,7;01/2016
Coremas;300,2;01/2016
Coxixola;125,6;01/2016
