Município;Pluviometria observada (mm);Data
Água Branca;0,0;09/2018
Aguiar;0,0;09/2018
Alagoa Grande;6,2;09/2018
Alagoa Nova;6,3;09/2018
Alagoinha;11,7;09/2018
Alcantil;0,0;09/2018
Algodão de Jandaíra;0,0;09/2018
Alhandra;35,4;09/2018
Amparo;0,0;09/2018
Aparecida;0,0;09/2018
Araçagi;3,7;09/2018
Arara;4,1;09/2018
Araruna;0,2;09/2018
Areia;22,6;09/2018
Areia de Baraúnas;0,0;09/2018
Areial;1,2;09/2018
Aroeiras;8,9;09/2018
Assunção;0,0;09/2018
Baía da Traição;9,1;09/2018
Bananeiras;14,5;09/2018
Baraúna;0,0;09/2018
Barra de Santana;6,2;09/2018
Barra de Santa Rosa;0,0;09/2018
Barra de São Miguel;0,0;09/2018
Bayeux;24,7;09/2018
Belém;6,0;09/2018
Belém do Brejo do Cruz;0,0;09/2018
Bernardino Batista;0,0;09/2018
Boa Ventura;11,0;09/2018
Boa Vista;0,0;09/2018
Bom Jesus;0,0;09/2018
Bom Sucesso;0,0;09/2018
Bonito de Santa Fé;0,0;09/2018
Boqueirão;2,7;09/2018
Borborema;10,4;09/2018
Brejo do Cruz;0,0;09/2018
Brejo dos Santos;0,0;09/2018
Caaporã;38,6;09/2018
Cabaceiras;0,0;09/2018
Cabedelo;28,8;09/2018
Cachoeira dos Índios;0,0;09/2018
Cacimba de Areia;0,0;09/2018
Cacimba de Dentro;0,2;09/2018
Cacimbas;0,0;09/2018
Caiçara;0,3;09/2018
Cajazeiras;0,0;09/2018
Cajazeirinhas;0,0;09/2018
Caldas Brandão;2,8;09/2018
Camalaú;0,0;09/2018
Campina Grande;1,7;09/2018
Capim;7,0;09/2018
Caraúbas;0,0;09/2018
Carrapateira;0,0;09/2018
Casserengue;1,1;09/2018
Catingueira;0,0;09/2018
Catolé do Rocha;0,0;09/2018
Caturité;0,5;09/2018
Conceição;12,2;09/2018
Condado;0,0;09/2018
Conde;31,3;09/2018
Congo;0,0;09/2018
Coremas;0,0;09/2018
Coxixola;0,0;09/2018
Cruz do Espírito Santo;5,5;09/2018
Cubati;0,0;09/2018
Cuité;0,0;09/2018
Cuité de Mamanguape;0,0;09/2018
Cuitegi;2,5;09/2018
Curral Velho;0,0;09/2018
Damião;0,0;09/2018
Desterro;0,0;09/2018
Diamante;13,0;09/2018
Dona Inês;1,4;09/2018
Duas Estradas;0,0;09/2018
Emas;0,0;09/2018
Esperança;1,3;09/2018
Fagundes;12,1;09/2018
Frei Martinho;0,0;09/2018
Gado Bravo;5,8;09/2018
Guarabira;10,2;09/2018
Gurinhém;6,4;09/2018
Gurjão;0,0;09/2018
Ibiara;15,8;09/2018
Igaracy;0,0;09/2018
Imaculada;0,0;09/2018
Ingá;2,3;09/2018
Itabaiana;0,0;09/2018
Itaporanga;12,9;09/2018
Itapororoca;0,0;09/2018
Itatuba;2,8;09/2018
Jacaraú;13,9;09/2018
Jericó;0,0;09/2018
João Pessoa;33,7;09/2018
Joca Claudino;0,0;09/2018
Juarez Távora;0,0;09/2018
Juazeirinho;0,0;09/2018
Junco do Seridó;0,0;09/2018
Juripiranga;9,1;09/2018
Juru;0,0;09/2018
Lagoa;0,0;09/2018
Lagoa de Dentro;0,0;09/2018
Lagoa Seca;24,4;09/2018
Lastro;0,0;09/2018
Livramento;0,0;09/2018
Logradouro;2,8;09/2018
Mãe d'Água;0,0;09/2018
Malta;0,0;09/2018
Mamanguape;23,6;09/2018
Manaíra;0,0;09/2018
Mari;7,5;09/2018
Marizópolis;0,0;09/2018
Mataraca;25,3;09/2018
Matinhas;6,6;09/2018
Mato Grosso;0,0;09/2018
Maturéia;0,0;09/2018
Mogeiro;0,0;09/2018
Montadas;0,0;09/2018
Monte Horebe;0,0;09/2018
Monteiro;0,0;09/2018
Mulungu;6,1;09/2018
Natuba;17,8;09/2018
Nazarezinho;0,0;09/2018
Nova Floresta;0,0;09/2018
Nova Olinda;0,0;09/2018
Nova Palmeira;0,0;09/2018
Olho d'Água;0,0;09/2018
Olivedos;0,0;09/2018
Ouro Velho;0,0;09/2018
Parari;0,0;09/2018
Passagem;0,0;09/2018
Patos;0,0;09/2018
Paulista;0,0;09/2018
Pedra Branca;0,0;09/2018
Pedra Lavrada;0,0;09/2018
Pedras de Fogo;16,5;09/2018
Piancó;0,0;09/2018
Picuí;0,0;09/2018
Pilar;0,0;09/2018
Pilões;8,2;09/2018
Pilõezinhos;12,7;09/2018
Pirpirituba;2,5;09/2018
Pitimbu;52,6;09/2018
Pocinhos;0,0;09/2018
Poço Dantas;0,0;09/2018
Poço de José de Moura;0,0;09/2018
Pombal;0,0;09/2018
Prata;0,0;09/2018
Princesa Isabel;0,0;09/2018
Puxinanã;5,7;09/2018
Queimadas;0,0;09/2018
Quixaba;0,0;09/2018
Remígio;7,5;09/2018
Riachão;1,0;09/2018
Riachão do Bacamarte;3,7;09/2018
Riacho de Santo Antônio;0,0;09/2018
Riacho dos Cavalos;0,0;09/2018
Rio Tinto;11,2;09/2018
Salgadinho;0,0;09/2018
Salgado de São Félix;0,0;09/2018
Santa Cecília;0,0;09/2018
Santa Cruz;0,0;09/2018
Santa Helena;0,0;09/2018
Santa Inês;9,6;09/2018
Santa Luzia;0,0;09/2018
Santana de Mangueira;11,7;09/2018
Santana dos Garrotes;0,0;09/2018
Santa Rita;20,8;09/2018
Santa Teresinha;0,0;09/2018
Santo André;0,0;09/2018
São Bentinho;0,0;09/2018
São Bento;0,0;09/2018
São Domingos;0,0;09/2018
São Domingos do Cariri;0,0;09/2018
São Francisco;0,0;09/2018
São João do Cariri;0,0;09/2018
São João do Rio do Peixe;0,0;09/2018
São João do Tigre;0,0;09/2018
São José da Lagoa Tapada;0,0;09/2018
São José de Caiana;0,0;09/2018
São José de Espinharas;0,0;09/2018
São José de Piranhas;0,0;09/2018
São José de Princesa;0,0;09/2018
São José do Bonfim;0,0;09/2018
São José do Brejo do Cruz;0,0;09/2018
São José do Sabugi;0,0;09/2018
São José dos Cordeiros;0,0;09/2018
São José dos Ramos;0,0;09/2018
São Mamede;0,0;09/2018
São Miguel de Taipu;0,0;09/2018
São Sebastião de Lagoa de Roça;3,7;09/2018
São Sebastião do Umbuzeiro;0,0;09/2018
São Vicente do Seridó;0,0;09/2018
Sapé;12,2;09/2018
Serra Branca;0,0;09/2018
Serra da Raiz;6,8;09/2018
Serra Grande;0,0;09/2018
Serra Redonda;4,8;09/2018
Serraria;24,0;09/2018
Sertãozinho;3,9;09/2018
Sobrado;5,0;09/2018
Solânea;16,1;09/2018
Soledade;0,0;09/2018
Sossêgo;0,0;09/2018
Sousa;0,0;09/2018
Sumé;0,0;09/2018
Tacima;0,6;09/2018
Taperoá;0,0;09/2018
Tavares;0,0;09/2018
Teixeira;0,0;09/2018
Tenório;0,0;09/2018
Triunfo;0,0;09/2018
Uiraúna;0,0;09/2018
Umbuzeiro;13,6;09/2018
Várzea;0,0;09/2018
Vieirópolis;0,0;09/2018
Vista Serrana;0,0;09/2018
Zabelê;0,0;09/2018
