Município;Pluviometria observada (mm);Data
Água Branca;85,4;12/2017
Aguiar;67,5;12/2017
Alagoa Grande;78,2;12/2017
Alagoa Nova;79,0;12/2017
Alagoinha;116,9;12/2017
Alcantil;47,0;12/2017
Algodão de Jandaíra;0,0;12/2017
Alhandra;147,5;12/2017
Amparo;56,0;12/2017
Aparecida;51,5;12/2017
Araçagi;114,8;12/2017
Arara;46,7;12/2017
Araruna;42,0;12/2017
Areia;90,4;12/2017
Areia de Baraúnas;63,2;12/2017
Areial;23,1;12/2017
Aroeiras;18,7;12/2017
Assunção;44,0;12/2017
Baía da Traição;137,7;12/2017
Bananeiras;120,7;12/2017
Baraúna;7,5;12/2017
Barra de Santana;44,6;12/2017
Barra de Santa Rosa;14,6;12/2017
Barra de São Miguel;37,6;12/2017
Bayeux;121,8;12/2017
Belém;92,5;12/2017
Belém do Brejo do Cruz;58,3;12/2017
Bernardino Batista;91,4;12/2017
Boa Ventura;189,0;12/2017
Boa Vista;4,6;12/2017
Bom Jesus;77,7;12/2017
Bom Sucesso;66,8;12/2017
Bonito de Santa Fé;107,0;12/2017
Boqueirão;29,8;12/2017
Borborema;114,1;12/2017
Brejo do Cruz;57,6;12/2017
Brejo dos Santos;113,6;12/2017
Caaporã;180,6;12/2017
Cabaceiras;31,9;12/2017
Cabedelo;111,2;12/2017
Cachoeira dos Índios;95,9;12/2017
Cacimba de Areia;83,1;12/2017
Cacimba de Dentro;24,4;12/2017
Cacimbas;71,9;12/2017
Caiçara;46,6;12/2017
Cajazeiras;109,0;12/2017
Cajazeirinhas;205,0;12/2017
Caldas Brandão;92,9;12/2017
Camalaú;52,0;12/2017
Campina Grande;52,5;12/2017
Capim;132,8;12/2017
Caraúbas;23,5;12/2017
Carrapateira;166,0;12/2017
Casserengue;8,3;12/2017
Catingueira;72,0;12/2017
Catolé do Rocha;144,5;12/2017
Caturité;52,4;12/2017
Conceição;58,1;12/2017
Condado;141,0;12/2017
Conde;78,0;12/2017
Congo;42,6;12/2017
Coremas;87,6;12/2017
Coxixola;13,0;12/2017
Cruz do Espírito Santo;120,1;12/2017
Cubati;23,5;12/2017
Cuité;32,3;12/2017
Cuité de Mamanguape;125,7;12/2017
Cuitegi;124,3;12/2017
Curral Velho;155,7;12/2017
Damião;20,7;12/2017
Desterro;103,5;12/2017
Diamante;145,2;12/2017
Dona Inês;64,8;12/2017
Duas Estradas;64,0;12/2017
Emas;105,5;12/2017
Esperança;45,5;12/2017
Fagundes;57,3;12/2017
Frei Martinho;11,5;12/2017
Gado Bravo;57,0;12/2017
Guarabira;95,0;12/2017
Gurinhém;68,8;12/2017
Gurjão;3,4;12/2017
Ibiara;149,3;12/2017
Igaracy;157,8;12/2017
Imaculada;31,0;12/2017
Ingá;37,2;12/2017
Itabaiana;77,5;12/2017
Itaporanga;242,1;12/2017
Itapororoca;101,8;12/2017
Itatuba;39,3;12/2017
Jacaraú;138,3;12/2017
Jericó;80,4;12/2017
João Pessoa;97,6;12/2017
Joca Claudino;95,7;12/2017
Juarez Távora;52,4;12/2017
Juazeirinho;34,3;12/2017
Junco do Seridó;25,7;12/2017
Juripiranga;0,0;12/2017
Juru;44,8;12/2017
Lagoa;127,3;12/2017
Lagoa de Dentro;73,3;12/2017
Lagoa Seca;100,2;12/2017
Lastro;45,7;12/2017
Livramento;7,7;12/2017
Logradouro;47,9;12/2017
Mãe d'Água;21,2;12/2017
Malta;95,3;12/2017
Mamanguape;94,9;12/2017
Manaíra;102,9;12/2017
Mari;135,6;12/2017
Marizópolis;72,5;12/2017
Mataraca;126,9;12/2017
Matinhas;79,2;12/2017
Mato Grosso;69,5;12/2017
Maturéia;62,5;12/2017
Mogeiro;30,1;12/2017
Montadas;48,4;12/2017
Monte Horebe;116,5;12/2017
Monteiro;82,3;12/2017
Mulungu;90,8;12/2017
Natuba;104,2;12/2017
Nazarezinho;99,5;12/2017
Nova Floresta;49,9;12/2017
Nova Olinda;138,1;12/2017
Nova Palmeira;4,8;12/2017
Olho d'Água;100,8;12/2017
Olivedos;19,6;12/2017
Ouro Velho;12,9;12/2017
Parari;11,2;12/2017
Passagem;10,8;12/2017
Patos;45,4;12/2017
Paulista;81,0;12/2017
Pedra Branca;226,7;12/2017
Pedra Lavrada;10,8;12/2017
Pedras de Fogo;150,6;12/2017
Pedro Régis;7,8;12/2017
Piancó;40,3;12/2017
Picuí;14,1;12/2017
Pilar;21,5;12/2017
Pilões;98,1;12/2017
Pilõezinhos;119,4;12/2017
Pirpirituba;113,5;12/2017
Pitimbu;160,2;12/2017
Pocinhos;19,8;12/2017
Poço Dantas;112,2;12/2017
Poço de José de Moura;68,4;12/2017
Pombal;86,2;12/2017
Prata;56,6;12/2017
Princesa Isabel;58,9;12/2017
Puxinanã;51,4;12/2017
Queimadas;15,0;12/2017
Quixaba;40,9;12/2017
Remígio;49,1;12/2017
Riachão;4,5;12/2017
Riachão do Bacamarte;35,9;12/2017
Riachão do Poço;80,8;12/2017
Riacho de Santo Antônio;57,4;12/2017
Riacho dos Cavalos;65,9;12/2017
Rio Tinto;138,8;12/2017
Salgadinho;68,0;12/2017
Salgado de São Félix;49,0;12/2017
Santa Cecília;19,5;12/2017
Santa Cruz;168,2;12/2017
Santa Helena;111,7;12/2017
Santa Inês;37,9;12/2017
Santa Luzia;33,2;12/2017
Santana de Mangueira;160,6;12/2017
Santana dos Garrotes;215,5;12/2017
Santa Rita;127,4;12/2017
Santa Teresinha;62,6;12/2017
Santo André;22,9;12/2017
São Bentinho;115,6;12/2017
São Bento;35,7;12/2017
São Domingos;195,3;12/2017
São Domingos do Cariri;53,4;12/2017
São Francisco;139,5;12/2017
São João do Cariri;48,4;12/2017
São João do Rio do Peixe;112,0;12/2017
São João do Tigre;36,5;12/2017
São José da Lagoa Tapada;95,5;12/2017
São José de Caiana;145,8;12/2017
São José de Espinharas;82,6;12/2017
São José de Piranhas;138,7;12/2017
São José de Princesa;77,6;12/2017
São José do Bonfim;37,7;12/2017
São José do Brejo do Cruz;80,4;12/2017
São José do Sabugi;133,1;12/2017
São José dos Cordeiros;11,1;12/2017
São José dos Ramos;84,1;12/2017
São Mamede;92,5;12/2017
São Miguel de Taipu;0,7;12/2017
São Sebastião de Lagoa de Roça;54,5;12/2017
São Sebastião do Umbuzeiro;56,9;12/2017
São Vicente do Seridó;2,7;12/2017
Sapé;64,2;12/2017
Serra Branca;28,8;12/2017
Serra da Raiz;179,1;12/2017
Serra Grande;138,3;12/2017
Serra Redonda;72,0;12/2017
Serraria;163,0;12/2017
Sertãozinho;76,4;12/2017
Sobrado;66,2;12/2017
Solânea;95,7;12/2017
Soledade;8,5;12/2017
Sossêgo;15,0;12/2017
Sousa;56,4;12/2017
Sumé;32,3;12/2017
Tacima;21,3;12/2017
Taperoá;2,6;12/2017
Tavares;83,2;12/2017
Teixeira;64,8;12/2017
Tenório;0,0;12/2017
Triunfo;99,0;12/2017
Uiraúna;65,3;12/2017
Umbuzeiro;86,8;12/2017
Várzea;18,4;12/2017
Vieirópolis;76,6;12/2017
Vista Serrana;107,2;12/2017
Zabelê;35,5;12/2017
