Município;Pluviometria observada (mm);Data
Água Branca;2,2;08/2017
Aguiar;0,0;08/2017
Alagoa Grande;29,4;08/2017
Alagoa Nova;14,6;08/2017
Alagoinha;38,6;08/2017
Alcantil;3,5;08/2017
Algodão de Jandaíra;0,0;08/2017
Alhandra;106,6;08/2017
Amparo;25,0;08/2017
Aparecida;0,0;08/2017
Araçagi;42,1;08/2017
Arara;18,5;08/2017
Araruna;23,6;08/2017
Areia;64,9;08/2017
Areia de Baraúnas;0,0;08/2017
Areial;21,0;08/2017
Aroeiras;7,8;08/2017
Assunção;0,0;08/2017
Baía da Traição;46,5;08/2017
Bananeiras;71,9;08/2017
Baraúna;0,0;08/2017
Barra de Santana;6,5;08/2017
Barra de Santa Rosa;0,0;08/2017
Barra de São Miguel;0,0;08/2017
Bayeux;65,6;08/2017
Belém;29,9;08/2017
Belém do Brejo do Cruz;0,0;08/2017
Bernardino Batista;0,0;08/2017
Boa Ventura;0,0;08/2017
Boa Vista;2,4;08/2017
Bom Jesus;0,0;08/2017
Bom Sucesso;6,5;08/2017
Bonito de Santa Fé;0,0;08/2017
Boqueirão;5,0;08/2017
Borborema;63,6;08/2017
Brejo do Cruz;0,0;08/2017
Brejo dos Santos;0,0;08/2017
Caaporã;119,5;08/2017
Cabaceiras;0,0;08/2017
Cabedelo;59,6;08/2017
Cachoeira dos Índios;0,0;08/2017
Cacimba de Areia;0,0;08/2017
Cacimba de Dentro;20,8;08/2017
Cacimbas;0,0;08/2017
Caiçara;20,4;08/2017
Cajazeiras;0,0;08/2017
Cajazeirinhas;0,0;08/2017
Caldas Brandão;36,5;08/2017
Camalaú;27,2;08/2017
Campina Grande;12,8;08/2017
Capim;38,0;08/2017
Caraúbas;1,3;08/2017
Carrapateira;0,0;08/2017
Casserengue;5,5;08/2017
Catingueira;0,0;08/2017
Catolé do Rocha;1,2;08/2017
Caturité;4,5;08/2017
Conceição;0,0;08/2017
Condado;0,0;08/2017
Conde;78,1;08/2017
Congo;4,8;08/2017
Coremas;0,0;08/2017
Coxixola;0,0;08/2017
Cruz do Espírito Santo;40,9;08/2017
Cubati;0,0;08/2017
Cuité;0,0;08/2017
Cuité de Mamanguape;30,3;08/2017
Cuitegi;42,9;08/2017
Curral Velho;0,0;08/2017
Damião;11,3;08/2017
Desterro;10,2;08/2017
Diamante;0,0;08/2017
Dona Inês;30,5;08/2017
Duas Estradas;40,0;08/2017
Emas;0,0;08/2017
Esperança;15,4;08/2017
Fagundes;21,1;08/2017
Frei Martinho;0,0;08/2017
Gado Bravo;0,5;08/2017
Guarabira;43,1;08/2017
Gurinhém;33,9;08/2017
Gurjão;1,8;08/2017
Ibiara;0,0;08/2017
Igaracy;0,0;08/2017
Imaculada;0,0;08/2017
Ingá;12,6;08/2017
Itabaiana;17,0;08/2017
Itaporanga;0,0;08/2017
Itapororoca;38,9;08/2017
Itatuba;9,6;08/2017
Jacaraú;37,7;08/2017
Jericó;0,0;08/2017
João Pessoa;71,0;08/2017
Joca Claudino;0,0;08/2017
Juarez Távora;17,1;08/2017
Juazeirinho;1,2;08/2017
Junco do Seridó;0,0;08/2017
Juripiranga;39,9;08/2017
Juru;0,0;08/2017
Lagoa;0,0;08/2017
Lagoa de Dentro;34,4;08/2017
Lagoa Seca;26,9;08/2017
Lastro;0,0;08/2017
Livramento;0,0;08/2017
Logradouro;16,3;08/2017
Mãe d'Água;0,0;08/2017
Malta;0,0;08/2017
Mamanguape;34,0;08/2017
Manaíra;0,0;08/2017
Mari;55,6;08/2017
Marizópolis;0,0;08/2017
Mataraca;36,6;08/2017
Matinhas;21,4;08/2017
Mato Grosso;0,0;08/2017
Maturéia;5,1;08/2017
Mogeiro;12,6;08/2017
Montadas;12,6;08/2017
Monte Horebe;0,0;08/2017
Monteiro;17,5;08/2017
