Município;Pluviometria observada (mm);Data
Água Branca;148,0;04/2023
Aguiar;175,0;04/2023
Alagoa Grande;102,5;04/2023
Alagoa Nova;84,9;04/2023
Alagoinha;124,0;04/2023
Alcantil;61,9;04/2023
Algodão de Jandaíra;58,7;04/2023
Alhandra;174,2;04/2023
Amparo;111,8;04/2023
Aparecida;148,0;04/2023
Araçagi;86,0;04/2023
Arara;38,8;04/2023
Araruna;58,3;04/2023
Areia;104,1;04/2023
Areia de Baraúnas;37,3;04/2023
Areial;88,4;04/2023
Aroeiras;60,6;04/2023
Assunção;51,7;04/2023
Baía da Traição;212,8;04/2023
Bananeiras;115,5;04/2023
Baraúna;65,0;04/2023
Barra de Santana;47,0;04/2023
Barra de Santa Rosa;92,1;04/2023
Barra de São Miguel;42,2;04/2023
Bayeux;182,3;04/2023
Belém;126,2;04/2023
Belém do Brejo do Cruz;244,4;04/2023
Bernardino Batista;158,0;04/2023
Boa Ventura;198,1;04/2023
Boa Vista;37,0;04/2023
Bom Jesus;196,5;04/2023
Bom Sucesso;74,5;04/2023
Bonito de Santa Fé;137,1;04/2023
Boqueirão;60,7;04/2023
Borborema;94,9;04/2023
Brejo do Cruz;184,6;04/2023
Brejo dos Santos;151,0;04/2023
Caaporã;157,0;04/2023
Cabaceiras;50,1;04/2023
Cabedelo;136,0;04/2023
Cachoeira dos Índios;203,6;04/2023
Cacimba de Areia;167,3;04/2023
Cacimba de Dentro;79,0;04/2023
Cacimbas;32,6;04/2023
Caiçara;58,4;04/2023
Cajazeiras;207,3;04/2023
Cajazeirinhas;241,0;04/2023
Caldas Brandão;100,7;04/2023
Camalaú;54,8;04/2023
Campina Grande;46,0;04/2023
Capim;111,7;04/2023
Caraúbas;53,8;04/2023
Carrapateira;138,6;04/2023
Casserengue;26,8;04/2023
Catingueira;208,0;04/2023
Catolé do Rocha;141,4;04/2023
Caturité;47,5;04/2023
Conceição;77,0;04/2023
Condado;212,5;04/2023
Conde;154,3;04/2023
Congo;27,4;04/2023
Coremas;380,1;04/2023
Coxixola;29,8;04/2023
Cruz do Espírito Santo;162,4;04/2023
Cubati;99,3;04/2023
Cuité;257,0;04/2023
Cuité de Mamanguape;97,4;04/2023
Cuitegi;72,6;04/2023
Curral de Cima;123,8;04/2023
Curral Velho;221,2;04/2023
Damião;100,4;04/2023
Desterro;47,7;04/2023
Diamante;213,0;04/2023
Dona Inês;113,5;04/2023
Duas Estradas;58,6;04/2023
Emas;226,2;04/2023
Esperança;83,0;04/2023
Fagundes;97,0;04/2023
Frei Martinho;100,5;04/2023
Gado Bravo;97,1;04/2023
Guarabira;119,1;04/2023
Gurinhém;94,9;04/2023
Gurjão;86,9;04/2023
Ibiara;137,8;04/2023
Igaracy;171,3;04/2023
Imaculada;257,6;04/2023
Ingá;55,0;04/2023
Itabaiana;107,3;04/2023
Itaporanga;283,2;04/2023
Itapororoca;81,9;04/2023
Itatuba;78,3;04/2023
Jacaraú;80,5;04/2023
Jericó;140,6;04/2023
João Pessoa;234,4;04/2023
Joca Claudino;166,3;04/2023
Juarez Távora;96,6;04/2023
Juazeirinho;106,4;04/2023
Junco do Seridó;55,4;04/2023
Juripiranga;86,9;04/2023
Juru;248,5;04/2023
Lagoa;131,7;04/2023
Lagoa de Dentro;63,1;04/2023
Lagoa Seca;136,4;04/2023
Lastro;123,8;04/2023
Livramento;37,7;04/2023
Logradouro;11,9;04/2023
Lucena;177,6;04/2023
Mãe d'Água;157,9;04/2023
Malta;160,7;04/2023
Mamanguape;137,6;04/2023
Manaíra;95,3;04/2023
Marcação;64,7;04/2023
Mari;135,9;04/2023
Marizópolis;146,6;04/2023
Massaranduba;99,4;04/2023
Mataraca;219,2;04/2023
Matinhas;58,6;04/2023
Mato Grosso;119,1;04/2023
Maturéia;117,9;04/2023
Mogeiro;86,0;04/2023
Montadas;63,5;04/2023
Monte Horebe;153,3;04/2023
Monteiro;141,2;04/2023
Mulungu;132,5;04/2023
Natuba;100,1;04/2023
Nazarezinho;123,7;04/2023
Nova Floresta;191,9;04/2023
Nova Olinda;132,5;04/2023
Nova Palmeira;103,1;04/2023
Olho d'Água;123,1;04/2023
Olivedos;136,6;04/2023
Ouro Velho;68,2;04/2023
Parari;59,9;04/2023
Passagem;56,4;04/2023
Patos;111,9;04/2023
Paulista;143,4;04/2023
Pedra Branca;275,1;04/2023
Pedra Lavrada;146,1;04/2023
Pedras de Fogo;189,2;04/2023
Pedro Régis;81,9;04/2023
Piancó;259,7;04/2023
Picuí;126,2;04/2023
Pilar;132,9;04/2023
Pilões;141,5;04/2023
Pilõezinhos;112,9;04/2023
Pirpirituba;49,8;04/2023
Pitimbu;187,5;04/2023
Pocinhos;27,7;04/2023
Poço Dantas;182,6;04/2023
Poço de José de Moura;108,5;04/2023
Pombal;71,2;04/2023
Prata;85,1;04/2023
Princesa Isabel;99,9;04/2023
Puxinanã;29,2;04/2023
Queimadas;114,3;04/2023
Quixaba;158,0;04/2023
Remígio;86,6;04/2023
Riachão;113,9;04/2023
Riachão do Bacamarte;83,4;04/2023
Riachão do Poço;186,6;04/2023
Riacho de Santo Antônio;64,0;04/2023
Riacho dos Cavalos;185,8;04/2023
Rio Tinto;110,7;04/2023
Salgadinho;55,0;04/2023
Salgado de São Félix;80,3;04/2023
Santa Cecília;42,6;04/2023
Santa Cruz;126,0;04/2023
Santa Helena;65,6;04/2023
Santa Inês;69,8;04/2023
Santa Luzia;90,8;04/2023
Santana de Mangueira;139,4;04/2023
Santana dos Garrotes;263,6;04/2023
Santa Rita;160,1;04/2023
Santa Teresinha;140,4;04/2023
Santo André;75,8;04/2023
São Bentinho;154,1;04/2023
São Bento;144,6;04/2023
São Domingos;177,0;04/2023
São Domingos do Cariri;83,5;04/2023
São Francisco;107,3;04/2023
São João do Cariri;39,5;04/2023
São João do Rio do Peixe;87,2;04/2023
São João do Tigre;46,1;04/2023
São José da Lagoa Tapada;132,8;04/2023
São José de Caiana;218,6;04/2023
São José de Espinharas;228,9;04/2023
São José de Piranhas;135,1;04/2023
São José de Princesa;98,8;04/2023
São José do Bonfim;182,9;04/2023
São José do Brejo do Cruz;120,6;04/2023
São José do Sabugi;102,9;04/2023
São José dos Cordeiros;42,3;04/2023
São José dos Ramos;153,8;04/2023
São Mamede;218,8;04/2023
São Miguel de Taipu;94,0;04/2023
São Sebastião de Lagoa de Roça;111,6;04/2023
São Sebastião do Umbuzeiro;145,6;04/2023
São Vicente do Seridó;105,5;04/2023
Sapé;156,7;04/2023
Serra Branca;41,3;04/2023
Serra da Raiz;57,3;04/2023
Serra Grande;234,3;04/2023
Serra Redonda;102,3;04/2023
Serraria;106,7;04/2023
Sertãozinho;72,9;04/2023
Sobrado;160,2;04/2023
Solânea;67,4;04/2023
Soledade;71,2;04/2023
Sossêgo;59,7;04/2023
Sousa;103,4;04/2023
Sumé;37,0;04/2023
Tacima;167,2;04/2023
Taperoá;132,0;04/2023
Tavares;178,2;04/2023
Teixeira;196,3;04/2023
Tenório;50,1;04/2023
Triunfo;70,3;04/2023
Uiraúna;157,9;04/2023
Umbuzeiro;100,2;04/2023
Várzea;120,0;04/2023
Vieirópolis;124,0;04/2023
Vista Serrana;122,5;04/2023
Zabelê;158,0;04/2023
