Município;Pluviometria observada (mm);Data
Água Branca;27,8;11/2001
Aguiar;61,4;11/2001
Alagoa Grande;68,6;11/2001
Alagoa Nova;93,2;11/2001
Alagoinha;15,8;11/2001
Alcantil;35,8;11/2001
Algodão de Jandaíra;28,6;11/2001
Alhandra;63,1;11/2001
Amparo;42,8;11/2001
Aparecida;57,0;11/2001
Araçagi;15,8;11/2001
Arara;15,3;11/2001
Araruna;110,9;11/2001
Areia;83,3;11/2001
Areial;32,7;11/2001
Aroeiras;53,8;11/2001
Baía da Traição;89,7;11/2001
Bananeiras;137,5;11/2001
Barra de Santana;26,5;11/2001
Barra de Santa Rosa;1,7;11/2001
Barra de São Miguel;4,2;11/2001
Bayeux;60,9;11/2001
Belém;13,5;11/2001
Belém do Brejo do Cruz;51,0;11/2001
Boa Ventura;123,2;11/2001
Boa Vista;0,0;11/2001
Bom Jesus;134,5;11/2001
Bom Sucesso;28,0;11/2001
Bonito de Santa Fé;140,3;11/2001
Boqueirão;5,9;11/2001
Borborema;68,4;11/2001
Brejo do Cruz;14,1;11/2001
Brejo dos Santos;51,6;11/2001
Caaporã;77,2;11/2001
Cabaceiras;0,0;11/2001
Cabedelo;49,6;11/2001
Cachoeira dos Índios;251,5;11/2001
Cacimba de Areia;11,4;11/2001
Cacimba de Dentro;68,0;11/2001
Caiçara;20,0;11/2001
Cajazeiras;107,4;11/2001
Cajazeirinhas;120,2;11/2001
Caldas Brandão;24,2;11/2001
Camalaú;1,6;11/2001
Campina Grande;11,6;11/2001
Campo de Santana;49,4;11/2001
Caraúbas;0,0;11/2001
Carrapateira;65,0;11/2001
Casserengue;17,7;11/2001
Catingueira;27,1;11/2001
Catolé do Rocha;83,6;11/2001
Caturité;2,5;11/2001
Conceição;75,4;11/2001
Condado;87,5;11/2001
Congo;0,0;11/2001
Coremas;33,3;11/2001
Coxixola;7,0;11/2001
Cruz do Espírito Santo;46,6;11/2001
Cubati;0,0;11/2001
Cuité;0,0;11/2001
Cuitegi;26,2;11/2001
Curral de Cima;25,2;11/2001
Curral Velho;59,0;11/2001
Damião;12,3;11/2001
Desterro;0,0;11/2001
Diamante;105,1;11/2001
Dona Inês;90,5;11/2001
Duas Estradas;5,2;11/2001
Emas;30,8;11/2001
Esperança;62,3;11/2001
Fagundes;33,5;11/2001
Frei Martinho;0,0;11/2001
Gado Bravo;15,4;11/2001
Guarabira;44,8;11/2001
Gurinhém;27,0;11/2001
Gurjão;54,0;11/2001
Ibiara;90,6;11/2001
Igaracy;67,3;11/2001
Imaculada;21,0;11/2001
Ingá;30,4;11/2001
Itabaiana;15,5;11/2001
Itaporanga;130,7;11/2001
Itapororoca;1,8;11/2001
Itatuba;41,9;11/2001
Jacaraú;44,1;11/2001
Jericó;1,0;11/2001
João Pessoa;79,4;11/2001
Juarez Távora;36,8;11/2001
Juazeirinho;10,6;11/2001
Junco do Seridó;3,0;11/2001
Juripiranga;13,9;11/2001
Juru;78,4;11/2001
Lagoa;7,6;11/2001
Lagoa de Dentro;18,7;11/2001
Lagoa Seca;103,3;11/2001
Lastro;81,9;11/2001
Livramento;21,1;11/2001
Lucena;75,5;11/2001
Mãe D`Água;21,5;11/2001
Malta;63,7;11/2001
Mamanguape;67,6;11/2001
Manaíra;100,2;11/2001
Mari;36,5;11/2001
Marizópolis;115,5;11/2001
Massaranduba;56,4;11/2001
Mataraca;62,6;11/2001
Matinhas;28,5;11/2001
Mogeiro;28,9;11/2001
Montadas;27,8;11/2001
Monte Horebe;110,6;11/2001
Monteiro;41,5;11/2001
Mulungu;53,9;11/2001
Natuba;9,2;11/2001
Nazarezinho;71,8;11/2001
Nova Floresta;11,1;11/2001
Nova Olinda;162,4;11/2001
Nova Palmeira;0,0;11/2001
Olho D`Água;25,0;11/2001
Olivedos;7,0;11/2001
Ouro Velho;28,4;11/2001
Parari;0,0;11/2001
Passagem;5,0;11/2001
Patos;12,0;11/2001
Paulista;0,0;11/2001
Pedra Branca;134,0;11/2001
Pedra Lavrada;23,5;11/2001
Pedras de Fogo;48,9;11/2001
Piancó;109,9;11/2001
Picuí;0,0;11/2001
Pilar;41,0;11/2001
Pilões;82,5;11/2001
Pilõezinhos;45,2;11/2001
Pirpirituba;28,6;11/2001
Pitimbu;63,4;11/2001
Pocinhos;5,7;11/2001
Poço Dantas;44,0;11/2001
Pombal;10,6;11/2001
Prata;62,3;11/2001
Princesa Isabel;102,5;11/2001
Puxinanã;14,6;11/2001
Queimadas;3,3;11/2001
Quixaba;0,0;11/2001
Remígio;70,6;11/2001
Riachão do Bacamarte;42,4;11/2001
Riacho de Santo Antônio;0,0;11/2001
Riacho dos Cavalos;6,5;11/2001
Rio Tinto;88,1;11/2001
Salgadinho;24,0;11/2001
Salgado de São Félix;37,6;11/2001
Santa Cecília;17,4;11/2001
Santa Cruz;3,0;11/2001
Santa Helena;116,7;11/2001
Santa Luzia;17,2;11/2001
Santana de Mangueira;70,1;11/2001
Santana dos Garrotes;57,5;11/2001
Santa Rita;34,2;11/2001
Santa Teresinha;15,0;11/2001
São Bentinho;106,5;11/2001
São Bento;0,0;11/2001
São Domingos;59,9;11/2001
São Domingos do Cariri;0,0;11/2001
São Francisco;44,2;11/2001
São João do Cariri;11,1;11/2001
São João do Rio do Peixe;23,2;11/2001
São João do Tigre;2,9;11/2001
São José da Lagoa Tapada;140,2;11/2001
São José de Caiana;99,5;11/2001
São José de Espinharas;35,0;11/2001
São José de Piranhas;128,6;11/2001
São José do Bonfim;12,8;11/2001
São José do Brejo do Cruz;53,0;11/2001
São José do Sabugi;49,8;11/2001
São José dos Cordeiros;14,4;11/2001
São José dos Ramos;14,4;11/2001
São Mamede;13,0;11/2001
São Miguel de Taipu;8,5;11/2001
São Sebastião de Lagoa de Roça;82,2;11/2001
São Sebastião do Umbuzeiro;28,4;11/2001
São Vicente do Seridó;5,8;11/2001
Sapé;35,2;11/2001
Serra Branca;4,0;11/2001
Serra da Raiz;35,7;11/2001
Serra Grande;152,9;11/2001
Serra Redonda;69,2;11/2001
Serraria;52,8;11/2001
Solânea;86,7;11/2001
Soledade;5,7;11/2001
Sossêgo;56,2;11/2001
Sousa;128,4;11/2001
Sumé;23,0;11/2001
Taperoá;9,6;11/2001
Tavares;114,0;11/2001
Teixeira;58,4;11/2001
Tenório;0,0;11/2001
Triunfo;78,1;11/2001
Uiraúna;35,0;11/2001
Umbuzeiro;9,2;11/2001
Várzea;10,0;11/2001
Vista Serrana;10,7;11/2001
