Município;Pluviometria observada (mm);Data
Água Branca;18,2;04/2001
Aguiar;102,1;04/2001
Alagoa Grande;97,3;04/2001
Alagoa Nova;181,2;04/2001
Alagoinha;72,8;04/2001
Alcantil;49,1;04/2001
Algodão de Jandaíra;49,0;04/2001
Alhandra;186,3;04/2001
Amparo;7,6;04/2001
Aparecida;23,5;04/2001
Araçagi;97,5;04/2001
Arara;99,5;04/2001
Araruna;113,1;04/2001
Areia;155,3;04/2001
Areial;40,2;04/2001
Aroeiras;18,8;04/2001
Baía da Traição;354,2;04/2001
Bananeiras;182,5;04/2001
Barra de Santana;16,6;04/2001
Barra de Santa Rosa;25,5;04/2001
Barra de São Miguel;0,0;04/2001
Bayeux;203,5;04/2001
Belém;112,5;04/2001
Belém do Brejo do Cruz;187,0;04/2001
Boa Ventura;29,4;04/2001
Boa Vista;30,3;04/2001
Bom Jesus;134,2;04/2001
Bom Sucesso;54,7;04/2001
Bonito de Santa Fé;5,5;04/2001
Boqueirão;33,3;04/2001
Borborema;194,9;04/2001
Brejo do Cruz;138,0;04/2001
Brejo dos Santos;80,0;04/2001
Caaporã;238,6;04/2001
Cabaceiras;1,0;04/2001
Cabedelo;311,9;04/2001
Cachoeira dos Índios;90,1;04/2001
Cacimba de Areia;95,0;04/2001
Cacimba de Dentro;50,9;04/2001
Caiçara;139,0;04/2001
Cajazeiras;55,2;04/2001
Cajazeirinhas;129,1;04/2001
Caldas Brandão;70,7;04/2001
Camalaú;8,5;04/2001
Campina Grande;68,7;04/2001
Campo de Santana;62,8;04/2001
Caraúbas;3,1;04/2001
Carrapateira;22,6;04/2001
Casserengue;19,6;04/2001
Catingueira;52,9;04/2001
Catolé do Rocha;83,3;04/2001
Caturité;29,9;04/2001
Conceição;43,2;04/2001
Condado;120,6;04/2001
Conde;216,7;04/2001
Congo;51,5;04/2001
Coremas;55,4;04/2001
Coxixola;25,0;04/2001
Cruz do Espírito Santo;155,8;04/2001
Cubati;59,8;04/2001
Cuité;118,5;04/2001
Cuitegi;112,2;04/2001
Curral de Cima;46,4;04/2001
Curral Velho;48,9;04/2001
Damião;53,0;04/2001
Desterro;52,0;04/2001
Diamante;16,0;04/2001
Dona Inês;123,9;04/2001
Duas Estradas;138,8;04/2001
Emas;58,6;04/2001
Esperança;75,7;04/2001
Fagundes;76,6;04/2001
Frei Martinho;113,8;04/2001
Gado Bravo;36,2;04/2001
Guarabira;128,1;04/2001
Gurinhém;58,1;04/2001
Gurjão;35,4;04/2001
Ibiara;26,0;04/2001
Igaracy;90,3;04/2001
Imaculada;77,9;04/2001
Ingá;48,8;04/2001
Itabaiana;72,4;04/2001
Itaporanga;21,5;04/2001
Itapororoca;178,2;04/2001
Itatuba;56,0;04/2001
Jacaraú;209,0;04/2001
Jericó;105,6;04/2001
João Pessoa;234,5;04/2001
Juarez Távora;52,8;04/2001
Juazeirinho;152,4;04/2001
Junco do Seridó;101,6;04/2001
Juripiranga;76,1;04/2001
Juru;55,5;04/2001
Lagoa;69,2;04/2001
Lagoa de Dentro;152,2;04/2001
Lagoa Seca;93,9;04/2001
Lastro;95,4;04/2001
Livramento;64,8;04/2001
Lucena;353,6;04/2001
Mãe D`Água;48,4;04/2001
Malta;93,4;04/2001
Mamanguape;210,9;04/2001
Manaíra;45,3;04/2001
Mari;64,3;04/2001
Marizópolis;59,0;04/2001
Massaranduba;94,9;04/2001
Mataraca;248,0;04/2001
Matinhas;83,3;04/2001
Mogeiro;77,3;04/2001
Montadas;48,1;04/2001
Monte Horebe;82,0;04/2001
Monteiro;26,6;04/2001
Mulungu;61,0;04/2001
Natuba;76,0;04/2001
Nazarezinho;9,6;04/2001
Nova Floresta;59,7;04/2001
Nova Olinda;42,3;04/2001
Nova Palmeira;52,7;04/2001
Olho D`Água;33,1;04/2001
Olivedos;64,1;04/2001
Ouro Velho;2,5;04/2001
Parari;23,8;04/2001
Passagem;107,8;04/2001
Patos;85,8;04/2001
Paulista;163,8;04/2001
Pedra Branca;77,4;04/2001
Pedra Lavrada;57,7;04/2001
Pedras de Fogo;167,9;04/2001
Piancó;97,5;04/2001
Picuí;49,0;04/2001
Pilar;123,0;04/2001
Pilões;153,4;04/2001
Pilõezinhos;77,4;04/2001
Pirpirituba;92,4;04/2001
Pitimbu;200,6;04/2001
Pocinhos;50,7;04/2001
Poço Dantas;70,0;04/2001
Pombal;68,0;04/2001
Prata;6,2;04/2001
Princesa Isabel;48,4;04/2001
Puxinanã;84,1;04/2001
Queimadas;72,9;04/2001
Quixaba;73,4;04/2001
Remígio;157,6;04/2001
Riachão do Bacamarte;94,8;04/2001
Riacho de Santo Antônio;35,7;04/2001
Riacho dos Cavalos;136,5;04/2001
Rio Tinto;212,4;04/2001
Salgadinho;78,3;04/2001
Salgado de São Félix;45,1;04/2001
Santa Cecília;46,8;04/2001
Santa Cruz;126,1;04/2001
Santa Helena;60,7;04/2001
Santa Luzia;135,1;04/2001
Santana de Mangueira;18,0;04/2001
Santana dos Garrotes;20,8;04/2001
Santa Rita;176,4;04/2001
Santa Teresinha;89,1;04/2001
São Bentinho;45,2;04/2001
São Bento;209,9;04/2001
São Domingos;52,3;04/2001
São Domingos do Cariri;78,7;04/2001
São Francisco;104,4;04/2001
São João do Cariri;12,6;04/2001
São João do Rio do Peixe;72,8;04/2001
São João do Tigre;14,6;04/2001
São José da Lagoa Tapada;0,0;04/2001
São José de Caiana;44,8;04/2001
São José de Espinharas;164,6;04/2001
São José de Piranhas;54,2;04/2001
São José do Bonfim;146,0;04/2001
São José do Brejo do Cruz;85,1;04/2001
São José do Sabugi;78,6;04/2001
São José dos Cordeiros;5,3;04/2001
São José dos Ramos;40,8;04/2001
