Município;Pluviometria observada (mm);Data
Água Branca;59,0;11/2020
Aguiar;182,5;11/2020
Alagoa Grande;39,6;11/2020
Alagoa Nova;44,8;11/2020
Alagoinha;46,8;11/2020
Alcantil;0,0;11/2020
Algodão de Jandaíra;10,5;11/2020
Alhandra;43,2;11/2020
Amparo;70,0;11/2020
Aparecida;31,2;11/2020
Araçagi;34,5;11/2020
Arara;34,0;11/2020
Araruna;21,2;11/2020
Areia;49,2;11/2020
Areia de Baraúnas;20,0;11/2020
Areial;18,4;11/2020
Aroeiras;0,0;11/2020
Assunção;0,0;11/2020
Baía da Traição;18,5;11/2020
Bananeiras;43,1;11/2020
Baraúna;3,0;11/2020
Barra de Santana;0,0;11/2020
Barra de Santa Rosa;5,2;11/2020
Barra de São Miguel;0,0;11/2020
Bayeux;34,3;11/2020
Belém;41,1;11/2020
Belém do Brejo do Cruz;39,8;11/2020
Bernardino Batista;61,0;11/2020
Boa Ventura;112,2;11/2020
Boa Vista;3,6;11/2020
Bom Jesus;162,3;11/2020
Bom Sucesso;50,7;11/2020
Bonito de Santa Fé;118,9;11/2020
Boqueirão;6,3;11/2020
Borborema;41,7;11/2020
Brejo do Cruz;13,7;11/2020
Brejo dos Santos;0,0;11/2020
Caaporã;57,6;11/2020
Cabaceiras;4,9;11/2020
Cabedelo;25,6;11/2020
Cachoeira dos Índios;113,0;11/2020
Cacimba de Areia;76,5;11/2020
Cacimba de Dentro;22,2;11/2020
Cacimbas;3,4;11/2020
Caiçara;17,0;11/2020
Cajazeiras;121,9;11/2020
Cajazeirinhas;122,8;11/2020
Caldas Brandão;21,0;11/2020
Camalaú;29,8;11/2020
Campina Grande;15,5;11/2020
Capim;24,4;11/2020
Caraúbas;24,2;11/2020
Carrapateira;125,2;11/2020
Casserengue;5,3;11/2020
Catingueira;200,0;11/2020
Catolé do Rocha;6,3;11/2020
Caturité;10,5;11/2020
Conceição;34,0;11/2020
Condado;102,0;11/2020
Conde;41,1;11/2020
Congo;62,3;11/2020
Coremas;145,8;11/2020
Coxixola;25,4;11/2020
Cruz do Espírito Santo;42,4;11/2020
Cubati;1,2;11/2020
Cuité;29,4;11/2020
Cuité de Mamanguape;30,1;11/2020
Cuitegi;45,5;11/2020
Curral Velho;175,0;11/2020
Damião;14,9;11/2020
Desterro;80,5;11/2020
Diamante;70,0;11/2020
Dona Inês;22,0;11/2020
Duas Estradas;71,0;11/2020
Emas;128,3;11/2020
Esperança;24,0;11/2020
Fagundes;17,1;11/2020
Frei Martinho;5,5;11/2020
Gado Bravo;0,0;11/2020
Guarabira;27,2;11/2020
Gurinhém;12,0;11/2020
Gurjão;1,0;11/2020
Ibiara;75,2;11/2020
Igaracy;180,1;11/2020
Imaculada;65,7;11/2020
Ingá;17,7;11/2020
Itabaiana;15,5;11/2020
Itaporanga;188,2;11/2020
Itapororoca;36,4;11/2020
Itatuba;17,6;11/2020
Jacaraú;30,4;11/2020
Jericó;28,6;11/2020
João Pessoa;33,5;11/2020
Joca Claudino;64,0;11/2020
Juarez Távora;17,3;11/2020
Juazeirinho;1,0;11/2020
Junco do Seridó;1,1;11/2020
Juripiranga;36,6;11/2020
Juru;137,5;11/2020
Lagoa;49,7;11/2020
Lagoa de Dentro;59,3;11/2020
Lagoa Seca;38,3;11/2020
Lastro;0,0;11/2020
Livramento;70,0;11/2020
Logradouro;17,6;11/2020
Lucena;21,9;11/2020
Mãe d'Água;123,5;11/2020
Malta;122,0;11/2020
Mamanguape;28,9;11/2020
