Município;Pluviometria observada (mm);Data
Água Branca;214,2;02/2019
Aguiar;226,8;02/2019
Alagoa Grande;98,4;02/2019
Alagoa Nova;194,8;02/2019
Alagoinha;212,6;02/2019
Alcantil;22,5;02/2019
Algodão de Jandaíra;86,1;02/2019
Alhandra;131,4;02/2019
Amparo;166,6;02/2019
Aparecida;218,1;02/2019
Araçagi;151,9;02/2019
Arara;192,5;02/2019
Araruna;152,8;02/2019
Areia;216,4;02/2019
Areia de Baraúnas;183,3;02/2019
Areial;71,0;02/2019
Aroeiras;117,6;02/2019
Assunção;179,6;02/2019
Baía da Traição;201,3;02/2019
Bananeiras;170,7;02/2019
Baraúna;228,0;02/2019
Barra de Santana;25,2;02/2019
Barra de Santa Rosa;50,6;02/2019
Barra de São Miguel;71,2;02/2019
Bayeux;180,6;02/2019
Belém;189,4;02/2019
Belém do Brejo do Cruz;80,7;02/2019
Bernardino Batista;89,5;02/2019
Boa Ventura;237,3;02/2019
Boa Vista;31,8;02/2019
Bom Jesus;149,8;02/2019
Bom Sucesso;187,1;02/2019
Bonito de Santa Fé;142,0;02/2019
Boqueirão;29,1;02/2019
Borborema;142,0;02/2019
Brejo do Cruz;185,7;02/2019
Brejo dos Santos;172,9;02/2019
Caaporã;162,5;02/2019
Cabaceiras;19,4;02/2019
Cabedelo;229,2;02/2019
Cachoeira dos Índios;201,8;02/2019
Cacimba de Areia;300,5;02/2019
Cacimba de Dentro;106,8;02/2019
Cacimbas;184,5;02/2019
Caiçara;161,2;02/2019
Cajazeiras;178,1;02/2019
Cajazeirinhas;162,2;02/2019
Caldas Brandão;200,4;02/2019
Camalaú;44,3;02/2019
Campina Grande;37,9;02/2019
Capim;232,1;02/2019
Caraúbas;78,7;02/2019
Carrapateira;173,8;02/2019
Casserengue;143,9;02/2019
Catingueira;352,6;02/2019
Catolé do Rocha;105,7;02/2019
Caturité;26,1;02/2019
Conceição;118,1;02/2019
Condado;104,0;02/2019
Conde;116,7;02/2019
Congo;297,0;02/2019
Coremas;238,0;02/2019
Coxixola;64,3;02/2019
Cruz do Espírito Santo;177,0;02/2019
Cubati;98,1;02/2019
Cuité;194,6;02/2019
Cuité de Mamanguape;163,5;02/2019
Cuitegi;164,2;02/2019
Curral Velho;197,9;02/2019
Damião;43,7;02/2019
Desterro;245,9;02/2019
Diamante;270,7;02/2019
Dona Inês;153,6;02/2019
Duas Estradas;110,0;02/2019
Emas;380,9;02/2019
Esperança;108,1;02/2019
Fagundes;94,2;02/2019
Frei Martinho;70,9;02/2019
Gado Bravo;66,8;02/2019
Guarabira;165,7;02/2019
Gurinhém;159,7;02/2019
Gurjão;153,5;02/2019
Ibiara;75,9;02/2019
Igaracy;125,2;02/2019
Imaculada;229,5;02/2019
Ingá;148,8;02/2019
Itabaiana;180,2;02/2019
Itaporanga;126,2;02/2019
Itapororoca;205,5;02/2019
Itatuba;106,4;02/2019
Jacaraú;277,2;02/2019
Jericó;260,1;02/2019
João Pessoa;223,8;02/2019
Joca Claudino;97,7;02/2019
Juarez Távora;138,9;02/2019
Juazeirinho;139,9;02/2019
Junco do Seridó;141,0;02/2019
Juripiranga;172,5;02/2019
Juru;363,5;02/2019
Lagoa;207,5;02/2019
Lagoa de Dentro;220,9;02/2019
Lagoa Seca;108,9;02/2019
Lastro;100,8;02/2019
Livramento;109,2;02/2019
Logradouro;203,2;02/2019
Mãe d'Água;229,1;02/2019
Malta;135,3;02/2019
Mamanguape;269,3;02/2019
Manaíra;119,2;02/2019
Mari;234,2;02/2019
Marizópolis;280,7;02/2019
Mataraca;237,4;02/2019
Matinhas;199,6;02/2019
Mato Grosso;127,6;02/2019
Maturéia;325,8;02/2019
Mogeiro;192,1;02/2019
Montadas;75,5;02/2019
Monte Horebe;98,8;02/2019
Monteiro;77,9;02/2019
Mulungu;124,8;02/2019
Natuba;117,7;02/2019
Nazarezinho;187,8;02/2019
Nova Floresta;255,4;02/2019
Nova Olinda;291,4;02/2019
Nova Palmeira;62,0;02/2019
Olho d'Água;351,9;02/2019
Olivedos;82,5;02/2019
Ouro Velho;139,7;02/2019
Parari;132,3;02/2019
Passagem;250,8;02/2019
Patos;198,2;02/2019
Paulista;77,5;02/2019
Pedra Branca;266,8;02/2019
Pedra Lavrada;84,5;02/2019
Pedras de Fogo;122,0;02/2019
Piancó;156,4;02/2019
Picuí;28,9;02/2019
Pilar;171,2;02/2019
Pilões;235,4;02/2019
Pilõezinhos;193,1;02/2019
Pirpirituba;150,6;02/2019
Pitimbu;129,5;02/2019
Pocinhos;35,4;02/2019
Poço Dantas;106,7;02/2019
Poço de José de Moura;134,0;02/2019
Pombal;77,5;02/2019
Prata;139,8;02/2019
Princesa Isabel;154,1;02/2019
Puxinanã;54,2;02/2019
Queimadas;42,1;02/2019
Quixaba;203,9;02/2019
Remígio;132,8;02/2019
Riachão;219,2;02/2019
Riachão do Bacamarte;105,6;02/2019
Riachão do Poço;202,8;02/2019
Riacho de Santo Antônio;89,1;02/2019
Riacho dos Cavalos;61,1;02/2019
Rio Tinto;295,4;02/2019
Salgadinho;178,9;02/2019
Salgado de São Félix;186,9;02/2019
Santa Cecília;35,2;02/2019
Santa Cruz;120,9;02/2019
Santa Helena;147,0;02/2019
Santa Inês;58,8;02/2019
Santa Luzia;160,8;02/2019
Santana de Mangueira;84,9;02/2019
Santana dos Garrotes;292,4;02/2019
Santa Rita;193,1;02/2019
Santa Teresinha;212,0;02/2019
Santo André;169,6;02/2019
São Bentinho;103,5;02/2019
São Bento;115,3;02/2019
São Domingos;213,1;02/2019
São Domingos do Cariri;74,7;02/2019
São Francisco;133,4;02/2019
São João do Cariri;135,6;02/2019
São João do Rio do Peixe;95,6;02/2019
São João do Tigre;56,1;02/2019
São José da Lagoa Tapada;233,6;02/2019
São José de Caiana;132,0;02/2019
São José de Espinharas;101,4;02/2019
São José de Piranhas;82,5;02/2019
São José de Princesa;149,0;02/2019
São José do Bonfim;223,5;02/2019
São José do Brejo do Cruz;116,8;02/2019
São José do Sabugi;136,0;02/2019
São José dos Cordeiros;281,1;02/2019
São José dos Ramos;163,7;02/2019
São Mamede;163,2;02/2019
São Miguel de Taipu;130,9;02/2019
São Sebastião de Lagoa de Roça;124,3;02/2019
São Sebastião do Umbuzeiro;47,9;02/2019
São Vicente do Seridó;110,9;02/2019
Sapé;165,1;02/2019
Serra Branca;34,8;02/2019
Serra da Raiz;118,2;02/2019
Serra Grande;171,6;02/2019
Serra Redonda;166,7;02/2019
Serraria;200,2;02/2019
Sertãozinho;158,1;02/2019
Sobrado;165,1;02/2019
Solânea;170,9;02/2019
Soledade;130,5;02/2019
Sossêgo;101,5;02/2019
Sousa;291,5;02/2019
Sumé;108,5;02/2019
Tacima;189,3;02/2019
Taperoá;279,7;02/2019
Tavares;226,8;02/2019
Teixeira;284,1;02/2019
Tenório;105,6;02/2019
Triunfo;85,5;02/2019
Uiraúna;74,5;02/2019
Umbuzeiro;45,2;02/2019
Várzea;96,8;02/2019
Vieirópolis;107,2;02/2019
Vista Serrana;87,1;02/2019
Zabelê;139,4;02/2019
