Município;Pluviometria observada (mm);Data
Água Branca;10,6;09/2017
Aguiar;0,0;09/2017
Alagoa Grande;24,1;09/2017
Alagoa Nova;23,2;09/2017
Alagoinha;31,8;09/2017
Alcantil;13,0;09/2017
Algodão de Jandaíra;3,0;09/2017
Alhandra;140,6;09/2017
Amparo;2,7;09/2017
Aparecida;0,0;09/2017
Araçagi;58,6;09/2017
Arara;16,7;09/2017
Araruna;34,5;09/2017
Areia;74,8;09/2017
Areia de Baraúnas;0,0;09/2017
Areial;21,1;09/2017
Aroeiras;17,6;09/2017
Assunção;0,0;09/2017
Baía da Traição;69,8;09/2017
Bananeiras;75,7;09/2017
Baraúna;0,0;09/2017
Barra de Santana;11,5;09/2017
Barra de Santa Rosa;2,1;09/2017
Barra de São Miguel;6,0;09/2017
Bayeux;113,3;09/2017
Belém;51,9;09/2017
Belém do Brejo do Cruz;0,0;09/2017
Bernardino Batista;0,0;09/2017
Boa Ventura;0,0;09/2017
Boa Vista;8,0;09/2017
Bom Jesus;0,0;09/2017
Bom Sucesso;0,0;09/2017
Bonito de Santa Fé;0,0;09/2017
Boqueirão;13,8;09/2017
Borborema;62,9;09/2017
Brejo do Cruz;0,0;09/2017
Brejo dos Santos;0,0;09/2017
Caaporã;70,4;09/2017
Cabaceiras;5,3;09/2017
Cabedelo;70,5;09/2017
Cachoeira dos Índios;0,0;09/2017
Cacimba de Areia;0,0;09/2017
Cacimba de Dentro;28,1;09/2017
Cacimbas;0,0;09/2017
Caiçara;31,3;09/2017
Cajazeiras;2,0;09/2017
Cajazeirinhas;0,0;09/2017
Caldas Brandão;29,9;09/2017
Camalaú;0,0;09/2017
Campina Grande;23,1;09/2017
Capim;69,7;09/2017
Caraúbas;0,0;09/2017
Carrapateira;0,0;09/2017
Casserengue;5,0;09/2017
Catingueira;0,0;09/2017
Catolé do Rocha;2,0;09/2017
Caturité;14,0;09/2017
Conceição;0,0;09/2017
Condado;0,0;09/2017
Conde;119,6;09/2017
Congo;0,0;09/2017
Coremas;0,0;09/2017
Coxixola;0,0;09/2017
Cruz do Espírito Santo;78,8;09/2017
Cubati;0,0;09/2017
Cuité;0,0;09/2017
Cuité de Mamanguape;63,7;09/2017
Cuitegi;37,3;09/2017
Curral Velho;0,0;09/2017
Damião;17,0;09/2017
Desterro;7,0;09/2017
Diamante;0,0;09/2017
Dona Inês;34,9;09/2017
Duas Estradas;54,1;09/2017
Emas;0,0;09/2017
Esperança;29,5;09/2017
Fagundes;35,9;09/2017
Frei Martinho;0,0;09/2017
Gado Bravo;0,0;09/2017
Guarabira;47,7;09/2017
Gurinhém;17,9;09/2017
Gurjão;7,1;09/2017
Ibiara;0,0;09/2017
Igaracy;0,0;09/2017
Imaculada;8,2;09/2017
Ingá;12,0;09/2017
Itabaiana;0,0;09/2017
Itaporanga;0,0;09/2017
Itapororoca;42,7;09/2017
Itatuba;7,1;09/2017
Jacaraú;59,3;09/2017
Jericó;0,0;09/2017
João Pessoa;104,3;09/2017
Joca Claudino;0,0;09/2017
Juarez Távora;13,4;09/2017
Juazeirinho;3,9;09/2017
Junco do Seridó;0,0;09/2017
Juripiranga;24,3;09/2017
Juru;0,0;09/2017
Lagoa;0,0;09/2017
Lagoa de Dentro;36,7;09/2017
Lagoa Seca;54,0;09/2017
Lastro;0,0;09/2017
Livramento;0,0;09/2017
Logradouro;22,4;09/2017
Mãe d'Água;8,5;09/2017
Malta;0,0;09/2017
Mamanguape;64,2;09/2017
Manaíra;3,5;09/2017
Mari;55,7;09/2017
Marizópolis;0,0;09/2017
Mataraca;71,9;09/2017
Matinhas;41,0;09/2017
Mato Grosso;0,0;09/2017
Maturéia;0,0;09/2017
Mogeiro;8,3;09/2017
Montadas;0,0;09/2017
Monte Horebe;0,0;09/2017
Monteiro;1,3;09/2017
Mulungu;18,0;09/2017
Natuba;60,1;09/2017
Nazarezinho;3,5;09/2017
Nova Floresta;0,0;09/2017
Nova Olinda;0,0;09/2017
Nova Palmeira;0,0;09/2017
Olho d'Água;0,0;09/2017
Olivedos;6,9;09/2017
Ouro Velho;9,1;09/2017
Parari;0,0;09/2017
Passagem;0,0;09/2017
Patos;0,0;09/2017
Paulista;0,0;09/2017
Pedra Branca;0,0;09/2017
Pedra Lavrada;0,0;09/2017
Pedras de Fogo;59,7;09/2017
Pedro Régis;41,0;09/2017
Piancó;1,0;09/2017
Picuí;0,0;09/2017
Pilar;43,5;09/2017
Pilões;57,8;09/2017
Pilõezinhos;70,2;09/2017
Pirpirituba;56,0;09/2017
Pitimbu;72,9;09/2017
Pocinhos;8,0;09/2017
Poço Dantas;0,0;09/2017
Poço de José de Moura;3,1;09/2017
Pombal;0,0;09/2017
Prata;0,0;09/2017
Princesa Isabel;10,1;09/2017
Puxinanã;31,0;09/2017
Queimadas;9,2;09/2017
Quixaba;0,0;09/2017
Remígio;46,0;09/2017
Riachão;7,3;09/2017
Riachão do Bacamarte;11,5;09/2017
Riachão do Poço;44,8;09/2017
Riacho de Santo Antônio;0,0;09/2017
Riacho dos Cavalos;0,0;09/2017
Rio Tinto;66,3;09/2017
Salgadinho;1,6;09/2017
Salgado de São Félix;12,9;09/2017
Santa Cecília;10,0;09/2017
Santa Cruz;8,9;09/2017
Santa Helena;0,0;09/2017
Santa Inês;0,0;09/2017
Santa Luzia;0,0;09/2017
Santana de Mangueira;0,0;09/2017
Santana dos Garrotes;0,0;09/2017
Santa Rita;97,1;09/2017
Santa Teresinha;0,0;09/2017
Santo André;0,0;09/2017
São Bentinho;0,0;09/2017
São Bento;0,0;09/2017
São Domingos;0,0;09/2017
São Domingos do Cariri;3,6;09/2017
São Francisco;0,0;09/2017
São João do Cariri;5,0;09/2017
São João do Rio do Peixe;0,0;09/2017
São João do Tigre;0,0;09/2017
São José da Lagoa Tapada;0,0;09/2017
São José de Caiana;2,0;09/2017
São José de Espinharas;0,0;09/2017
São José de Piranhas;0,0;09/2017
São José de Princesa;4,1;09/2017
São José do Bonfim;0,0;09/2017
São José do Brejo do Cruz;0,0;09/2017
São José do Sabugi;0,0;09/2017
São José dos Cordeiros;5,3;09/2017
São José dos Ramos;3,5;09/2017
São Mamede;0,0;09/2017
São Miguel de Taipu;54,3;09/2017
São Sebastião de Lagoa de Roça;36,2;09/2017
São Sebastião do Umbuzeiro;0,0;09/2017
São Vicente do Seridó;4,4;09/2017
Sapé;70,9;09/2017
Serra Branca;2,1;09/2017
Serra da Raiz;48,6;09/2017
Serra Grande;0,0;09/2017
Serra Redonda;28,1;09/2017
Serraria;46,5;09/2017
Sertãozinho;58,8;09/2017
Sobrado;27,2;09/2017
Solânea;72,8;09/2017
Soledade;0,0;09/2017
Sossêgo;0,0;09/2017
Sousa;0,0;09/2017
Sumé;1,3;09/2017
Tacima;12,4;09/2017
Taperoá;2,0;09/2017
Tavares;15,0;09/2017
Teixeira;5,8;09/2017
Tenório;0,0;09/2017
Triunfo;0,0;09/2017
Uiraúna;0,0;09/2017
Umbuzeiro;60,0;09/2017
Várzea;0,0;09/2017
Vieirópolis;0,0;09/2017
Vista Serrana;0,0;09/2017
Zabelê;0,0;09/2017
