Município;Pluviometria observada (mm);Data
Água Branca;12,2;11/2016
Aguiar;0,0;11/2016
Alagoa Grande;80,1;11/2016
Alagoa Nova;62,9;11/2016
Alagoinha;84,0;11/2016
Alcantil;0,0;11/2016
Algodão de Jandaíra;37,3;11/2016
Alhandra;151,5;11/2016
Amparo;7,9;11/2016
Aparecida;33,2;11/2016
Araçagi;93,6;11/2016
Arara;68,8;11/2016
Araruna;81,2;11/2016
Areia;175,4;11/2016
Areia de Baraúnas;0,0;11/2016
Areial;50,3;11/2016
Aroeiras;7,0;11/2016
Assunção;0,0;11/2016
Baía da Traição;61,4;11/2016
Bananeiras;139,8;11/2016
Baraúna;10,0;11/2016
Barra de Santana;25,1;11/2016
Barra de Santa Rosa;24,4;11/2016
Barra de São Miguel;3,0;11/2016
Bayeux;129,3;11/2016
Belém;116,7;11/2016
Belém do Brejo do Cruz;22,1;11/2016
Bernardino Batista;47,0;11/2016
Boa Ventura;0,0;11/2016
Boa Vista;9,2;11/2016
Bom Jesus;11,0;11/2016
Bom Sucesso;12,5;11/2016
Bonito de Santa Fé;17,4;11/2016
Boqueirão;30,1;11/2016
Borborema;144,4;11/2016
Brejo do Cruz;10,0;11/2016
Brejo dos Santos;23,5;11/2016
Caaporã;83,2;11/2016
Cabaceiras;17,9;11/2016
Cabedelo;69,3;11/2016
Cachoeira dos Índios;32,8;11/2016
Cacimba de Areia;0,0;11/2016
Cacimba de Dentro;75,1;11/2016
Cacimbas;0,0;11/2016
Caiçara;77,5;11/2016
Cajazeiras;11,3;11/2016
Cajazeirinhas;31,9;11/2016
Caldas Brandão;52,1;11/2016
Camalaú;0,0;11/2016
Campina Grande;50,0;11/2016
Capim;102,3;11/2016
Caraúbas;49,0;11/2016
Carrapateira;0,0;11/2016
Casserengue;46,7;11/2016
Catingueira;6,5;11/2016
Catolé do Rocha;42,8;11/2016
Caturité;22,7;11/2016
Conceição;21,9;11/2016
Condado;6,0;11/2016
Conde;80,5;11/2016
Congo;3,0;11/2016
Coremas;22,2;11/2016
Coxixola;5,0;11/2016
Cruz do Espírito Santo;93,3;11/2016
Cubati;5,8;11/2016
Cuité;39,1;11/2016
Cuité de Mamanguape;91,4;11/2016
Cuitegi;101,0;11/2016
Curral Velho;10,1;11/2016
Damião;40,3;11/2016
Desterro;0,0;11/2016
Diamante;0,0;11/2016
Dona Inês;76,1;11/2016
Duas Estradas;128,7;11/2016
Emas;17,9;11/2016
Esperança;68,3;11/2016
Fagundes;61,0;11/2016
Frei Martinho;15,1;11/2016
Gado Bravo;6,0;11/2016
Guarabira;121,8;11/2016
Gurinhém;75,0;11/2016
Gurjão;1,5;11/2016
Ibiara;14,4;11/2016
Igaracy;19,0;11/2016
Imaculada;0,0;11/2016
Ingá;84,1;11/2016
Itabaiana;56,1;11/2016
Itaporanga;18,4;11/2016
Itapororoca;87,3;11/2016
Itatuba;21,4;11/2016
Jacaraú;101,0;11/2016
Jericó;15,0;11/2016
João Pessoa;103,1;11/2016
Joca Claudino;27,0;11/2016
Juarez Távora;71,4;11/2016
Juazeirinho;0,0;11/2016
Junco do Seridó;0,0;11/2016
Juripiranga;52,1;11/2016
Juru;4,2;11/2016
Lagoa;37,9;11/2016
Lagoa de Dentro;113,7;11/2016
Lagoa Seca;72,1;11/2016
Lastro;7,5;11/2016
Livramento;1,2;11/2016
Logradouro;91,1;11/2016
Mãe d'Água;1,5;11/2016
Malta;0,0;11/2016
Mamanguape;97,6;11/2016
Manaíra;12,6;11/2016
Mari;81,0;11/2016
Marizópolis;18,7;11/2016
Mataraca;112,1;11/2016
Matinhas;81,9;11/2016
Mato Grosso;12,1;11/2016
Maturéia;6,6;11/2016
Mogeiro;91,4;11/2016
Montadas;46,3;11/2016
Monte Horebe;30,5;11/2016
Monteiro;0,0;11/2016
Mulungu;66,0;11/2016
Natuba;58,3;11/2016
Nazarezinho;8,5;11/2016
Nova Floresta;35,2;11/2016
Nova Olinda;8,1;11/2016
Nova Palmeira;12,2;11/2016
Olho d'Água;0,0;11/2016
Olivedos;11,1;11/2016
Ouro Velho;3,0;11/2016
Parari;0,0;11/2016
Passagem;0,0;11/2016
Patos;4,5;11/2016
Paulista;24,0;11/2016
Pedra Branca;19,8;11/2016
Pedra Lavrada;0,0;11/2016
Pedras de Fogo;140,3;11/2016
Pedro Régis;142,3;11/2016
Piancó;11,7;11/2016
Picuí;10,2;11/2016
Pilar;61,4;11/2016
Pilões;121,7;11/2016
Pilõezinhos;163,1;11/2016
Pirpirituba;149,0;11/2016
Pitimbu;98,9;11/2016
Pocinhos;34,4;11/2016
Poço Dantas;26,5;11/2016
Poço de José de Moura;57,9;11/2016
Pombal;12,9;11/2016
Prata;16,0;11/2016
Princesa Isabel;26,0;11/2016
Puxinanã;49,0;11/2016
Queimadas;23,8;11/2016
Quixaba;0,0;11/2016
Remígio;105,6;11/2016
Riachão;44,5;11/2016
Riachão do Bacamarte;75,2;11/2016
Riacho de Santo Antônio;0,0;11/2016
