Município;Pluviometria observada (mm);Data
Água Branca;127,6;03/2019
Aguiar;119,9;03/2019
Alagoa Grande;141,2;03/2019
Alagoa Nova;112,1;03/2019
Alagoinha;147,8;03/2019
Alcantil;76,5;03/2019
Algodão de Jandaíra;68,5;03/2019
Alhandra;213,2;03/2019
Amparo;281,8;03/2019
Aparecida;227,2;03/2019
Araçagi;124,7;03/2019
Arara;69,0;03/2019
Araruna;80,6;03/2019
Areia;173,5;03/2019
Areia de Baraúnas;186,3;03/2019
Areial;84,4;03/2019
Aroeiras;73,8;03/2019
Assunção;96,9;03/2019
Baía da Traição;251,1;03/2019
Bananeiras;123,6;03/2019
Baraúna;75,0;03/2019
Barra de Santana;126,9;03/2019
Barra de Santa Rosa;112,8;03/2019
Barra de São Miguel;81,3;03/2019
Bayeux;121,5;03/2019
Belém;158,6;03/2019
Belém do Brejo do Cruz;272,8;03/2019
Bernardino Batista;285,1;03/2019
Boa Ventura;214,9;03/2019
Boa Vista;82,6;03/2019
Bom Jesus;318,3;03/2019
Bom Sucesso;174,7;03/2019
Bonito de Santa Fé;226,0;03/2019
Boqueirão;73,0;03/2019
Borborema;147,7;03/2019
Brejo do Cruz;183,2;03/2019
Brejo dos Santos;269,6;03/2019
Caaporã;130,2;03/2019
Cabaceiras;44,3;03/2019
Cabedelo;190,5;03/2019
Cachoeira dos Índios;337,0;03/2019
Cacimba de Areia;220,9;03/2019
Cacimba de Dentro;62,3;03/2019
Cacimbas;196,2;03/2019
Caiçara;103,3;03/2019
Cajazeiras;254,8;03/2019
Cajazeirinhas;205,7;03/2019
Caldas Brandão;219,2;03/2019
Camalaú;66,0;03/2019
Campina Grande;66,9;03/2019
Capim;307,3;03/2019
Caraúbas;46,3;03/2019
Carrapateira;187,2;03/2019
Casserengue;61,6;03/2019
Catingueira;245,6;03/2019
Catolé do Rocha;241,9;03/2019
Caturité;55,5;03/2019
Conceição;304,5;03/2019
Condado;281,0;03/2019
Conde;166,5;03/2019
Congo;59,2;03/2019
Coremas;223,0;03/2019
Coxixola;86,5;03/2019
Cruz do Espírito Santo;190,4;03/2019
Cubati;107,2;03/2019
Cuité;94,3;03/2019
Cuité de Mamanguape;196,7;03/2019
Cuitegi;62,6;03/2019
Curral Velho;192,5;03/2019
Damião;41,0;03/2019
Desterro;194,6;03/2019
Diamante;268,8;03/2019
Dona Inês;86,5;03/2019
Duas Estradas;116,4;03/2019
Emas;161,3;03/2019
Esperança;106,1;03/2019
Fagundes;34,0;03/2019
Frei Martinho;82,5;03/2019
Gado Bravo;68,9;03/2019
Guarabira;83,1;03/2019
Gurinhém;95,4;03/2019
Gurjão;87,0;03/2019
Ibiara;163,1;03/2019
Igaracy;111,6;03/2019
Imaculada;284,6;03/2019
Ingá;35,9;03/2019
Itabaiana;143,4;03/2019
Itaporanga;228,3;03/2019
Itapororoca;203,0;03/2019
Itatuba;37,5;03/2019
Jacaraú;159,1;03/2019
Jericó;261,5;03/2019
João Pessoa;202,8;03/2019
Joca Claudino;130,8;03/2019
Juarez Távora;91,1;03/2019
Juazeirinho;59,5;03/2019
Junco do Seridó;114,9;03/2019
Juripiranga;94,0;03/2019
Juru;197,4;03/2019
Lagoa;273,5;03/2019
Lagoa de Dentro;118,8;03/2019
Lagoa Seca;142,6;03/2019
Lastro;215,9;03/2019
Livramento;248,9;03/2019
Logradouro;121,2;03/2019
Mãe d'Água;297,1;03/2019
Malta;300,6;03/2019
Mamanguape;221,5;03/2019
Manaíra;221,4;03/2019
Mari;147,9;03/2019
Marizópolis;201,4;03/2019
Mataraca;180,9;03/2019
Matinhas;120,3;03/2019
Mato Grosso;244,5;03/2019
Maturéia;310,3;03/2019
Mogeiro;136,3;03/2019
Montadas;104,9;03/2019
Monte Horebe;218,5;03/2019
Monteiro;167,5;03/2019
Mulungu;74,1;03/2019
Natuba;154,5;03/2019
Nazarezinho;237,1;03/2019
Nova Floresta;120,6;03/2019
Nova Olinda;153,1;03/2019
Nova Palmeira;153,2;03/2019
Olho d'Água;182,0;03/2019
Olivedos;117,0;03/2019
Ouro Velho;159,7;03/2019
Parari;106,7;03/2019
Passagem;204,9;03/2019
Patos;149,8;03/2019
Paulista;261,7;03/2019
Pedra Branca;188,4;03/2019
Pedra Lavrada;165,0;03/2019
Pedras de Fogo;184,0;03/2019
Piancó;228,0;03/2019
Picuí;83,1;03/2019
Pilar;251,0;03/2019
Pilões;90,0;03/2019
Pilõezinhos;128,1;03/2019
Pirpirituba;142,2;03/2019
Pitimbu;186,5;03/2019
Pocinhos;121,0;03/2019
Poço Dantas;192,4;03/2019
Poço de José de Moura;250,2;03/2019
Pombal;273,0;03/2019
Prata;167,7;03/2019
Princesa Isabel;176,6;03/2019
Puxinanã;134,0;03/2019
Queimadas;54,0;03/2019
