Município;Pluviometria observada (mm);Data
Água Branca;59,4;05/2013
Aguiar;74,8;05/2013
Alagoa Grande;62,2;05/2013
Alagoa Nova;82,0;05/2013
Alagoinha;110,0;05/2013
Alcantil;19,8;05/2013
Algodão de Jandaíra;20,3;05/2013
Alhandra;171,5;05/2013
Amparo;43,7;05/2013
Aparecida;90,9;05/2013
Araçagi;87,2;05/2013
Arara;43,3;05/2013
Araruna;83,8;05/2013
Areia;110,0;05/2013
Areia de Baraúnas;0,0;05/2013
Areial;50,0;05/2013
Aroeiras;31,1;05/2013
Assunção;0,0;05/2013
Baía da Traição;279,2;05/2013
Bananeiras;89,3;05/2013
Baraúna;13,0;05/2013
Barra de Santana;25,3;05/2013
Barra de Santa Rosa;24,9;05/2013
Barra de São Miguel;8,8;05/2013
Bayeux;160,5;05/2013
Belém;58,7;05/2013
Belém do Brejo do Cruz;180,0;05/2013
Bernardino Batista;99,2;05/2013
Boa Ventura;42,7;05/2013
Boa Vista;25,2;05/2013
Bom Jesus;114,5;05/2013
Bom Sucesso;57,1;05/2013
Bonito de Santa Fé;36,9;05/2013
Boqueirão;23,7;05/2013
Borborema;105,9;05/2013
Brejo do Cruz;57,4;05/2013
Brejo dos Santos;56,7;05/2013
Caaporã;208,7;05/2013
Cabaceiras;21,1;05/2013
Cabedelo;160,5;05/2013
Cachoeira dos Índios;132,3;05/2013
Cacimba de Areia;4,0;05/2013
Cacimba de Dentro;33,3;05/2013
Cacimbas;10,7;05/2013
Caiçara;86,6;05/2013
Cajazeiras;86,9;05/2013
Cajazeirinhas;86,2;05/2013
Caldas Brandão;109,0;05/2013
Camalaú;19,5;05/2013
Campina Grande;47,6;05/2013
Capim;113,5;05/2013
Caraúbas;13,0;05/2013
Carrapateira;66,0;05/2013
Casserengue;27,7;05/2013
Catingueira;21,7;05/2013
Catolé do Rocha;44,5;05/2013
Caturité;30,0;05/2013
Conceição;49,3;05/2013
Condado;28,2;05/2013
Congo;0,9;05/2013
Coremas;104,9;05/2013
Coxixola;60,0;05/2013
Cruz do Espírito Santo;117,1;05/2013
Cubati;20,2;05/2013
Cuité;96,4;05/2013
Cuité de Mamanguape;132,5;05/2013
Cuitegi;78,1;05/2013
Curral de Cima;89,1;05/2013
Curral Velho;68,5;05/2013
Damião;41,2;05/2013
Desterro;7,0;05/2013
Diamante;65,7;05/2013
Dona Inês;53,1;05/2013
Duas Estradas;79,8;05/2013
Emas;24,0;05/2013
Esperança;77,1;05/2013
Fagundes;63,2;05/2013
Frei Martinho;0,0;05/2013
Gado Bravo;45,5;05/2013
Guarabira;96,5;05/2013
Gurinhém;69,4;05/2013
Gurjão;6,0;05/2013
Ibiara;40,0;05/2013
Igaracy;107,6;05/2013
Imaculada;36,6;05/2013
Ingá;48,3;05/2013
Itabaiana;77,7;05/2013
Itaporanga;77,2;05/2013
Itapororoca;95,9;05/2013
Jacaraú;163,4;05/2013
Jericó;1,7;05/2013
João Pessoa;153,7;05/2013
Joca Claudino;56,0;05/2013
Juarez Távora;26,3;05/2013
Juazeirinho;10,1;05/2013
Junco do Seridó;11,4;05/2013
Juripiranga;104,4;05/2013
Juru;45,8;05/2013
Lagoa;30,8;05/2013
Lagoa de Dentro;92,1;05/2013
Lagoa Seca;78,8;05/2013
Lastro;74,1;05/2013
Livramento;0,0;05/2013
Logradouro;89,4;05/2013
Mãe d'Água;13,6;05/2013
Malta;42,3;05/2013
Mamanguape;189,9;05/2013
Manaíra;64,7;05/2013
Mari;105,8;05/2013
Marizópolis;65,3;05/2013
Massaranduba;73,1;05/2013
Mataraca;230,3;05/2013
Matinhas;25,5;05/2013
Mato Grosso;27,1;05/2013
Maturéia;69,0;05/2013
Mogeiro;94,5;05/2013
Montadas;37,9;05/2013
Monte Horebe;49,4;05/2013
Monteiro;48,4;05/2013
Mulungu;65,0;05/2013
Natuba;105,5;05/2013
Nazarezinho;77,2;05/2013
Nova Floresta;100,1;05/2013
Nova Olinda;33,0;05/2013
Nova Palmeira;16,4;05/2013
Olho d'Água;42,0;05/2013
Olivedos;38,4;05/2013
Ouro Velho;95,6;05/2013
Parari;20,4;05/2013
Passagem;0,0;05/2013
Patos;20,6;05/2013
Paulista;45,1;05/2013
Pedra Branca;53,1;05/2013
Pedra Lavrada;17,0;05/2013
Pedras de Fogo;140,3;05/2013
Piancó;63,9;05/2013
Picuí;17,9;05/2013
Pilar;59,8;05/2013
Pilões;109,7;05/2013
Pilõezinhos;94,7;05/2013
Pirpirituba;135,4;05/2013
Pitimbu;119,4;05/2013
Pocinhos;27,1;05/2013
Poço Dantas;77,2;05/2013
Poço de José de Moura;53,4;05/2013
Pombal;25,8;05/2013
Prata;113,5;05/2013
Princesa Isabel;58,6;05/2013
Puxinanã;61,8;05/2013
Queimadas;38,6;05/2013
Quixaba;9,7;05/2013
Remígio;79,4;05/2013
Riachão;34,0;05/2013
Riachão do Bacamarte;41,8;05/2013
Riacho de Santo Antônio;7,1;05/2013
Riacho dos Cavalos;24,1;05/2013
Rio Tinto;158,6;05/2013
Salgadinho;11,1;05/2013
Salgado de São Félix;59,2;05/2013
Santa Cecília;33,8;05/2013
Santa Cruz;72,1;05/2013
Santa Helena;122,6;05/2013
Santa Inês;50,5;05/2013
Santa Luzia;6,3;05/2013
Santana de Mangueira;42,6;05/2013
Santana dos Garrotes;20,8;05/2013
Santa Rita;162,1;05/2013
Santa Teresinha;20,0;05/2013
Santo André;13,3;05/2013
São Bentinho;28,3;05/2013
São Bento;76,6;05/2013
São Domingos;126,5;05/2013
São Domingos do Cariri;10,6;05/2013
São Francisco;40,8;05/2013
São João do Cariri;4,5;05/2013
São João do Rio do Peixe;117,8;05/2013
São João do Tigre;0,7;05/2013
São José da Lagoa Tapada;42,1;05/2013
São José de Caiana;72,1;05/2013
São José de Espinharas;72,0;05/2013
São José de Piranhas;63,1;05/2013
São José de Princesa;45,8;05/2013
São José do Bonfim;11,4;05/2013
São José do Brejo do Cruz;153,2;05/2013
São José do Sabugi;3,4;05/2013
São José dos Cordeiros;15,1;05/2013
São José dos Ramos;59,5;05/2013
São Mamede;39,8;05/2013
São Miguel de Taipu;126,7;05/2013
São Sebastião de Lagoa de Roça;64,4;05/2013
São Sebastião do Umbuzeiro;37,3;05/2013
