Município;Pluviometria observada (mm);Data
Água Branca;83,5;04/2002
Aguiar;65,5;04/2002
Alagoa Grande;29,7;04/2002
Alagoa Nova;86,4;04/2002
Alagoinha;72,7;04/2002
Alcantil;11,7;04/2002
Algodão de Jandaíra;0,0;04/2002
Alhandra;87,5;04/2002
Amparo;101,6;04/2002
Aparecida;109,5;04/2002
Araçagi;56,2;04/2002
Arara;31,2;04/2002
Araruna;38,7;04/2002
Areia;69,7;04/2002
Areial;8,0;04/2002
Aroeiras;10,6;04/2002
Baía da Traição;145,2;04/2002
Bananeiras;87,4;04/2002
Barra de Santana;5,4;04/2002
Barra de Santa Rosa;3,1;04/2002
Barra de São Miguel;6,2;04/2002
Bayeux;128,8;04/2002
Belém;26,6;04/2002
Belém do Brejo do Cruz;233,4;04/2002
Boa Ventura;26,0;04/2002
Boa Vista;4,0;04/2002
Bom Jesus;174,2;04/2002
Bom Sucesso;168,4;04/2002
Bonito de Santa Fé;32,8;04/2002
Boqueirão;2,0;04/2002
Borborema;78,1;04/2002
Brejo do Cruz;172,7;04/2002
Brejo dos Santos;290,4;04/2002
Caaporã;132,6;04/2002
Cabaceiras;0,0;04/2002
Cabedelo;224,5;04/2002
Cachoeira dos Índios;74,6;04/2002
Cacimba de Areia;148,4;04/2002
Cacimba de Dentro;34,1;04/2002
Caiçara;30,1;04/2002
Cajazeiras;146,0;04/2002
Cajazeirinhas;130,4;04/2002
Caldas Brandão;28,2;04/2002
Camalaú;37,0;04/2002
Campina Grande;17,8;04/2002
Campo de Santana;15,2;04/2002
Caraúbas;18,0;04/2002
Carrapateira;86,4;04/2002
Casserengue;8,1;04/2002
Catingueira;140,5;04/2002
Catolé do Rocha;228,7;04/2002
Caturité;6,6;04/2002
Conceição;84,8;04/2002
Condado;209,0;04/2002
Congo;43,0;04/2002
Coremas;102,8;04/2002
Coxixola;25,0;04/2002
Cruz do Espírito Santo;115,3;04/2002
Cubati;3,0;04/2002
Cuité;54,0;04/2002
Cuitegi;60,9;04/2002
Curral de Cima;129,9;04/2002
Curral Velho;66,5;04/2002
Damião;22,8;04/2002
Desterro;170,4;04/2002
Diamante;24,4;04/2002
Dona Inês;32,0;04/2002
Duas Estradas;50,5;04/2002
Emas;68,8;04/2002
Esperança;28,0;04/2002
Fagundes;15,2;04/2002
Frei Martinho;97,6;04/2002
Gado Bravo;33,0;04/2002
Guarabira;61,5;04/2002
Gurinhém;9,3;04/2002
Gurjão;17,6;04/2002
Ibiara;40,0;04/2002
Igaracy;97,6;04/2002
Imaculada;52,9;04/2002
Ingá;9,0;04/2002
Itabaiana;23,8;04/2002
Itaporanga;25,9;04/2002
Itapororoca;81,0;04/2002
Itatuba;10,4;04/2002
Jacaraú;67,4;04/2002
Jericó;310,6;04/2002
João Pessoa;155,9;04/2002
Juarez Távora;2,2;04/2002
Juazeirinho;74,6;04/2002
Junco do Seridó;23,8;04/2002
