Município;Pluviometria observada (mm);Data
Água Branca;19,6;05/2015
Aguiar;3,7;05/2015
Alagoa Grande;38,0;05/2015
Alagoa Nova;71,5;05/2015
Alagoinha;40,7;05/2015
Alcantil;26,9;05/2015
Algodão de Jandaíra;11,9;05/2015
Alhandra;114,3;05/2015
Amparo;5,4;05/2015
Aparecida;1,7;05/2015
Araçagi;60,1;05/2015
Arara;30,8;05/2015
Araruna;57,2;05/2015
Areia;91,2;05/2015
Areia de Baraúnas;0,0;05/2015
Areial;18,4;05/2015
Aroeiras;18,2;05/2015
Assunção;0,0;05/2015
Baía da Traição;110,1;05/2015
Bananeiras;77,3;05/2015
Baraúna;3,5;05/2015
Barra de Santana;18,6;05/2015
Barra de Santa Rosa;4,4;05/2015
Barra de São Miguel;2,9;05/2015
Bayeux;134,2;05/2015
Belém;55,2;05/2015
Belém do Brejo do Cruz;14,6;05/2015
Bernardino Batista;108,9;05/2015
Boa Ventura;80,7;05/2015
Boa Vista;9,1;05/2015
Bom Jesus;34,0;05/2015
Bom Sucesso;16,1;05/2015
Bonito de Santa Fé;50,0;05/2015
Boqueirão;27,3;05/2015
Borborema;69,9;05/2015
Brejo do Cruz;27,9;05/2015
Brejo dos Santos;8,5;05/2015
Caaporã;145,8;05/2015
Cabaceiras;20,8;05/2015
Cabedelo;96,5;05/2015
Cachoeira dos Índios;18,8;05/2015
Cacimba de Areia;0,0;05/2015
Cacimba de Dentro;21,1;05/2015
Cacimbas;0,0;05/2015
Caiçara;35,6;05/2015
Cajazeiras;42,3;05/2015
Cajazeirinhas;7,7;05/2015
Caldas Brandão;43,4;05/2015
Camalaú;6,8;05/2015
Campina Grande;10,4;05/2015
Capim;110,0;05/2015
Caraúbas;3,1;05/2015
Carrapateira;28,8;05/2015
Casserengue;16,4;05/2015
Catingueira;0,0;05/2015
Catolé do Rocha;50,9;05/2015
Caturité;17,0;05/2015
Conceição;23,8;05/2015
Condado;39,0;05/2015
Congo;0,5;05/2015
Coremas;6,4;05/2015
Coxixola;9,4;05/2015
Cruz do Espírito Santo;50,2;05/2015
Cubati;7,0;05/2015
Cuité;0,0;05/2015
Cuité de Mamanguape;38,1;05/2015
Cuitegi;29,9;05/2015
Curral Velho;55,8;05/2015
Damião;14,4;05/2015
Desterro;0,0;05/2015
Diamante;116,0;05/2015
Dona Inês;68,3;05/2015
Duas Estradas;68,6;05/2015
Emas;10,3;05/2015
Esperança;46,4;05/2015
Fagundes;19,8;05/2015
Frei Martinho;2,1;05/2015
