Município;Pluviometria observada (mm);Data
Água Branca;88,2;06/2011
Aguiar;29,1;06/2011
Alagoa Grande;157,5;06/2011
Alagoa Nova;120,0;06/2011
Alagoinha;120,5;06/2011
Alcantil;79,7;06/2011
Algodão de Jandaíra;34,0;06/2011
Alhandra;288,8;06/2011
Amparo;30,5;06/2011
Aparecida;18,3;06/2011
Araçagi;97,4;06/2011
Arara;79,9;06/2011
Araruna;62,5;06/2011
Areia;181,4;06/2011
Areial;117,2;06/2011
Aroeiras;59,4;06/2011
Assunção;37,1;06/2011
Baía da Traição;216,7;06/2011
Bananeiras;129,6;06/2011
Baraúna;59,0;06/2011
Barra de Santana;53,9;06/2011
Barra de Santa Rosa;28,0;06/2011
Barra de São Miguel;27,1;06/2011
Bayeux;189,3;06/2011
Belém;96,4;06/2011
Belém do Brejo do Cruz;4,7;06/2011
Bernardino Batista;78,8;06/2011
Boa Ventura;11,9;06/2011
Boa Vista;63,2;06/2011
Bom Jesus;42,9;06/2011
Bom Sucesso;18,0;06/2011
Bonito de Santa Fé;14,0;06/2011
Boqueirão;56,6;06/2011
Borborema;131,6;06/2011
Brejo do Cruz;31,8;06/2011
Brejo dos Santos;49,4;06/2011
Caaporã;303,4;06/2011
Cabaceiras;48,3;06/2011
Cabedelo;208,1;06/2011
Cachoeira dos Índios;16,2;06/2011
Cacimba de Areia;0,0;06/2011
Cacimba de Dentro;65,2;06/2011
Cacimbas;0,0;06/2011
Caiçara;52,6;06/2011
Cajazeiras;46,7;06/2011
Cajazeirinhas;45,8;06/2011
Caldas Brandão;161,6;06/2011
Camalaú;34,7;06/2011
Campina Grande;115,4;06/2011
Capim;129,7;06/2011
Caraúbas;23,3;06/2011
Carrapateira;19,0;06/2011
Casserengue;42,1;06/2011
Catingueira;16,3;06/2011
Catolé do Rocha;56,7;06/2011
Caturité;46,9;06/2011
Conceição;4,2;06/2011
Condado;13,4;06/2011
Conde;212,6;06/2011
Congo;11,7;06/2011
Coremas;0,0;06/2011
Coxixola;26,7;06/2011
Cruz do Espírito Santo;152,1;06/2011
Cubati;36,4;06/2011
Cuité;34,1;06/2011
Cuité de Mamanguape;125,6;06/2011
Cuitegi;83,2;06/2011
Curral de Cima;101,6;06/2011
Curral Velho;0,0;06/2011
Damião;45,9;06/2011
Desterro;7,0;06/2011
Diamante;0,0;06/2011
Dona Inês;74,7;06/2011
Duas Estradas;81,3;06/2011
Emas;22,1;06/2011
Esperança;120,4;06/2011
Fagundes;81,4;06/2011
Frei Martinho;4,7;06/2011
Gado Bravo;61,9;06/2011
Guarabira;102,7;06/2011
Gurinhém;130,7;06/2011
Gurjão;42,3;06/2011
Ibiara;2,0;06/2011
Igaracy;32,0;06/2011
Imaculada;23,9;06/2011
Ingá;133,9;06/2011
Itabaiana;152,6;06/2011
Itaporanga;20,8;06/2011
Itapororoca;87,8;06/2011
Itatuba;105,3;06/2011
Jacaraú;113,5;06/2011
Jericó;15,3;06/2011
João Pessoa;207,8;06/2011
Joca Claudino;41,2;06/2011
Juarez Távora;146,4;06/2011
Juazeirinho;42,9;06/2011
Junco do Seridó;33,0;06/2011
Juripiranga;176,4;06/2011
Juru;26,9;06/2011
Lagoa;14,0;06/2011
Lagoa de Dentro;78,1;06/2011
Lagoa Seca;200,2;06/2011
Lastro;48,6;06/2011
Livramento;12,8;06/2011
Logradouro;76,2;06/2011
Mãe d'Água;11,0;06/2011
Malta;6,6;06/2011
Mamanguape;152,0;06/2011
Manaíra;13,5;06/2011
Marcação;212,7;06/2011
Mari;153,1;06/2011
Marizópolis;63,2;06/2011
Massaranduba;162,3;06/2011
Mataraca;205,5;06/2011
Matinhas;189,8;06/2011
Mato Grosso;17,6;06/2011
Mogeiro;141,0;06/2011
Montadas;94,3;06/2011
Monte Horebe;5,8;06/2011
Monteiro;35,1;06/2011
Mulungu;118,3;06/2011
Natuba;176,5;06/2011
