Município;Pluviometria observada (mm);Data
Água Branca;116,0;03/1998
Aguiar;67,2;03/1998
Alagoa Grande;73,2;03/1998
Alagoa Nova;8,0;03/1998
Alagoinha;63,2;03/1998
Algodão de Jandaíra;19,2;03/1998
Alhandra;46,2;03/1998
Amparo;34,6;03/1998
Aparecida;121,0;03/1998
Araçagi;62,0;03/1998
Arara;30,9;03/1998
Araruna;104,0;03/1998
Areia;146,5;03/1998
Areial;41,4;03/1998
Aroeiras;34,7;03/1998
Baía da Traição;103,7;03/1998
Bananeiras;102,3;03/1998
Barra de Santana;26,1;03/1998
Barra de Santa Rosa;13,6;03/1998
Barra de São Miguel;10,8;03/1998
Bayeux;48,1;03/1998
Belém;51,8;03/1998
Belém do Brejo do Cruz;148,8;03/1998
Boa Ventura;73,9;03/1998
Boa Vista;6,8;03/1998
Bom Jesus;90,0;03/1998
Bom Sucesso;34,8;03/1998
Bonito de Santa Fé;151,2;03/1998
Boqueirão;19,9;03/1998
Borborema;119,4;03/1998
Brejo do Cruz;77,6;03/1998
Brejo dos Santos;39,3;03/1998
Caaporã;67,5;03/1998
Cabaceiras;22,5;03/1998
Cachoeira dos Índios;201,0;03/1998
Cacimba de Areia;50,6;03/1998
Cacimba de Dentro;77,5;03/1998
Caiçara;44,8;03/1998
Cajazeiras;86,4;03/1998
Caldas Brandão;71,0;03/1998
Camalaú;18,6;03/1998
Campina Grande;43,1;03/1998
Campo de Santana;37,7;03/1998
Caraúbas;9,5;03/1998
Carrapateira;125,9;03/1998
Casserengue;46,6;03/1998
Catingueira;69,4;03/1998
Catolé do Rocha;60,3;03/1998
Caturité;14,5;03/1998
Conceição;127,8;03/1998
Condado;89,4;03/1998
Conde;42,4;03/1998
Congo;0,0;03/1998
Coremas;101,8;03/1998
Coxixola;35,2;03/1998
Cruz do Espírito Santo;46,5;03/1998
Cubati;12,4;03/1998
Cuité;45,0;03/1998
Cuitegi;81,9;03/1998
Curral Velho;82,6;03/1998
Desterro;100,3;03/1998
Diamante;100,8;03/1998
Dona Inês;75,4;03/1998
Duas Estradas;57,0;03/1998
Emas;30,0;03/1998
Esperança;50,7;03/1998
Fagundes;72,4;03/1998
Frei Martinho;13,4;03/1998
Gado Bravo;17,1;03/1998
Guarabira;85,2;03/1998
Gurinhém;59,5;03/1998
Gurjão;36,2;03/1998
Ibiara;100,7;03/1998
Igaracy;135,2;03/1998
Imaculada;75,5;03/1998
Ingá;57,4;03/1998
Itabaiana;44,2;03/1998
Itaporanga;145,4;03/1998
Itapororoca;56,8;03/1998
Itatuba;26,3;03/1998
Jacaraú;32,7;03/1998
Jericó;67,2;03/1998
João Pessoa;42,4;03/1998
Juarez Távora;55,1;03/1998
Juazeirinho;23,8;03/1998
Junco do Seridó;85,1;03/1998
Juripiranga;41,4;03/1998
Juru;68,6;03/1998
Lagoa;73,4;03/1998
Lagoa de Dentro;47,2;03/1998
Lagoa Seca;40,6;03/1998
Lastro;62,0;03/1998
Livramento;49,8;03/1998
Lucena;98,0;03/1998
Mãe D`Água;32,8;03/1998
Malta;61,3;03/1998
Mamanguape;66,4;03/1998
Manaíra;66,3;03/1998
Mari;54,4;03/1998
Massaranduba;42,4;03/1998
Mataraca;82,5;03/1998
Mogeiro;38,2;03/1998
Montadas;7,5;03/1998
Monte Horebe;166,4;03/1998
Monteiro;22,4;03/1998
Mulungu;70,6;03/1998
Natuba;42,9;03/1998
Nazarezinho;106,9;03/1998
Nova Floresta;46,0;03/1998
Nova Olinda;90,9;03/1998
Nova Palmeira;35,8;03/1998
Olho D`Água;178,1;03/1998
Olivedos;19,5;03/1998
Ouro Velho;88,8;03/1998
Passagem;49,7;03/1998
Patos;60,8;03/1998
Paulista;51,6;03/1998
Pedra Branca;67,3;03/1998
Pedra Lavrada;110,4;03/1998
Pedras de Fogo;59,4;03/1998
Piancó;82,7;03/1998
Picuí;19,5;03/1998
Pilar;22,0;03/1998
Pilões;140,0;03/1998
Pilõezinhos;48,6;03/1998
Pirpirituba;49,2;03/1998
Pocinhos;24,4;03/1998
Pombal;143,5;03/1998
Prata;55,9;03/1998
Princesa Isabel;115,8;03/1998
Puxinanã;38,2;03/1998
Queimadas;72,1;03/1998
Quixaba;37,4;03/1998
Remígio;97,2;03/1998
Riacho de Santo Antônio;36,0;03/1998
Riacho dos Cavalos;8,9;03/1998
Rio Tinto;77,4;03/1998
Salgadinho;17,1;03/1998
Salgado de São Félix;46,5;03/1998
Santa Cruz;74,9;03/1998
Santa Helena;83,8;03/1998
Santa Luzia;56,3;03/1998
Santana de Mangueira;70,8;03/1998
Santana dos Garrotes;74,8;03/1998
Santa Teresinha;137,2;03/1998
São Bento;47,2;03/1998
São Francisco;145,0;03/1998
São João do Cariri;11,5;03/1998
São João do Rio do Peixe;102,0;03/1998
São João do Tigre;16,8;03/1998
São José da Lagoa Tapada;136,4;03/1998
São José de Caiana;191,0;03/1998
São José de Espinharas;38,2;03/1998
São José de Piranhas;104,6;03/1998
São José do Bonfim;42,9;03/1998
São José do Sabugi;30,8;03/1998
São José dos Cordeiros;5,0;03/1998
São Mamede;39,4;03/1998
São Miguel de Taipu;28,6;03/1998
São Sebastião de Lagoa de Roça;60,7;03/1998
São Sebastião do Umbuzeiro;18,0;03/1998
São Vicente do Seridó;21,7;03/1998
Sapé;38,2;03/1998
Serra Branca;10,3;03/1998
Serra da Raiz;66,6;03/1998
Serra Grande;131,3;03/1998
Serra Redonda;37,9;03/1998
Serraria;124,2;03/1998
Solânea;73,8;03/1998
Soledade;18,1;03/1998
Sossêgo;14,0;03/1998
Sousa;81,9;03/1998
Sumé;17,7;03/1998
Taperoá;81,0;03/1998
Tavares;56,6;03/1998
Teixeira;55,9;03/1998
Triunfo;132,0;03/1998
Uiraúna;85,3;03/1998
Umbuzeiro;29,7;03/1998
Várzea;27,3;03/1998
Vista Serrana;65,0;03/1998
