Município;Pluviometria observada (mm);Data
Água Branca;19,0;05/2012
Aguiar;39,3;05/2012
Alagoa Grande;91,3;05/2012
Alagoa Nova;79,3;05/2012
Alagoinha;87,2;05/2012
Alcantil;23,0;05/2012
Algodão de Jandaíra;12,9;05/2012
Alhandra;124,6;05/2012
Amparo;2,0;05/2012
Aparecida;0,0;05/2012
Araçagi;50,3;05/2012
Arara;23,9;05/2012
Araruna;38,5;05/2012
Areia;102,5;05/2012
Areial;57,1;05/2012
Aroeiras;43,4;05/2012
Assunção;15,0;05/2012
Baía da Traição;131,2;05/2012
Bananeiras;83,2;05/2012
Baraúna;24,5;05/2012
Barra de Santana;36,6;05/2012
Barra de Santa Rosa;19,5;05/2012
Barra de São Miguel;12,8;05/2012
Bayeux;140,3;05/2012
Belém;45,6;05/2012
Belém do Brejo do Cruz;11,1;05/2012
Bernardino Batista;37,6;05/2012
Boa Ventura;25,5;05/2012
Boa Vista;11,4;05/2012
Bom Jesus;19,5;05/2012
Bom Sucesso;9,7;05/2012
Bonito de Santa Fé;49,0;05/2012
Boqueirão;22,5;05/2012
Borborema;78,3;05/2012
Brejo do Cruz;3,2;05/2012
Brejo dos Santos;5,0;05/2012
Caaporã;144,0;05/2012
Cabaceiras;18,4;05/2012
Cabedelo;194,6;05/2012
Cachoeira dos Índios;18,1;05/2012
Cacimba de Areia;0,0;05/2012
Cacimba de Dentro;44,5;05/2012
Cacimbas;0,0;05/2012
Caiçara;38,0;05/2012
Cajazeiras;41,2;05/2012
Cajazeirinhas;10,7;05/2012
Caldas Brandão;67,1;05/2012
Camalaú;1,5;05/2012
Campina Grande;49,3;05/2012
Capim;69,0;05/2012
Caraúbas;6,5;05/2012
Carrapateira;27,6;05/2012
Casserengue;20,5;05/2012
Catingueira;0,0;05/2012
Catolé do Rocha;0,7;05/2012
Caturité;25,7;05/2012
Conceição;19,1;05/2012
Condado;0,0;05/2012
Congo;0,0;05/2012
Coremas;20,5;05/2012
Coxixola;10,5;05/2012
Cruz do Espírito Santo;78,6;05/2012
Cubati;19,4;05/2012
Cuité;24,6;05/2012
Cuité de Mamanguape;56,1;05/2012
Cuitegi;83,3;05/2012
Curral de Cima;90,6;05/2012
Curral Velho;5,3;05/2012
Damião;41,1;05/2012
Desterro;0,0;05/2012
Diamante;21,3;05/2012
Dona Inês;38,6;05/2012
Duas Estradas;42,9;05/2012
Emas;15,3;05/2012
Esperança;60,9;05/2012
Fagundes;78,5;05/2012
Frei Martinho;5,6;05/2012
Gado Bravo;33,8;05/2012
Guarabira;56,6;05/2012
Gurinhém;37,4;05/2012
Gurjão;13,7;05/2012
Ibiara;21,0;05/2012
Igaracy;33,0;05/2012
Imaculada;8,8;05/2012
Ingá;44,6;05/2012
Itabaiana;64,5;05/2012
Itaporanga;60,4;05/2012
Itapororoca;70,5;05/2012
Itatuba;48,7;05/2012
Jacaraú;95,7;05/2012
Jericó;0,7;05/2012
João Pessoa;170,5;05/2012
Joca Claudino;36,3;05/2012
Juarez Távora;81,5;05/2012
Juazeirinho;4,5;05/2012
Junco do Seridó;12,5;05/2012
Juripiranga;84,2;05/2012
Juru;13,5;05/2012
Lagoa;0,0;05/2012
Lagoa de Dentro;45,7;05/2012
Lagoa Seca;75,6;05/2012
Lastro;2,4;05/2012
Livramento;0,0;05/2012
Logradouro;38,8;05/2012
Mãe d'Água;0,0;05/2012
Malta;0,0;05/2012
Mamanguape;114,6;05/2012
Manaíra;12,4;05/2012
Mari;60,2;05/2012
Marizópolis;7,3;05/2012
Massaranduba;117,2;05/2012
Mataraca;116,6;05/2012
Matinhas;99,9;05/2012
Mato Grosso;1,8;05/2012
Mogeiro;40,3;05/2012
Montadas;54,6;05/2012
Monte Horebe;59,0;05/2012
Monteiro;28,3;05/2012
Mulungu;61,1;05/2012
Natuba;72,1;05/2012
Nazarezinho;35,7;05/2012
Nova Floresta;33,2;05/2012
Nova Olinda;20,0;05/2012
Nova Palmeira;0,0;05/2012
Olho d'Água;15,0;05/2012
Olivedos;22,5;05/2012
Ouro Velho;0,0;05/2012
Parari;10,0;05/2012
Passagem;0,0;05/2012
Patos;0,0;05/2012
Paulista;0,0;05/2012
Pedra Branca;27,2;05/2012
Pedra Lavrada;0,0;05/2012
Pedras de Fogo;135,7;05/2012
Pedro Régis;63,6;05/2012
Piancó;4,0;05/2012
Picuí;5,0;05/2012
Pilar;40,8;05/2012
Pilões;79,3;05/2012
Pilõezinhos;72,9;05/2012
Pirpirituba;77,6;05/2012
Pitimbu;92,8;05/2012
Pocinhos;18,0;05/2012
Poço Dantas;68,0;05/2012
Poço de José de Moura;36,1;05/2012
Pombal;5,3;05/2012
Prata;7,7;05/2012
Princesa Isabel;17,8;05/2012
Puxinanã;36,9;05/2012
Queimadas;64,8;05/2012
Quixaba;0,0;05/2012
Remígio;76,4;05/2012
Riachão;23,0;05/2012
Riachão do Bacamarte;45,8;05/2012
Riacho de Santo Antônio;8,5;05/2012
Riacho dos Cavalos;0,0;05/2012
Rio Tinto;125,0;05/2012
Salgadinho;0,0;05/2012
Salgado de São Félix;41,4;05/2012
Santa Cecília;22,3;05/2012
Santa Cruz;0,0;05/2012
Santa Helena;32,4;05/2012
Santa Inês;13,4;05/2012
Santa Luzia;1,4;05/2012
Santana de Mangueira;19,7;05/2012
Santana dos Garrotes;5,0;05/2012
Santa Rita;98,6;05/2012
Santa Teresinha;0,0;05/2012
Santo André;10,7;05/2012
São Bentinho;0,0;05/2012
São Bento;0,0;05/2012
São Domingos;0,0;05/2012
São Domingos do Cariri;8,0;05/2012
São Francisco;0,0;05/2012
São João do Cariri;10,7;05/2012
São João do Rio do Peixe;14,0;05/2012
São João do Tigre;0,0;05/2012
São José da Lagoa Tapada;58,2;05/2012
São José de Caiana;140,0;05/2012
São José de Espinharas;0,0;05/2012
São José de Piranhas;42,7;05/2012
São José de Princesa;17,0;05/2012
São José do Bonfim;0,0;05/2012
São José do Brejo do Cruz;0,0;05/2012
São José do Sabugi;0,0;05/2012
São José dos Cordeiros;11,7;05/2012
São José dos Ramos;51,7;05/2012
São Mamede;5,3;05/2012
São Miguel de Taipu;63,3;05/2012
São Sebastião de Lagoa de Roça;74,4;05/2012
São Sebastião do Umbuzeiro;4,8;05/2012
São Vicente do Seridó;12,4;05/2012
Sapé;55,2;05/2012
Serra Branca;7,1;05/2012
Serra da Raiz;71,6;05/2012
Serra Grande;104,6;05/2012
Serra Redonda;88,2;05/2012
Serraria;91,8;05/2012
Sertãozinho;51,3;05/2012
Sobrado;80,2;05/2012
Solânea;73,7;05/2012
Soledade;18,6;05/2012
Sossêgo;17,8;05/2012
Sousa;7,3;05/2012
Sumé;2,8;05/2012
Tacima;23,2;05/2012
Taperoá;3,7;05/2012
Tavares;65,0;05/2012
Teixeira;0,0;05/2012
Tenório;0,0;05/2012
Triunfo;64,4;05/2012
Uiraúna;28,0;05/2012
Umbuzeiro;54,7;05/2012
Várzea;7,0;05/2012
Vieirópolis;10,0;05/2012
Vista Serrana;9,0;05/2012
Zabelê;1,2;05/2012
