Município;Pluviometria observada (mm);Data
Água Branca;0,0;09/1995
Aguiar;0,0;09/1995
Alagoa Grande;5,0;09/1995
Alagoa Nova;2,1;09/1995
Alagoinha;3,0;09/1995
Algodão de Jandaíra;0,0;09/1995
Alhandra;18,3;09/1995
Aparecida;0,0;09/1995
Araçagi;0,5;09/1995
Araruna;2,0;09/1995
Areia;9,7;09/1995
Areial;0,0;09/1995
Aroeiras;0,0;09/1995
Baía da Traição;44,5;09/1995
Bananeiras;2,2;09/1995
Barra de Santana;0,0;09/1995
Barra de Santa Rosa;0,0;09/1995
Barra de São Miguel;0,0;09/1995
Belém;3,8;09/1995
Belém do Brejo do Cruz;0,0;09/1995
Boa Ventura;0,0;09/1995
Boa Vista;0,0;09/1995
Bom Sucesso;0,0;09/1995
Bonito de Santa Fé;0,0;09/1995
Boqueirão;0,0;09/1995
Brejo do Cruz;0,0;09/1995
Brejo dos Santos;0,0;09/1995
Cabaceiras;1,0;09/1995
Cachoeira dos Índios;0,0;09/1995
Cacimba de Areia;0,0;09/1995
Cacimba de Dentro;0,0;09/1995
Caiçara;0,0;09/1995
Cajazeiras;0,0;09/1995
Caldas Brandão;6,9;09/1995
Camalaú;0,0;09/1995
Campina Grande;0,9;09/1995
Campo de Santana;0,0;09/1995
Caraúbas;0,0;09/1995
Casserengue;0,0;09/1995
Catingueira;0,0;09/1995
Catolé do Rocha;0,0;09/1995
Conceição;0,0;09/1995
Condado;0,0;09/1995
Congo;0,0;09/1995
Coremas;0,0;09/1995
Coxixola;0,0;09/1995
Cuité;0,0;09/1995
Desterro;0,0;09/1995
Dona Inês;0,0;09/1995
Emas;0,0;09/1995
Esperança;1,9;09/1995
Fagundes;4,6;09/1995
Gado Bravo;0,0;09/1995
Guarabira;1,5;09/1995
Gurinhém;1,0;09/1995
Gurjão;0,0;09/1995
Ibiara;0,0;09/1995
Igaracy;0,0;09/1995
Imaculada;0,0;09/1995
Ingá;0,0;09/1995
Itabaiana;1,0;09/1995
Itaporanga;0,0;09/1995
Itapororoca;3,0;09/1995
Itatuba;0,0;09/1995
Jacaraú;9,0;09/1995
Jericó;0,0;09/1995
João Pessoa;22,0;09/1995
Juarez Távora;0,0;09/1995
Juazeirinho;0,1;09/1995
Junco do Seridó;0,6;09/1995
Juru;0,0;09/1995
Lagoa;0,0;09/1995
Lagoa de Dentro;2,6;09/1995
Lagoa Seca;0,8;09/1995
Livramento;0,0;09/1995
Mãe D`Água;0,0;09/1995
Malta;0,0;09/1995
Mamanguape;12,0;09/1995
Manaíra;0,0;09/1995
Massaranduba;0,0;09/1995
Mogeiro;1,8;09/1995
Monteiro;0,0;09/1995
Mulungu;1,9;09/1995
Nazarezinho;0,0;09/1995
Nova Olinda;0,0;09/1995
Nova Palmeira;0,0;09/1995
Olho D`Água;0,0;09/1995
Olivedos;1,0;09/1995
Ouro Velho;0,0;09/1995
Passagem;0,0;09/1995
Patos;0,0;09/1995
Paulista;0,0;09/1995
Pedra Lavrada;0,0;09/1995
Pedras de Fogo;11,7;09/1995
Piancó;0,0;09/1995
Picuí;0,0;09/1995
Pilar;0,0;09/1995
Pilões;0,8;09/1995
Pocinhos;0,0;09/1995
Pombal;0,0;09/1995
Prata;0,0;09/1995
Princesa Isabel;0,0;09/1995
Puxinanã;2,2;09/1995
Queimadas;2,5;09/1995
Remígio;1,8;09/1995
Riacho de Santo Antônio;0,0;09/1995
Riacho dos Cavalos;0,0;09/1995
Rio Tinto;26,5;09/1995
Salgadinho;0,0;09/1995
Santa Luzia;0,0;09/1995
Santana de Mangueira;0,0;09/1995
Santana dos Garrotes;0,0;09/1995
Santa Teresinha;0,0;09/1995
São Bento;0,0;09/1995
São Francisco;0,0;09/1995
São João do Cariri;1,3;09/1995
São João do Rio do Peixe;0,0;09/1995
São João do Tigre;0,0;09/1995
São José da Lagoa Tapada;0,0;09/1995
São José de Espinharas;0,0;09/1995
São José de Piranhas;0,0;09/1995
São José do Sabugi;0,0;09/1995
São José dos Cordeiros;0,0;09/1995
São Mamede;0,0;09/1995
São Miguel de Taipu;2,0;09/1995
São Sebastião do Umbuzeiro;0,0;09/1995
São Vicente do Seridó;0,0;09/1995
Sapé;6,4;09/1995
Serra Branca;0,0;09/1995
Serra da Raiz;7,0;09/1995
Serra Grande;0,0;09/1995
Serraria;3,6;09/1995
Solânea;3,0;09/1995
Soledade;0,3;09/1995
Sossêgo;0,0;09/1995
Sousa;0,0;09/1995
Sumé;0,0;09/1995
Taperoá;0,0;09/1995
Teixeira;0,0;09/1995
Triunfo;0,0;09/1995
Uiraúna;0,0;09/1995
Umbuzeiro;0,4;09/1995
Várzea;0,0;09/1995
Vista Serrana;0,0;09/1995
