Município;Pluviometria observada (mm);Data
Água Branca;88,6;04/2011
Aguiar;176,6;04/2011
Alagoa Grande;123,6;04/2011
Alagoa Nova;197,4;04/2011
Alagoinha;195,4;04/2011
Alcantil;124,4;04/2011
Algodão de Jandaíra;121,4;04/2011
Alhandra;426,6;04/2011
Amparo;50,9;04/2011
Aparecida;293,2;04/2011
Araçagi;226,8;04/2011
Arara;86,2;04/2011
Araruna;203,8;04/2011
Areia;280,2;04/2011
Areial;152,0;04/2011
Aroeiras;128,8;04/2011
Assunção;101,6;04/2011
Baía da Traição;448,0;04/2011
Bananeiras;195,6;04/2011
Baraúna;142,7;04/2011
Barra de Santana;171,8;04/2011
Barra de Santa Rosa;138,5;04/2011
Barra de São Miguel;238,4;04/2011
Bayeux;507,1;04/2011
Belém;177,0;04/2011
Belém do Brejo do Cruz;240,0;04/2011
Bernardino Batista;162,6;04/2011
Boa Ventura;204,7;04/2011
Boa Vista;109,2;04/2011
Bom Jesus;256,8;04/2011
Bom Sucesso;229,2;04/2011
Bonito de Santa Fé;101,6;04/2011
Boqueirão;209,3;04/2011
Borborema;200,6;04/2011
Brejo do Cruz;197,1;04/2011
Brejo dos Santos;215,7;04/2011
Caaporã;341,1;04/2011
Cabaceiras;85,9;04/2011
Cabedelo;425,9;04/2011
Cachoeira dos Índios;122,2;04/2011
Cacimba de Areia;135,9;04/2011
Cacimba de Dentro;164,3;04/2011
Cacimbas;153,8;04/2011
Caiçara;169,0;04/2011
Cajazeiras;172,8;04/2011
Cajazeirinhas;249,1;04/2011
Caldas Brandão;176,8;04/2011
Camalaú;31,5;04/2011
Campina Grande;172,3;04/2011
Capim;175,2;04/2011
Caraúbas;51,5;04/2011
Carrapateira;147,2;04/2011
Casserengue;144,8;04/2011
Catingueira;166,0;04/2011
Catolé do Rocha;223,6;04/2011
Caturité;128,6;04/2011
Conceição;106,0;04/2011
Condado;227,9;04/2011
Congo;72,5;04/2011
Coremas;143,0;04/2011
Coxixola;255,4;04/2011
Cruz do Espírito Santo;297,3;04/2011
Cubati;146,6;04/2011
Cuité;165,2;04/2011
Cuité de Mamanguape;185,9;04/2011
Cuitegi;226,7;04/2011
Curral de Cima;165,2;04/2011
Curral Velho;118,9;04/2011
Damião;146,7;04/2011
Desterro;255,7;04/2011
Diamante;237,8;04/2011
Dona Inês;140,1;04/2011
Duas Estradas;278,4;04/2011
Emas;119,3;04/2011
Esperança;158,0;04/2011
Fagundes;201,7;04/2011
Frei Martinho;182,8;04/2011
Gado Bravo;82,9;04/2011
Guarabira;150,7;04/2011
Gurinhém;248,6;04/2011
Gurjão;153,9;04/2011
Ibiara;142,6;04/2011
Igaracy;131,2;04/2011
Imaculada;91,3;04/2011
Ingá;192,5;04/2011
Itabaiana;112,0;04/2011
Itaporanga;128,4;04/2011
Itapororoca;109,4;04/2011
Itatuba;94,7;04/2011
Jacaraú;243,9;04/2011
Jericó;234,5;04/2011
João Pessoa;453,3;04/2011
Joca Claudino;83,4;04/2011
Juarez Távora;185,6;04/2011
Juazeirinho;141,5;04/2011
Junco do Seridó;194,8;04/2011
Juripiranga;196,8;04/2011
Juru;67,3;04/2011
Lagoa;125,4;04/2011
Lagoa de Dentro;202,9;04/2011
Lagoa Seca;184,6;04/2011
Lastro;97,5;04/2011
Livramento;109,1;04/2011
Logradouro;167,2;04/2011
Mãe d'Água;143,3;04/2011
Malta;228,5;04/2011
Mamanguape;306,4;04/2011
Manaíra;151,8;04/2011
Marcação;631,2;04/2011
Mari;181,0;04/2011
Marizópolis;162,9;04/2011
Massaranduba;124,9;04/2011
Mataraca;347,4;04/2011
Matinhas;206,4;04/2011
Mato Grosso;244,7;04/2011
Mogeiro;161,2;04/2011
Montadas;126,3;04/2011
