Município;Pluviometria observada (mm);Data
Água Branca;188,6;03/2016
Aguiar;243,8;03/2016
Alagoa Grande;55,4;03/2016
Alagoa Nova;90,1;03/2016
Alagoinha;70,4;03/2016
Alcantil;28,0;03/2016
Algodão de Jandaíra;4,7;03/2016
Alhandra;189,1;03/2016
Amparo;21,7;03/2016
Aparecida;347,5;03/2016
Araçagi;88,2;03/2016
Arara;136,0;03/2016
Araruna;68,0;03/2016
Areia;136,8;03/2016
Areia de Baraúnas;128,3;03/2016
Areial;68,0;03/2016
Aroeiras;13,0;03/2016
Assunção;130,2;03/2016
Baía da Traição;85,2;03/2016
Bananeiras;204,4;03/2016
Baraúna;30,0;03/2016
Barra de Santana;0,0;03/2016
Barra de Santa Rosa;8,7;03/2016
Barra de São Miguel;0,0;03/2016
Bayeux;154,9;03/2016
Belém;74,6;03/2016
Belém do Brejo do Cruz;119,9;03/2016
Bernardino Batista;192,1;03/2016
Boa Ventura;118,9;03/2016
Boa Vista;13,4;03/2016
Bom Jesus;323,4;03/2016
Bom Sucesso;139,0;03/2016
Bonito de Santa Fé;95,3;03/2016
Boqueirão;1,9;03/2016
Borborema;206,9;03/2016
Brejo do Cruz;202,5;03/2016
Brejo dos Santos;107,1;03/2016
Caaporã;216,3;03/2016
Cabaceiras;3,3;03/2016
Cabedelo;127,1;03/2016
Cachoeira dos Índios;570,6;03/2016
Cacimba de Areia;326,0;03/2016
Cacimba de Dentro;62,6;03/2016
Cacimbas;140,0;03/2016
Caiçara;58,0;03/2016
Cajazeiras;336,3;03/2016
Cajazeirinhas;275,1;03/2016
Caldas Brandão;40,2;03/2016
Camalaú;85,9;03/2016
Campina Grande;44,4;03/2016
Capim;84,2;03/2016
Caraúbas;7,6;03/2016
Carrapateira;300,5;03/2016
Casserengue;36,5;03/2016
Catingueira;124,0;03/2016
Catolé do Rocha;143,1;03/2016
Caturité;18,4;03/2016
Conceição;201,2;03/2016
Condado;171,0;03/2016
Conde;151,3;03/2016
Congo;15,3;03/2016
Coremas;183,6;03/2016
Coxixola;16,4;03/2016
Cruz do Espírito Santo;116,9;03/2016
Cubati;68,8;03/2016
Cuité;63,5;03/2016
Cuité de Mamanguape;79,9;03/2016
Cuitegi;85,7;03/2016
Curral Velho;125,6;03/2016
Damião;45,0;03/2016
Desterro;193,8;03/2016
Diamante;99,9;03/2016
Dona Inês;65,0;03/2016
Duas Estradas;84,9;03/2016
Emas;247,4;03/2016
Esperança;86,2;03/2016
Fagundes;66,9;03/2016
Frei Martinho;27,2;03/2016
Gado Bravo;23,8;03/2016
Guarabira;81,2;03/2016
Gurinhém;67,5;03/2016
Gurjão;27,0;03/2016
Ibiara;100,3;03/2016
Igaracy;210,8;03/2016
Imaculada;220,2;03/2016
Ingá;41,4;03/2016
Itabaiana;45,1;03/2016
Itaporanga;126,7;03/2016
Itapororoca;43,5;03/2016
Itatuba;60,6;03/2016
Jacaraú;88,6;03/2016
Jericó;168,0;03/2016
João Pessoa;146,2;03/2016
Joca Claudino;93,4;03/2016
Juarez Távora;38,0;03/2016
Juazeirinho;150,5;03/2016
Junco do Seridó;162,8;03/2016
Juripiranga;67,3;03/2016
Juru;199,0;03/2016
Lagoa;319,4;03/2016
Lagoa de Dentro;60,8;03/2016
Lagoa Seca;107,2;03/2016
Lastro;107,7;03/2016
Livramento;35,4;03/2016
Logradouro;18,4;03/2016
Mãe d'Água;191,7;03/2016
Malta;169,4;03/2016
Mamanguape;166,8;03/2016
Manaíra;257,8;03/2016
Mari;59,4;03/2016
Marizópolis;419,4;03/2016
Massaranduba;20,6;03/2016
Mataraca;158,1;03/2016
Matinhas;109,2;03/2016
Mato Grosso;163,3;03/2016
Maturéia;256,7;03/2016
Mogeiro;47,8;03/2016
Montadas;46,3;03/2016
Monte Horebe;128,6;03/2016
Monteiro;140,4;03/2016
Mulungu;71,8;03/2016
Natuba;96,2;03/2016
Nazarezinho;576,0;03/2016
Nova Floresta;71,2;03/2016
Nova Olinda;134,1;03/2016
Nova Palmeira;37,3;03/2016
Olho d'Água;213,2;03/2016
Olivedos;18,2;03/2016
Ouro Velho;52,8;03/2016
Parari;22,2;03/2016
Passagem;187,5;03/2016
Patos;159,5;03/2016
Paulista;294,6;03/2016
Pedra Branca;193,6;03/2016
Pedra Lavrada;80,4;03/2016
Pedras de Fogo;121,3;03/2016
Pedro Régis;70,0;03/2016
Piancó;200,4;03/2016
Picuí;54,2;03/2016
Pilar;39,2;03/2016
Pilões;157,9;03/2016
Pilõezinhos;143,8;03/2016
Pirpirituba;89,0;03/2016
Pitimbu;280,0;03/2016
Pocinhos;19,0;03/2016
Poço Dantas;162,9;03/2016
Poço de José de Moura;177,1;03/2016
Pombal;230,6;03/2016
Prata;41,8;03/2016
Princesa Isabel;218,7;03/2016
Puxinanã;55,0;03/2016
Queimadas;33,6;03/2016
Quixaba;143,9;03/2016
Remígio;103,9;03/2016
Riachão;47,0;03/2016
Riachão do Bacamarte;40,7;03/2016
Riachão do Poço;30,8;03/2016
Riacho de Santo Antônio;15,0;03/2016
Riacho dos Cavalos;185,9;03/2016
Rio Tinto;179,6;03/2016
Salgadinho;75,8;03/2016
Salgado de São Félix;45,9;03/2016
Santa Cecília;28,3;03/2016
Santa Cruz;155,8;03/2016
Santa Helena;237,4;03/2016
Santa Inês;128,3;03/2016
Santa Luzia;138,8;03/2016
Santana de Mangueira;94,4;03/2016
Santana dos Garrotes;189,0;03/2016
Santa Rita;119,5;03/2016
Santa Teresinha;248,7;03/2016
Santo André;77,1;03/2016
São Bentinho;209,9;03/2016
São Bento;232,3;03/2016
São Domingos;333,3;03/2016
São Domingos do Cariri;27,9;03/2016
São Francisco;195,0;03/2016
São João do Cariri;76,3;03/2016
São João do Rio do Peixe;281,0;03/2016
São João do Tigre;30,7;03/2016
São José da Lagoa Tapada;244,0;03/2016
São José de Caiana;122,5;03/2016
São José de Espinharas;174,0;03/2016
São José de Piranhas;196,0;03/2016
São José de Princesa;353,6;03/2016
São José do Bonfim;263,7;03/2016
São José do Brejo do Cruz;134,6;03/2016
São José do Sabugi;134,9;03/2016
São José dos Cordeiros;83,9;03/2016
São José dos Ramos;55,3;03/2016
São Mamede;158,9;03/2016
São Miguel de Taipu;35,1;03/2016
São Sebastião de Lagoa de Roça;95,0;03/2016
São Sebastião do Umbuzeiro;61,5;03/2016
São Vicente do Seridó;84,8;03/2016
Sapé;65,8;03/2016
Serra Branca;21,9;03/2016
Serra da Raiz;102,7;03/2016
Serra Grande;150,0;03/2016
Serra Redonda;29,5;03/2016
Serraria;225,6;03/2016
Sertãozinho;92,5;03/2016
Sobrado;73,3;03/2016
Solânea;175,4;03/2016
Soledade;25,8;03/2016
Sossêgo;6,5;03/2016
Sousa;349,7;03/2016
Sumé;48,6;03/2016
Tacima;71,0;03/2016
Taperoá;67,0;03/2016
Tavares;160,4;03/2016
Teixeira;307,2;03/2016
Tenório;116,4;03/2016
Triunfo;224,0;03/2016
Uiraúna;121,9;03/2016
Umbuzeiro;47,5;03/2016
Várzea;175,6;03/2016
Vieirópolis;196,5;03/2016
Vista Serrana;208,0;03/2016
Zabelê;26,8;03/2016
