Município;Pluviometria observada (mm);Data
Água Branca;184,4;01/1997
Aguiar;469,0;01/1997
Alagoa Grande;135,8;01/1997
Alagoa Nova;130,1;01/1997
Alagoinha;204,0;01/1997
Algodão de Jandaíra;42,5;01/1997
Alhandra;212,1;01/1997
Aparecida;174,3;01/1997
Araçagi;127,7;01/1997
Arara;119,4;01/1997
Araruna;110,4;01/1997
Areia;213,2;01/1997
Areial;57,9;01/1997
Aroeiras;32,0;01/1997
Baía da Traição;239,5;01/1997
Bananeiras;215,7;01/1997
Barra de Santana;55,8;01/1997
Barra de Santa Rosa;36,4;01/1997
Barra de São Miguel;70,3;01/1997
Bayeux;177,4;01/1997
Belém;109,8;01/1997
Belém do Brejo do Cruz;148,1;01/1997
Boa Ventura;150,6;01/1997
Boa Vista;108,6;01/1997
Bom Jesus;435,0;01/1997
Bom Sucesso;326,2;01/1997
Bonito de Santa Fé;264,7;01/1997
Boqueirão;170,5;01/1997
Borborema;218,4;01/1997
Brejo do Cruz;235,5;01/1997
Brejo dos Santos;201,8;01/1997
Caaporã;237,5;01/1997
Cabaceiras;74,3;01/1997
Cachoeira dos Índios;374,2;01/1997
Cacimba de Areia;176,4;01/1997
Cacimba de Dentro;60,9;01/1997
Caiçara;53,7;01/1997
Cajazeiras;381,2;01/1997
Caldas Brandão;179,6;01/1997
Camalaú;68,2;01/1997
Campina Grande;72,1;01/1997
Campo de Santana;41,6;01/1997
Caraúbas;87,1;01/1997
Carrapateira;379,8;01/1997
Casserengue;56,3;01/1997
Catingueira;161,2;01/1997
Catolé do Rocha;172,8;01/1997
Conceição;181,6;01/1997
Condado;169,7;01/1997
Conde;253,6;01/1997
Congo;36,7;01/1997
Coremas;311,9;01/1997
Coxixola;70,8;01/1997
Cruz do Espírito Santo;159,6;01/1997
Cubati;50,5;01/1997
Cuité;23,3;01/1997
Cuitegi;96,4;01/1997
Curral Velho;116,0;01/1997
Desterro;94,0;01/1997
Diamante;165,6;01/1997
Dona Inês;95,4;01/1997
Duas Estradas;101,7;01/1997
Emas;160,2;01/1997
Esperança;96,1;01/1997
Fagundes;89,7;01/1997
Frei Martinho;56,4;01/1997
Gado Bravo;65,4;01/1997
Guarabira;109,8;01/1997
Gurinhém;138,3;01/1997
Gurjão;53,2;01/1997
Ibiara;202,0;01/1997
Igaracy;389,3;01/1997
Imaculada;216,4;01/1997
Ingá;77,5;01/1997
Itabaiana;87,8;01/1997
Itaporanga;227,9;01/1997
Itapororoca;170,9;01/1997
Itatuba;50,6;01/1997
Jacaraú;138,5;01/1997
