Município;Pluviometria observada (mm);Data
Água Branca;58,0;12/2021
Aguiar;177,8;12/2021
Alagoa Grande;33,7;12/2021
Alagoa Nova;89,3;12/2021
Alagoinha;75,5;12/2021
Alcantil;67,0;12/2021
Algodão de Jandaíra;45,1;12/2021
Alhandra;92,2;12/2021
Amparo;57,9;12/2021
Aparecida;67,2;12/2021
Araçagi;43,0;12/2021
Arara;42,9;12/2021
Araruna;54,4;12/2021
Areia;110,5;12/2021
Areia de Baraúnas;42,7;12/2021
Areial;33,6;12/2021
Aroeiras;44,3;12/2021
Assunção;47,5;12/2021
Baía da Traição;42,2;12/2021
Bananeiras;75,8;12/2021
Baraúna;21,0;12/2021
Barra de Santana;31,0;12/2021
Barra de Santa Rosa;14,6;12/2021
Barra de São Miguel;10,4;12/2021
Bayeux;66,1;12/2021
Belém;23,3;12/2021
Belém do Brejo do Cruz;31,8;12/2021
Bernardino Batista;139,3;12/2021
Boa Ventura;117,6;12/2021
Boa Vista;25,4;12/2021
Bom Jesus;91,3;12/2021
Bom Sucesso;22,2;12/2021
Bonito de Santa Fé;48,0;12/2021
Boqueirão;23,6;12/2021
Borborema;87,3;12/2021
Brejo do Cruz;22,5;12/2021
Brejo dos Santos;43,1;12/2021
Caaporã;94,0;12/2021
Cabaceiras;18,3;12/2021
Cabedelo;29,4;12/2021
Cachoeira dos Índios;137,2;12/2021
Cacimba de Areia;52,2;12/2021
Cacimba de Dentro;55,8;12/2021
Cacimbas;78,5;12/2021
Caiçara;19,3;12/2021
Cajazeiras;131,2;12/2021
Cajazeirinhas;173,0;12/2021
Caldas Brandão;75,3;12/2021
Camalaú;53,5;12/2021
Campina Grande;53,1;12/2021
Capim;32,3;12/2021
Caraúbas;34,4;12/2021
Carrapateira;204,5;12/2021
Casserengue;6,1;12/2021
Catingueira;79,9;12/2021
Catolé do Rocha;28,8;12/2021
Caturité;23,7;12/2021
Conceição;75,3;12/2021
Condado;149,0;12/2021
Conde;59,3;12/2021
Congo;65,5;12/2021
Coremas;142,8;12/2021
Coxixola;45,9;12/2021
Cruz do Espírito Santo;56,8;12/2021
Cubati;30,2;12/2021
Cuité;32,7;12/2021
Cuité de Mamanguape;27,1;12/2021
Cuitegi;72,6;12/2021
Curral de Cima;40,6;12/2021
Curral Velho;88,5;12/2021
Damião;35,6;12/2021
Desterro;48,7;12/2021
Diamante;126,8;12/2021
Dona Inês;38,9;12/2021
Duas Estradas;37,6;12/2021
Emas;69,8;12/2021
Esperança;51,4;12/2021
Fagundes;69,0;12/2021
Frei Martinho;3,1;12/2021
Gado Bravo;9,8;12/2021
Guarabira;47,9;12/2021
Gurinhém;63,8;12/2021
Gurjão;50,5;12/2021
Ibiara;72,9;12/2021
Igaracy;169,2;12/2021
Imaculada;70,2;12/2021
Ingá;42,3;12/2021
Itabaiana;25,0;12/2021
Itaporanga;163,6;12/2021
Itapororoca;27,2;12/2021
Itatuba;30,7;12/2021
Jacaraú;43,1;12/2021
Jericó;41,0;12/2021
João Pessoa;51,8;12/2021
Joca Claudino;82,9;12/2021
Juarez Távora;64,7;12/2021
Juazeirinho;28,4;12/2021
Junco do Seridó;37,7;12/2021
Juripiranga;49,1;12/2021
Juru;72,7;12/2021
Lagoa;70,9;12/2021
Lagoa de Dentro;37,4;12/2021
Lagoa Seca;80,8;12/2021
Lastro;107,7;12/2021
Livramento;65,6;12/2021
Logradouro;13,0;12/2021
Lucena;23,5;12/2021
Mãe d'Água;103,4;12/2021
Malta;95,2;12/2021
Mamanguape;43,8;12/2021
Manaíra;92,2;12/2021
Marcação;38,1;12/2021
Mari;85,9;12/2021
Marizópolis;131,1;12/2021
Massaranduba;61,3;12/2021
Mataraca;15,0;12/2021
Matinhas;83,0;12/2021
Mato Grosso;49,8;12/2021
Maturéia;76,1;12/2021
Mogeiro;67,5;12/2021
Montadas;33,3;12/2021
Monte Horebe;163,0;12/2021
Monteiro;21,6;12/2021
Mulungu;42,9;12/2021
Natuba;62,3;12/2021
Nazarezinho;149,0;12/2021
Nova Floresta;44,9;12/2021
Nova Olinda;138,3;12/2021
Nova Palmeira;23,6;12/2021
Olho d'Água;48,3;12/2021
Olivedos;14,8;12/2021
Ouro Velho;57,6;12/2021
Parari;80,5;12/2021
Passagem;64,7;12/2021
Patos;62,4;12/2021
Paulista;90,3;12/2021
Pedra Branca;195,4;12/2021
Pedra Lavrada;17,0;12/2021
Pedras de Fogo;65,7;12/2021
Pedro Régis;42,6;12/2021
Piancó;120,1;12/2021
Picuí;14,5;12/2021
Pilar;25,2;12/2021
Pilões;91,6;12/2021
Pilõezinhos;80,5;12/2021
Pirpirituba;25,0;12/2021
Pitimbu;94,0;12/2021
Pocinhos;24,1;12/2021
Poço Dantas;58,9;12/2021
Poço de José de Moura;71,9;12/2021
Pombal;165,8;12/2021
Prata;38,3;12/2021
Princesa Isabel;140,2;12/2021
Puxinanã;33,3;12/2021
Queimadas;14,0;12/2021
Quixaba;31,0;12/2021
Remígio;56,7;12/2021
Riachão;37,1;12/2021
Riachão do Bacamarte;60,7;12/2021
Riachão do Poço;44,2;12/2021
Riacho de Santo Antônio;7,0;12/2021
Riacho dos Cavalos;24,6;12/2021
Rio Tinto;47,3;12/2021
Salgadinho;38,4;12/2021
Salgado de São Félix;27,7;12/2021
Santa Cecília;37,7;12/2021
Santa Cruz;49,5;12/2021
Santa Helena;80,3;12/2021
Santa Inês;50,7;12/2021
Santa Luzia;36,4;12/2021
Santana de Mangueira;161,4;12/2021
Santana dos Garrotes;211,7;12/2021
Santa Rita;58,1;12/2021
Santa Teresinha;60,4;12/2021
Santo André;0,0;12/2021
São Bentinho;160,3;12/2021
São Bento;75,8;12/2021
São Domingos;88,1;12/2021
São Domingos do Cariri;14,6;12/2021
São Francisco;109,0;12/2021
São João do Cariri;78,5;12/2021
São João do Rio do Peixe;61,2;12/2021
São João do Tigre;46,0;12/2021
São José da Lagoa Tapada;173,0;12/2021
São José de Caiana;183,1;12/2021
São José de Espinharas;57,5;12/2021
São José de Piranhas;217,1;12/2021
São José de Princesa;129,2;12/2021
São José do Bonfim;73,5;12/2021
São José do Brejo do Cruz;18,0;12/2021
São José do Sabugi;39,6;12/2021
São José dos Cordeiros;51,3;12/2021
São José dos Ramos;58,1;12/2021
São Mamede;67,2;12/2021
São Miguel de Taipu;23,6;12/2021
São Sebastião de Lagoa de Roça;62,5;12/2021
