Município;Pluviometria observada (mm);Data
Água Branca;0,0;09/2015
Aguiar;0,0;09/2015
Alagoa Grande;7,4;09/2015
Alagoa Nova;12,1;09/2015
Alagoinha;12,2;09/2015
Alcantil;0,0;09/2015
Algodão de Jandaíra;2,6;09/2015
Alhandra;45,6;09/2015
Amparo;0,0;09/2015
Aparecida;0,0;09/2015
Araçagi;16,7;09/2015
Arara;7,5;09/2015
Araruna;7,8;09/2015
Areia;27,9;09/2015
Areia de Baraúnas;0,0;09/2015
Areial;7,6;09/2015
Aroeiras;1,3;09/2015
Assunção;0,0;09/2015
Baía da Traição;17,1;09/2015
Bananeiras;15,0;09/2015
Baraúna;0,0;09/2015
Barra de Santana;0,0;09/2015
Barra de Santa Rosa;0,0;09/2015
Barra de São Miguel;0,0;09/2015
Bayeux;39,4;09/2015
Belém;13,5;09/2015
Belém do Brejo do Cruz;0,0;09/2015
Bernardino Batista;0,0;09/2015
Boa Ventura;0,0;09/2015
Boa Vista;0,0;09/2015
Bom Jesus;0,0;09/2015
Bom Sucesso;0,0;09/2015
Bonito de Santa Fé;0,0;09/2015
Boqueirão;2,3;09/2015
Borborema;14,5;09/2015
Brejo do Cruz;0,0;09/2015
Brejo dos Santos;0,0;09/2015
Caaporã;59,6;09/2015
Cabaceiras;0,0;09/2015
Cabedelo;26,5;09/2015
Cachoeira dos Índios;0,0;09/2015
Cacimba de Areia;0,0;09/2015
Cacimba de Dentro;10,6;09/2015
Cacimbas;0,0;09/2015
Caiçara;5,8;09/2015
Cajazeiras;0,0;09/2015
Cajazeirinhas;0,0;09/2015
Caldas Brandão;12,1;09/2015
Camalaú;0,0;09/2015
Campina Grande;2,7;09/2015
Capim;23,3;09/2015
Caraúbas;0,0;09/2015
Carrapateira;0,0;09/2015
Casserengue;2,4;09/2015
Catingueira;0,0;09/2015
Catolé do Rocha;0,0;09/2015
Caturité;0,0;09/2015
Conceição;0,0;09/2015
Condado;0,0;09/2015
Congo;0,0;09/2015
Coremas;0,0;09/2015
Coxixola;0,0;09/2015
Cruz do Espírito Santo;18,6;09/2015
Cubati;0,0;09/2015
Cuité;0,0;09/2015
Cuité de Mamanguape;24,3;09/2015
Cuitegi;27,9;09/2015
Curral Velho;0,0;09/2015
Damião;7,5;09/2015
Desterro;0,0;09/2015
Diamante;0,0;09/2015
Dona Inês;8,5;09/2015
Duas Estradas;12,8;09/2015
Emas;0,0;09/2015
Esperança;8,8;09/2015
Fagundes;20,9;09/2015
Frei Martinho;0,0;09/2015
Gado Bravo;0,0;09/2015
Guarabira;15,1;09/2015
Gurinhém;6,6;09/2015
Gurjão;0,0;09/2015
Ibiara;0,0;09/2015
Igaracy;0,0;09/2015
Imaculada;0,0;09/2015
Ingá;0,0;09/2015
Itabaiana;7,6;09/2015
Itaporanga;0,0;09/2015
Itapororoca;25,1;09/2015
Itatuba;7,3;09/2015
Jacaraú;17,5;09/2015
