Município;Pluviometria observada (mm);Data
Água Branca;42,0;06/2002
Aguiar;11,1;06/2002
Alagoa Grande;217,1;06/2002
Alagoa Nova;227,3;06/2002
Alagoinha;262,8;06/2002
Alcantil;85,5;06/2002
Algodão de Jandaíra;47,0;06/2002
Alhandra;427,1;06/2002
Amparo;77,4;06/2002
Aparecida;0,0;06/2002
Araçagi;179,6;06/2002
Arara;112,1;06/2002
Araruna;147,5;06/2002
Areia;327,6;06/2002
Areial;182,8;06/2002
Aroeiras;118,2;06/2002
Baía da Traição;275,1;06/2002
Bananeiras;262,0;06/2002
Barra de Santana;56,1;06/2002
Barra de Santa Rosa;93,4;06/2002
Barra de São Miguel;40,5;06/2002
Bayeux;367,6;06/2002
Belém;214,3;06/2002
Belém do Brejo do Cruz;28,0;06/2002
Boa Ventura;16,8;06/2002
Boa Vista;58,1;06/2002
Bom Jesus;17,9;06/2002
Bom Sucesso;22,7;06/2002
Bonito de Santa Fé;5,1;06/2002
Boqueirão;61,0;06/2002
Borborema;230,4;06/2002
Brejo do Cruz;46,5;06/2002
Brejo dos Santos;71,2;06/2002
Caaporã;398,9;06/2002
Cabaceiras;51,8;06/2002
Cabedelo;408,1;06/2002
Cachoeira dos Índios;51,5;06/2002
Cacimba de Areia;23,5;06/2002
Cacimba de Dentro;149,8;06/2002
Caiçara;133,1;06/2002
Cajazeiras;36,1;06/2002
Cajazeirinhas;37,9;06/2002
Caldas Brandão;241,7;06/2002
Camalaú;15,0;06/2002
Campina Grande;123,3;06/2002
Campo de Santana;86,2;06/2002
Caraúbas;39,5;06/2002
Carrapateira;62,0;06/2002
Casserengue;75,6;06/2002
Catingueira;58,1;06/2002
Catolé do Rocha;56,7;06/2002
Caturité;52,7;06/2002
Conceição;5,6;06/2002
Condado;32,9;06/2002
Congo;15,0;06/2002
Coremas;41,8;06/2002
Coxixola;66,6;06/2002
Cruz do Espírito Santo;292,6;06/2002
Cubati;54,7;06/2002
Cuité;95,0;06/2002
Cuitegi;226,4;06/2002
Curral de Cima;168,0;06/2002
Curral Velho;0,2;06/2002
Damião;112,4;06/2002
Desterro;38,2;06/2002
Diamante;26,9;06/2002
Dona Inês;132,9;06/2002
Duas Estradas;206,0;06/2002
Emas;57,0;06/2002
Esperança;190,3;06/2002
Fagundes;188,9;06/2002
Frei Martinho;65,1;06/2002
Gado Bravo;77,0;06/2002
