Município;Pluviometria observada (mm);Data
Água Branca;5,8;08/2013
Aguiar;0,0;08/2013
Alagoa Grande;88,4;08/2013
Alagoa Nova;82,2;08/2013
Alagoinha;126,6;08/2013
Alcantil;24,2;08/2013
Algodão de Jandaíra;8,1;08/2013
Alhandra;201,5;08/2013
Amparo;10,8;08/2013
Aparecida;0,0;08/2013
Araçagi;113,7;08/2013
Arara;50,3;08/2013
Araruna;39,7;08/2013
Areia;124,0;08/2013
Areia de Baraúnas;0,0;08/2013
Areial;61,0;08/2013
Aroeiras;66,4;08/2013
Assunção;12,6;08/2013
Baía da Traição;259,2;08/2013
Bananeiras;128,1;08/2013
Baraúna;11,0;08/2013
Barra de Santana;34,7;08/2013
Barra de Santa Rosa;4,1;08/2013
Barra de São Miguel;3,3;08/2013
Bayeux;179,5;08/2013
Belém;89,9;08/2013
Belém do Brejo do Cruz;0,3;08/2013
Bernardino Batista;25,6;08/2013
Boa Ventura;0,0;08/2013
Boa Vista;42,8;08/2013
Bom Jesus;7,0;08/2013
Bom Sucesso;9,0;08/2013
Bonito de Santa Fé;3,0;08/2013
Boqueirão;21,3;08/2013
Borborema;108,2;08/2013
Brejo do Cruz;0,0;08/2013
Brejo dos Santos;7,0;08/2013
Caaporã;261,2;08/2013
Cabaceiras;30,1;08/2013
Cabedelo;235,5;08/2013
Cachoeira dos Índios;4,5;08/2013
Cacimba de Areia;0,0;08/2013
Cacimba de Dentro;60,1;08/2013
Cacimbas;0,5;08/2013
Caiçara;59,6;08/2013
Cajazeiras;2,0;08/2013
Cajazeirinhas;7,9;08/2013
Caldas Brandão;166,5;08/2013
Camalaú;1,4;08/2013
Campina Grande;68,6;08/2013
Capim;196,8;08/2013
Caraúbas;31,7;08/2013
Carrapateira;0,0;08/2013
Casserengue;19,4;08/2013
Catingueira;0,0;08/2013
Catolé do Rocha;0,2;08/2013
Caturité;35,6;08/2013
Conceição;0,0;08/2013
Condado;0,0;08/2013
Congo;4,3;08/2013
Coremas;0,0;08/2013
Coxixola;13,9;08/2013
Cruz do Espírito Santo;207,8;08/2013
Cubati;16,7;08/2013
Cuité;9,2;08/2013
Cuité de Mamanguape;172,7;08/2013
Cuitegi;88,9;08/2013
Curral de Cima;139,5;08/2013
Curral Velho;0,0;08/2013
Damião;35,8;08/2013
Desterro;0,0;08/2013
Diamante;0,0;08/2013
Dona Inês;56,3;08/2013
Duas Estradas;54,2;08/2013
Emas;0,0;08/2013
Esperança;71,2;08/2013
Fagundes;100,2;08/2013
Frei Martinho;14,4;08/2013
Gado Bravo;41,8;08/2013
Guarabira;114,5;08/2013
Gurinhém;95,8;08/2013
Gurjão;18,8;08/2013
Ibiara;0,0;08/2013
Igaracy;0,0;08/2013
Imaculada;0,0;08/2013
Ingá;64,0;08/2013
Itabaiana;77,3;08/2013
Itaporanga;0,0;08/2013
Itapororoca;157,0;08/2013
Jacaraú;153,9;08/2013
Jericó;0,0;08/2013
João Pessoa;221,4;08/2013
Joca Claudino;0,0;08/2013
Juarez Távora;71,9;08/2013
Juazeirinho;13,3;08/2013
Junco do Seridó;8,1;08/2013
Juripiranga;109,7;08/2013
Juru;0,0;08/2013
Lagoa;0,0;08/2013
Lagoa de Dentro;78,6;08/2013
Lagoa Seca;126,6;08/2013
Lastro;0,0;08/2013
Livramento;0,0;08/2013
Logradouro;60,8;08/2013
Mãe d'Água;0,0;08/2013
Malta;0,0;08/2013
Mamanguape;215,4;08/2013
Manaíra;1,9;08/2013
Mari;166,3;08/2013
Marizópolis;5,6;08/2013
Massaranduba;105,4;08/2013
Mataraca;234,0;08/2013
Matinhas;72,3;08/2013
Mato Grosso;2,3;08/2013
Maturéia;0,0;08/2013
Mogeiro;94,9;08/2013
Montadas;89,8;08/2013
Monte Horebe;4,5;08/2013
Monteiro;2,0;08/2013
Mulungu;105,8;08/2013
Natuba;122,1;08/2013
Nazarezinho;0,0;08/2013
Nova Floresta;13,8;08/2013
Nova Olinda;0,0;08/2013
Nova Palmeira;10,0;08/2013
Olho d'Água;0,0;08/2013
Olivedos;23,8;08/2013
Ouro Velho;14,4;08/2013
Parari;3,5;08/2013
Passagem;0,0;08/2013
Patos;0,5;08/2013
Paulista;0,0;08/2013
Pedra Branca;0,0;08/2013
Pedra Lavrada;14,2;08/2013
Pedras de Fogo;187,4;08/2013
Pedro Régis;147,8;08/2013
Piancó;33,4;08/2013
Picuí;7,6;08/2013
Pilar;25,0;08/2013
Pilões;120,8;08/2013
Pilõezinhos;161,9;08/2013
Pirpirituba;111,8;08/2013
Pitimbu;156,6;08/2013
Pocinhos;34,2;08/2013
Poço Dantas;0,0;08/2013
Poço de José de Moura;14,0;08/2013
Pombal;9,2;08/2013
Prata;19,4;08/2013
Princesa Isabel;0,6;08/2013
Puxinanã;93,8;08/2013
Queimadas;22,2;08/2013
Quixaba;0,0;08/2013
Remígio;92,9;08/2013
Riachão;5,3;08/2013
Riachão do Bacamarte;81,4;08/2013
Riacho de Santo Antônio;8,4;08/2013
Riacho dos Cavalos;6,3;08/2013
Rio Tinto;203,7;08/2013
Salgadinho;0,0;08/2013
Salgado de São Félix;56,5;08/2013
Santa Cecília;49,1;08/2013
Santa Cruz;0,0;08/2013
Santa Helena;0,0;08/2013
Santa Inês;0,0;08/2013
Santa Luzia;3,3;08/2013
Santana de Mangueira;0,0;08/2013
Santana dos Garrotes;0,0;08/2013
Santa Rita;204,0;08/2013
Santa Teresinha;0,0;08/2013
Santo André;0,0;08/2013
São Bentinho;2,5;08/2013
São Bento;0,0;08/2013
São Domingos;9,2;08/2013
São Domingos do Cariri;25,8;08/2013
São Francisco;0,0;08/2013
São João do Cariri;16,9;08/2013
São João do Rio do Peixe;35,7;08/2013
São João do Tigre;0,0;08/2013
São José da Lagoa Tapada;0,0;08/2013
São José de Caiana;0,0;08/2013
São José de Espinharas;0,0;08/2013
São José de Piranhas;2,7;08/2013
São José de Princesa;1,7;08/2013
São José do Bonfim;0,0;08/2013
São José do Brejo do Cruz;0,0;08/2013
São José do Sabugi;1,5;08/2013
São José dos Cordeiros;1,1;08/2013
São José dos Ramos;62,2;08/2013
São Mamede;0,0;08/2013
São Miguel de Taipu;115,4;08/2013
São Sebastião de Lagoa de Roça;78,3;08/2013
São Sebastião do Umbuzeiro;1,7;08/2013
São Vicente do Seridó;0,0;08/2013
Sapé;159,3;08/2013
Serra Branca;6,5;08/2013
Serra da Raiz;99,9;08/2013
Serra Grande;0,0;08/2013
Serra Redonda;101,3;08/2013
Serraria;104,6;08/2013
Sertãozinho;100,3;08/2013
Sobrado;155,2;08/2013
Solânea;100,6;08/2013
Soledade;20,4;08/2013
Sossêgo;11,5;08/2013
Sousa;4,3;08/2013
Sumé;4,3;08/2013
Tacima;48,9;08/2013
Taperoá;0,0;08/2013
Tavares;2,4;08/2013
Teixeira;2,4;08/2013
Tenório;11,5;08/2013
Triunfo;0,0;08/2013
Uiraúna;10,1;08/2013
Umbuzeiro;88,0;08/2013
Várzea;8,8;08/2013
Vieirópolis;4,4;08/2013
Vista Serrana;0,0;08/2013
Zabelê;0,0;08/2013
