Município;Pluviometria observada (mm);Data
Água Branca;107,8;03/2021
Aguiar;99,3;03/2021
Alagoa Grande;141,6;03/2021
Alagoa Nova;87,5;03/2021
Alagoinha;73,6;03/2021
Alcantil;45,4;03/2021
Algodão de Jandaíra;62,2;03/2021
Alhandra;136,0;03/2021
Amparo;98,3;03/2021
Aparecida;213,0;03/2021
Araçagi;43,7;03/2021
Arara;67,3;03/2021
Araruna;72,3;03/2021
Areia;106,2;03/2021
Areia de Baraúnas;83,7;03/2021
Areial;79,8;03/2021
Aroeiras;21,2;03/2021
Assunção;142,0;03/2021
Baía da Traição;208,8;03/2021
Bananeiras;177,4;03/2021
Baraúna;92,0;03/2021
Barra de Santana;77,1;03/2021
Barra de Santa Rosa;45,8;03/2021
Barra de São Miguel;66,6;03/2021
Bayeux;119,2;03/2021
Belém;91,8;03/2021
Belém do Brejo do Cruz;140,8;03/2021
Bernardino Batista;179,3;03/2021
Boa Ventura;139,0;03/2021
Boa Vista;78,6;03/2021
Bom Jesus;124,8;03/2021
Bom Sucesso;132,6;03/2021
Bonito de Santa Fé;185,7;03/2021
Boqueirão;45,2;03/2021
Borborema;106,7;03/2021
Brejo do Cruz;215,9;03/2021
Brejo dos Santos;157,0;03/2021
Caaporã;167,0;03/2021
Cabaceiras;30,4;03/2021
Cabedelo;159,5;03/2021
Cachoeira dos Índios;87,1;03/2021
Cacimba de Areia;93,7;03/2021
Cacimba de Dentro;204,0;03/2021
Cacimbas;51,9;03/2021
Caiçara;79,6;03/2021
Cajazeiras;121,6;03/2021
Cajazeirinhas;141,5;03/2021
Caldas Brandão;29,8;03/2021
Camalaú;98,2;03/2021
Campina Grande;99,6;03/2021
Capim;31,7;03/2021
Caraúbas;35,4;03/2021
Carrapateira;153,6;03/2021
Casserengue;45,7;03/2021
Catingueira;135,9;03/2021
Catolé do Rocha;101,3;03/2021
Caturité;96,6;03/2021
Conceição;191,8;03/2021
Condado;174,2;03/2021
Conde;146,9;03/2021
Congo;29,0;03/2021
Coremas;106,3;03/2021
Coxixola;28,6;03/2021
Cruz do Espírito Santo;91,4;03/2021
Cubati;66,2;03/2021
Cuité;116,6;03/2021
Cuité de Mamanguape;49,0;03/2021
Cuitegi;105,8;03/2021
Curral de Cima;82,1;03/2021
Curral Velho;180,4;03/2021
Damião;71,9;03/2021
Desterro;134,0;03/2021
Diamante;248,0;03/2021
Dona Inês;104,6;03/2021
Duas Estradas;123,8;03/2021
Emas;108,1;03/2021
Esperança;79,1;03/2021
Fagundes;394,4;03/2021
Frei Martinho;96,1;03/2021
Gado Bravo;59,7;03/2021
Guarabira;56,8;03/2021
Gurinhém;16,2;03/2021
Gurjão;16,9;03/2021
Ibiara;232,8;03/2021
Igaracy;135,8;03/2021
Imaculada;105,9;03/2021
Ingá;110,9;03/2021
Itabaiana;104,8;03/2021
Itaporanga;186,1;03/2021
Itapororoca;48,4;03/2021
Itatuba;101,6;03/2021
Jacaraú;85,2;03/2021
Jericó;189,4;03/2021
João Pessoa;159,9;03/2021
Joca Claudino;122,5;03/2021
Juarez Távora;27,6;03/2021
Juazeirinho;66,7;03/2021
Junco do Seridó;183,6;03/2021
Juripiranga;44,8;03/2021
Juru;140,4;03/2021
Lagoa;172,4;03/2021
Lagoa de Dentro;111,1;03/2021
Lagoa Seca;84,6;03/2021
Lastro;258,3;03/2021
Livramento;133,9;03/2021
Logradouro;82,0;03/2021
Lucena;146,3;03/2021
Mãe d'Água;69,5;03/2021
Malta;177,5;03/2021
Mamanguape;148,7;03/2021
Manaíra;178,7;03/2021
Marcação;140,0;03/2021
Mari;40,6;03/2021
Marizópolis;253,1;03/2021
Massaranduba;56,6;03/2021
Mataraca;210,6;03/2021
Matinhas;91,3;03/2021
Mato Grosso;177,9;03/2021
Maturéia;128,9;03/2021
Mogeiro;44,3;03/2021
Montadas;15,0;03/2021
Monte Horebe;185,9;03/2021
Monteiro;21,9;03/2021
Mulungu;48,3;03/2021
Natuba;162,5;03/2021
Nazarezinho;94,7;03/2021
Nova Floresta;122,7;03/2021
Nova Olinda;107,9;03/2021
Nova Palmeira;70,7;03/2021
Olho d'Água;152,6;03/2021
Olivedos;53,4;03/2021
Ouro Velho;75,2;03/2021
Parari;82,3;03/2021
Passagem;85,0;03/2021
Patos;142,4;03/2021
Paulista;169,9;03/2021
Pedra Branca;117,0;03/2021
Pedra Lavrada;16,8;03/2021
Pedras de Fogo;80,7;03/2021
Pedro Régis;84,9;03/2021
Piancó;100,9;03/2021
Picuí;45,2;03/2021
Pilar;68,1;03/2021
Pilões;129,4;03/2021
Pilõezinhos;89,0;03/2021
Pirpirituba;68,8;03/2021
Pitimbu;172,0;03/2021
Pocinhos;33,8;03/2021
Poço Dantas;117,3;03/2021
Poço de José de Moura;151,2;03/2021
Pombal;215,8;03/2021
Prata;109,7;03/2021
Princesa Isabel;144,1;03/2021
Puxinanã;95,5;03/2021
