Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;110,6;02/2000
Alto Sertão;225,4;02/2000
Brejo;90,1;02/2000
Cariri;120,1;02/2000
Curimataú;163,1;02/2000
Litoral;138,0;02/2000
Sertão;173,4;02/2000
