Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;122,1;03/2001
Alto Sertão;276,5;03/2001
Brejo;106,6;03/2001
Cariri;139,4;03/2001
Curimataú;99,9;03/2001
Litoral;119,8;03/2001
Sertão;201,7;03/2001
