Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;36,1;11/2023
Alto Sertão;29,6;11/2023
Brejo;30,1;11/2023
Cariri;17,1;11/2023
Curimataú;12,4;11/2023
Litoral;26,0;11/2023
Sertão;11,3;11/2023
