Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;161,1;01/2018
Alto Sertão;357,0;01/2018
Brejo;244,2;01/2018
Cariri;97,7;01/2018
Curimataú;98,5;01/2018
Litoral;287,2;01/2018
Sertão;260,7;01/2018
