Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;90,4;04/2017
Alto Sertão;145,0;04/2017
Brejo;126,2;04/2017
Cariri;58,0;04/2017
Curimataú;54,6;04/2017
Litoral;215,5;04/2017
Sertão;115,6;04/2017
