Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;34,3;06/1998
Alto Sertão;6,6;06/1998
Brejo;90,6;06/1998
Cariri;8,7;06/1998
Curimataú;4,3;06/1998
Litoral;194,4;06/1998
Sertão;1,2;06/1998
