Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;228,1;05/2022
Alto Sertão;71,8;05/2022
Brejo;313,6;05/2022
Cariri;85,4;05/2022
Curimataú;110,3;05/2022
Litoral;489,6;05/2022
Sertão;97,8;05/2022
