Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;161,6;06/2010
Alto Sertão;64,0;06/2010
Brejo;128,4;06/2010
Cariri;130,8;06/2010
Curimataú;104,6;06/2010
Litoral;228,0;06/2010
Sertão;66,2;06/2010
