Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;78,6;08/2013
Alto Sertão;2,7;08/2013
Brejo;116,3;08/2013
Cariri;15,5;08/2013
Curimataú;12,4;08/2013
Litoral;213,2;08/2013
Sertão;2,7;08/2013
