Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;77,7;05/2000
Alto Sertão;43,8;05/2000
Brejo;112,2;05/2000
Cariri;34,5;05/2000
Curimataú;26,5;05/2000
Litoral;286,6;05/2000
Sertão;36,6;05/2000
