Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;86,2;01/2000
Alto Sertão;128,9;01/2000
Brejo;92,5;01/2000
Cariri;77,5;01/2000
Curimataú;67,5;01/2000
Litoral;153,1;01/2000
Sertão;112,5;01/2000
