Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;63,4;04/2021
Alto Sertão;189,1;04/2021
Brejo;98,5;04/2021
Cariri;84,8;04/2021
Curimataú;37,1;04/2021
Litoral;214,5;04/2021
Sertão;213,9;04/2021
