Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;35,2;02/2020
Alto Sertão;255,4;02/2020
Brejo;45,5;02/2020
Cariri;95,8;02/2020
Curimataú;55,5;02/2020
Litoral;87,2;02/2020
Sertão;188,4;02/2020
