Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;68,5;05/2006
Alto Sertão;125,8;05/2006
Brejo;78,5;05/2006
Cariri;75,7;05/2006
Curimataú;65,5;05/2006
Litoral;139,4;05/2006
Sertão;165,0;05/2006
