Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;60,0;11/2013
Alto Sertão;126,4;11/2013
Brejo;69,1;11/2013
Cariri;82,3;11/2013
Curimataú;40,6;11/2013
Litoral;72,0;11/2013
Sertão;116,2;11/2013
