Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;138,6;08/2000
Alto Sertão;22,6;08/2000
Brejo;178,6;08/2000
Cariri;41,3;08/2000
Curimataú;67,5;08/2000
Litoral;188,6;08/2000
Sertão;42,3;08/2000
