Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;56,2;01/1995
Alto Sertão;210,7;01/1995
Brejo;94,7;01/1995
Cariri;122,3;01/1995
Curimataú;139,3;01/1995
Litoral;86,5;01/1995
Sertão;153,5;01/1995
