Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;167,6;04/2011
Alto Sertão;152,8;04/2011
Brejo;201,1;04/2011
Cariri;111,3;04/2011
Curimataú;143,3;04/2011
Litoral;414,7;04/2011
Sertão;184,7;04/2011
