Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;59,4;05/2024
Alto Sertão;40,7;05/2024
Brejo;96,4;05/2024
Cariri;51,3;05/2024
Curimataú;47,0;05/2024
Litoral;251,5;05/2024
Sertão;69,8;05/2024
