Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;6,4;05/2001
Alto Sertão;11,5;05/2001
Brejo;16,5;05/2001
Cariri;2,6;05/2001
Curimataú;4,8;05/2001
Litoral;43,9;05/2001
Sertão;14,1;05/2001
