Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;5,4;02/2001
Alto Sertão;95,1;02/2001
Brejo;8,9;02/2001
Cariri;3,8;02/2001
Curimataú;2,2;02/2001
Litoral;12,4;02/2001
Sertão;28,6;02/2001
