Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;46,4;01/2013
Alto Sertão;111,9;01/2013
Brejo;62,4;01/2013
Cariri;23,5;01/2013
Curimataú;9,3;01/2013
Litoral;96,6;01/2013
Sertão;88,6;01/2013
