Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;111,6;05/2021
Alto Sertão;47,4;05/2021
Brejo;131,1;05/2021
Cariri;50,2;05/2021
Curimataú;35,5;05/2021
Litoral;311,7;05/2021
Sertão;69,2;05/2021
