Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;138,7;06/1995
Alto Sertão;22,7;06/1995
Brejo;173,3;06/1995
Cariri;19,1;06/1995
Curimataú;32,1;06/1995
Litoral;336,3;06/1995
Sertão;27,8;06/1995
